Time,F_Scale,Location,County,State,Lat,Lon,Comments
1822,UNK,4 WSW NEW MELLE,ST. CHARLES,MO,38.69,-90.95,EF0 TORNADO TOUCHED DOWN BRIEFLY AT THE INTERSECTION OF MISSOURI HIGHWAYS D AND T IN EXTREME EASTERN ST. CHARLES COUNTY. MINOR TREE AND ROOF DAMAGE WAS OBSERVED. (LSX)
2058,UNK,4 WSW MAYFIELD,SUMNER,KS,37.24,-97.61,BRIEF ROPE TORNADO REPORTED (ICT)
2252,UNK,7 SSW HASKELL,HASKELL,TX,33.07,-99.79,A STORMCHASER TOOK A PICTURE OF THIS TORNADO FROM STAMFORD. THE TORNADO BECAME QUICKLY WRAPPED UP IN RAIN. (SJT)
2321,UNK,1 SW WORTHINGTON,GREENE,IN,39.11,-86.99,SMALL TORNADO OBSERVED. DAMAGE TO BARN. RELAYED BY EMERGENCY MANAGER. (IND)
0047,UNK,10 N KENSINGTON,SMITH,KS,39.91,-99.05,BRIEF TORNADO REPORTED BY THE PUBLIC AND CONFIRMED WITH A PICTURE. TORNADO REMAINED IN THE GENERAL AREA FOR ABOUT 5 MINUTES. RATED AN EF0 WITH AN ESTIMATED MAXIMUM WIND (GID)
0108,UNK,1 NE MUSTANG,CANADIAN,OK,35.4,-97.71,AN EF1 TORNADO DEVELOPED NEAR SOUTHWEST 59TH STREET AND SARA ROAD AND MOVED NORTHEAST INTO OKLAHOMA COUNTY NEAR SOUTHWEST 29TH STREET. TREES... POWER LINES AND OUTBUILD (OUN)
0143,UNK,4 NW JONES,OKLAHOMA,OK,35.61,-97.34,AN EF1 TORNADO DEVELOPED SOUTH OF WESTMINISTER ROAD AND MEMORIAL ROAD. THE TORNADO SIGNIFICANTLY DAMAGED THE ROOF OF A HOME 3 MILES NORTH-NORTHWEST OF LUTHER. THE TORNA (OUN)
0244,UNK,9 WNW HOMINY,OSAGE,OK,36.46,-96.54,A TORNADO UPROOTED TREES. IT HAS BEEN RATED EF-1 BASED ON THIS DAMAGE. (TSA)
0250,UNK,3 NNW BYNG,PONTOTOC,OK,34.91,-96.68,AN EF1 TORNADO AFFECTED THE AREA NEAR HIGHWAY 377 NORTH OF BYNG. AT LEAST ONE RESIDENCE WAS SEVERELY DAMAGED. ADDITIONAL DAMAGE WAS NOTED TO BARNS AND MANY TREES. (OUN)
0256,UNK,3 WSW WYNONA,OSAGE,OK,36.53,-96.38,A TORNADO BLEW DOWN TREES AND DAMAGED AN OUTBUILDING. IT WAS RATED EF-1 BASED ON THIS DAMAGE. (TSA)
0301,UNK,7 W SAPULPA,CREEK,OK,36,-96.24,A TORNADO SNAPPED OR UPROOTED TREES...DAMAGED THE ROOFS OF SEVERAL HOMES...AND DAMAGED THE ROOF OF A CHURCH. IT WAS RATED EF-1 BASED ON THIS DAMAGE. (TSA)
0303,UNK,4 SE WESTPORT,PAWNEE,OK,36.18,-96.27,A TORNADO SNAPPED AND UPROOTED NUMEROUS TREES AND DAMAGED AT LEAST ONE HOME. A LARGE TREE FELL ON TWO CARS...CRUSHING THEM. THE TORNADO WAS RATED EF-1 BASED ON THIS DAM (TSA)
0311,UNK,5 WNW BELLS,GRAYSON,TX,33.48,-96.5,SPOTTER REPORTS TORNADO ON THE GROUND 5 MILES WNW OF BELLS. (FWD)
0321,UNK,TULSA,TULSA,OK,36.13,-95.92,TREES UPROOTED... POWER POLES SNAPPED AND HOME ROOF DAMAGE NEAR 48TH AND RIVERSIDE. (TSA)
