Time,F_Scale,Location,County,State,Lat,Lon,Comments
2044,UNK,3 W SHENANDOAH,FREMONT,IA,40.76,-95.43,SPOTTER OBSERVED TORNADO DESCEND TO GROUND (OAX)
2057,UNK,ENE SIDNEY,FREMONT,IA,40.75,-95.64,(OAX)
2112,UNK,3 SSW STUART,ADAIR,IA,41.46,-94.34,TORNADO REPORTED. (DMX)
2114,UNK,4 S EARLHAM,MADISON,IA,41.43,-94.13,(DMX)
2121,UNK,4 WSW YORKTOWN,PAGE,IA,40.71,-95.23,STOVE PIPE TORNADO ON GROUND... LASTED 5 MIN. (OAX)
2125,UNK,6 N ELLSWORTH,PIERCE,WI,44.82,-92.49,*** 1 INJ *** TREES WERE UPROOTED AND SNAPPED ALONG THE DAMAGE PATH FROM 6 N ELLSWORTH TO 2 SSW SPRING VALLEY. SEVERAL HOMES HAD ROOF DAMAGE... AND ONE TRUCK WAS PUSHED (MPX)
2128,UNK,3 SW DEXTER,ADAIR,IA,41.48,-94.26,3 MILES SOUTH OF I80... 4 MILES EAST OF P26. (DMX)
2131,UNK,6 NNE ELLSWORTH,PIERCE,WI,44.82,-92.46,0.25 MILE SOUTH OF 650TH STREET AND 780TH AVE...HALF A HOME DESTROYED...TREES DOWN. (MPX)
2134,UNK,BRADDYVILLE,NODAWAY,IA,40.58,-95.04,RELAYED REPORT FROM LAW ENFORCEMENT (OAX)
2144,UNK,4 WSW SPRING VALLEY,PIERCE,WI,44.83,-92.32,CORRECTED AMENDED UPDATED...MULTIPLE TREES AND POWER LINES DOWN...SIGNIFICANT DAMAGE TO HOUSES. (MPX)
2153,UNK,2 SW SIREN,BURNETT,WI,45.77,-92.41,VIDEO SENT IN FROM LAW ENFORCEMENT OF A BRIEF TORNADO NEAR THE INTERSECTION OF PETERSON ROAD AND WALDORA ROAD. MINOR TREE DAMAGE AND PART OF A BARN ROOF TAKEN OFF. (DLH)
2208,UNK,7 SW BEDFORD,TAYLOR,IA,40.59,-94.82,REPORT FROM EAX. (DMX)
2303,UNK,4 S PLEASANTVILLE,MARION,IA,41.33,-93.26,REPORTED A FEW MILES SOUTH OF HWY 5 IN PLEASANTVILLE. (DMX)
2324,UNK,4 ENE NEW VIRGINIA,WARREN,IA,41.2,-93.67,(DMX)
2325,UNK,2 NNE DOVER,OLMSTED,MN,44,-92.12,BRIEF TOUCHDOWN REPORTED FROM ST CHARLES LOOKING NORTHWEST. (ARX)
2341,UNK,2 NNE DOVER,OLMSTED,MN,44,-92.12,BRIEF TOUCHDOWN REPORTED FROM ST CHARLES LOOKING NORTHWEST. RELAY VIA WINONA COUNTY. (ARX)
2345,UNK,4 S CENTRAL CITY,LINN,IA,42.15,-91.52,SPOTTER LI158 REPORTED DEBRIS LOFTING (DVN)
2345,UNK,1 WSW PRAIRIEBURG,LINN,IA,42.23,-91.44,LARGE TORNADO WITH DEBRIS. (DVN)
2355,UNK,2 N CAINSVILLE,HARRISON,MO,40.47,-93.78,NUMEROUS TREES UPROOTED AND POWER POLES SNAPPED... SOME BLOCKING ROADS. BARN DESTROYED. (EAX)
2355,UNK,3 SSW MONTICELLO,GREEN,WI,42.71,-89.62,REPORTS OF ROOF DAMAGE AND POWER POLES SNAPPED BETWEEN MONROE AND MONTICELLO...DAMAGE PATH CROSSES WI HWY 69. (MKX)
0009,UNK,CHESTER,OLMSTED,MN,44,-92.31,POSSIBLE BRIEF TOUCHDOWN WITH TREE DAMAGE. (ARX)
0011,UNK,3 NNE PRINCETON,MERCER,MO,40.44,-93.57,BARN DESTROYED... POWER LINES DOWN. POSSIBLE TORNADO DAMAGE. (EAX)
0020,UNK,NW CASCADE,DUBUQUE,IA,42.3,-91.01,(DVN)
0023,UNK,2 N WORTHINGTON,DUBUQUE,IA,42.43,-91.12,(DVN)
0026,UNK,2 SE VINTON,BENTON,IA,42.14,-92,BREIF TOUCHDOWN OF AN EF0 TORNADO SEEN ON CITIZENS VIDEO... CONFIRMED BY LOCATION OF ISOLATED DAMAGE TO TWO TREES AND THE CORNER OF A METAL BUILDING WHERE A ROOFING PAN (DVN)
0100,UNK,OXFORD JUNCTION,JONES,IA,41.98,-90.96,APPROXIMATELY A HALF MILE SSW OF OXFORD JUNCTION. (DVN)
0114,UNK,2 SSE CHERRY VALLEY,WINNEBAGO,IL,42.21,-88.95,EF-1 TORNADO MAX WINDS AROUND 100 MPH TOUCHED DOWN NEAR BURTON RD AND RIVER RD SOUTH OF CHERRY VALLEY AND CONTINUED EAST AND SOUTHEAST EVENTUALLY LIFTING NEAR BATES AND (LOT)
0123,UNK,2 SSE BELVIDERE,BOONE,IL,42.23,-88.83,AN EF-1 TORNADO WITH MAX WINDS AROUND 100 MPH TOUCHED DOWN WEST OF THE INTERSECTION OF HUBER AND GENOA RD AND LIFTED EAST OF THE INTERSECTION OF HUBER AND FERN HILL RD. (LOT)
0138,UNK,2 WNW CONCEPTION JUNCTI,NODAWAY,MO,40.28,-94.73,CONFIRMED TORNADO VIA PHOTO ON SOCIAL MEDIA. (EAX)
0153,UNK,2 W STANBERRY,GENTRY,MO,40.22,-94.58,TORNADO ON THE GROUND FOR A COUPLE MINUTES NEAR HWY 136 NEAR THE NODAWAY AND GENTRY COUNTY LINE. (EAX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1624,UNK,3 NW WAVELAND,HANCOCK,MS,30.32,-89.42,SMALL TREE DOWN ALONG HARBOR DRIVE...POSSIBLE TORNADO REPORTED EARLIER NEAR HWY 603. RELAYED VIA SOCIAL MEDIA. (LIX)
1713,UNK,1 ESE BILOXI,HARRISON,MS,30.41,-88.92,TRAFFIC SIGNAL KNOCKED DOWN ALONG WETERANS AVE...RELAYED VIA SOCIAL MEDIA (LIX)
2035,59,4 NNW FORT DODGE,WEBSTER,IA,42.56,-94.19,59 MPH/51 KNOT WIND GUST MEASURED AT THE FORT DODGE AIRPORT (KFOD). (DMX)
2054,59,4 NW RIVERTON,FREMONT,WY,43.06,-108.44,RIVERTON AIRPORT. (RIW)
2103,UNK,CALMAR,WINNESHIEK,IA,43.18,-91.86,TREE SNAPPED. RELAYED VIA BROADCAST MEDIA. TIME ESTIMATED FROM RADAR. (ARX)
2110,60,11 NNE WESTON,CAMPBELL,WY,44.78,-105.25,(UNR)
2128,64,2 NNW MARBLETON,SUBLETTE,WY,42.58,-110.11,BIG PINEY AIRPORT. (RIW)
2130,UNK,8 WNW CLARINDA,PAGE,IA,40.78,-95.18,OUTBUILDING DESTROYED. (OAX)
2153,UNK,2 NNW FARMERSBURG,CLAYTON,IA,42.98,-91.39,NUMEROUS TREES DOWN AT INTERSECTION OF 165TH STREET AND FALCON AVE. TIME ESTIMATED FROM RADAR. (ARX)
2205,60,1 E FARMERSBURG,CLAYTON,IA,42.96,-91.35,PEA SIZE HAIL ALSO. (ARX)
2210,60,HULETT,CROOK,WY,44.68,-104.6,(UNR)
2223,UNK,4 SSE GIARD,CLAYTON,IA,42.96,-91.25,POWER LINES DOWN. 20-24 INCH TREE DOWN. (ARX)
2230,UNK,2 ENE URBANDALE,POLK,IA,41.65,-93.71,SIX INCH TREE BRANCHES DOWN. (DMX)
2237,60,CASSVILLE,GRANT,WI,42.72,-90.99,REPORT RELAYED BY THE EMERGENCY MANAGER. (ARX)
2254,63,3 NE LANCASTER,GRANT,WI,42.88,-90.67,ON COUNTY RD A. (ARX)
2257,UNK,7 W LINDEN,IOWA,WI,42.92,-90.41,NUMEROUS POWER LINES DOWNED AND A FEW LARGE TRANSMISSION LINES DOWNED. (MKX)
2300,UNK,1 W LIVINGSTON,GRANT,WI,42.9,-90.45,ROOF BLOWN OFF BARN. VIA SOCIAL MEDIA. TIME ESTIMATED FROM RADAR. (ARX)
2303,80,MONTFORT,GRANT,WI,42.97,-90.43,(ARX)
2307,UNK,2 SE MINERAL POINT,IOWA,WI,42.84,-90.16,A FARM BUILDING WAS DESTROYED. (MKX)
2315,UNK,1 N WATERTOWN,DODGE,WI,43.21,-88.72,SEVERAL TREES DOWN ON NORTH SIDE OF WATERTOWN FROM FIRST STORM. TIME ESTIMATED FROM RADAR. (MKX)
2330,UNK,DARLINGTON,LAFAYETTE,WI,42.68,-90.12,SCATTERED TREE DAMAGE THROUGHOUT THE COUNTY BUT NO AREA OF CONCENTRATED DAMAGE (MKX)
2332,UNK,3 ENE WORTH,WORTH,MO,40.42,-94.4,POWER POLES SNAPPED. POSSIBLE TORNADO. (EAX)
2345,UNK,3 N ALBANY,GENTRY,MO,40.29,-94.33,HEAVY DAMAGE TO OUTBUILDINGS. (EAX)
2348,UNK,PRAIRIEBURG,LINN,IA,42.23,-91.43,HOUSE DOWN FROM TORNADO... PERSON TRAPPED. (DVN)
2349,UNK,1 NE SUSSEX,WAUKESHA,WI,43.15,-88.2,SEVERAL TREES WERE DOWNED AND SEVERAL TREES HAD LARGE BRANCHES TORN OFF. (MKX)
2349,UNK,HUBERTUS,WASHINGTON,WI,43.24,-88.22,MULTIPLE TREES SNAPPED (MKX)
2350,UNK,5 E MONROE,GREEN,WI,42.6,-89.54,TREES AND POWERLINES DOWNED. (MKX)
2353,70,2 E GERMANTOWN,WASHINGTON,WI,43.24,-88.08,LARGE BRANCHES DOWN AND POWER IS OUT. (MKX)
2355,58,3 S IOWA FALLS,HARDIN,IA,42.47,-93.27,58 MPH/50 KNOT WIND GUST MEASURED AT IOWA FALLS AIRPORT (KIFA). (DMX)
2355,UNK,2 NNE OCONOMOWOC,WAUKESHA,WI,43.12,-88.48,TREE DOWN AT INTERSECTION OF LISBON RD AND WI HWY 67 BYPASS. (MKX)
0007,UNK,4 W MONTICELLO,JONES,IA,42.24,-91.27,DAMAGE TO BARNS AND OTHER STRUCTURES... POSSIBLE TORNADO. (DVN)
0010,UNK,3 SSW MCFARLAND,DANE,WI,42.98,-89.33,TREES SNAPPED AND UPROOTED. (MKX)
0015,UNK,HOPKINTON,DELAWARE,IA,42.35,-91.25,LARGE BRANCHES DOWN. (DVN)
0020,UNK,ORFORDVILLE,ROCK,WI,42.63,-89.26,WIDESPREAD TREE DAMAGE ACROSS SOUTHWESTERN ROCK COUNTY. (MKX)
0025,UNK,4 ESE MCFARLAND,DANE,WI,42.99,-89.23,3 FOOT DIAMETER TREE SNAPPED. (MKX)
0025,UNK,WATERLOO,JEFFERSON,WI,43.18,-88.99,2.5 FOOT TREE TRUNK SNAPPED. (MKX)
0037,UNK,2 NW BELOIT,ROCK,WI,42.54,-89.05,12 INCH TREE BRANCH SNAPPED OFF OF CHERRY TREE. PICTURE SHARED VIA SOCIAL MEDIA. (MKX)
0038,UNK,STOCKTON,JO DAVIESS,IL,42.36,-90.01,TREE BRANCHES AND POWER POLES DOWN. (DVN)
0040,UNK,DURAND,WINNEBAGO,IL,42.44,-89.33,5 TREES AND NUMEROUS TREE BRANCHES REPORTED DOWN. 3 INCHES OF RAINFALL REPORTED IN 2 HOURS. REPORT FROM SOCIAL MEDIA. (LOT)
0040,UNK,FORT ATKINSON,JEFFERSON,WI,42.93,-88.84,SEVERAL LARGE BRANCHES DOWN. (MKX)
0045,UNK,4 SSE ROCHESTER,OLMSTED,MN,43.96,-92.46,POWER POLE SNAPPED. RELAYED VIA BROADCAST MEDIA. TIME ESTIMATED FROM RADAR. (ARX)
0050,60,4 W BETHANY,HARRISON,MO,40.27,-94.1,(EAX)
0059,UNK,MACHESNEY PARK,WINNEBAGO,IL,42.36,-89.04,NUMEROUS TREE BRANCHES DOWN AND 1 FT DIAMETER TREE UPROOTED. CEMENTED FLAG POLE ALSO BENT FROM WIND GUST (LOT)
0100,UNK,SPICKARD,GRUNDY,MO,40.25,-93.6,NUMEROUS LARGE TREES DOWN. (EAX)
0100,UNK,OXFORD JUNCTION,JONES,IA,41.98,-90.95,TENT AND INSULATION BLOWN INTO TREES AND POWERLINE DOWN. TIME ESTIMATED. SOUTHWEST SIDE OF TOWN. (DVN)
0100,60,WINNEBAGO,WINNEBAGO,IL,42.27,-89.24,TORRENTIAL RAINFALL AND WIND... ESTIMATED GUST GREATER THAN 60 MPH (LOT)
0104,79,UNIONVILLE,PUTNAM,MO,40.48,-93,DELAYED REPORT. (EAX)
