Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2226,60,LUSK,NIOBRARA,WY,42.76,-104.45,NUMEROUS POWER OUTAGES COUNTYWIDE. (CYS)
2315,60,15 NW EDGEMONT,FALL RIVER,SD,43.47,-104.01,PEA SIZE HAIL LASTED A FEW MINUTES (UNR)
2325,60,HARRISON,SIOUX,NE,42.69,-103.88,AT LEAST 60 MPH WIND GUSTS AND DIME SIZED HAIL. VERY STRONG ROTATION OBSERVED WITH A POSSIBLE FUNNEL CLOUD SOUTH OF HARRISON A FEW MINUTES EARLIER. (CYS)
2342,70,2 N ANGOSTURA RESERVOIR,FALL RIVER,SD,43.35,-103.43,HAIL COVERED GROUND. WINDS BLEW OVER SWINGSET. (UNR)
2343,64,8 W JEWEL CAVE,CUSTER,SD,43.73,-103.99,(UNR)
0023,68,12 E OELRICHS,FALL RIVER,SD,43.19,-103,(UNR)
0040,60,8 SSW CAPUTA,PENNINGTON,SD,43.88,-103.03,STORM LASTED 10-15 MIN (UNR)
0120,60,5 N SCENIC,PENNINGTON,SD,43.86,-102.54,(UNR)
0329,64,4 WSW LAMAR,PROWERS,CO,38.07,-102.69,LAMAR AIRPORT - LAA. (PUB)
Time,Size,Location,County,State,Lat,Lon,Comments
2212,175,CRAWFORD,DAWES,NE,42.69,-103.41,HAIL ENDED ABOUT 2 MINUTES PRIOR. NOW JUST RAAIN. (CYS)
2212,175,17 NE HARRISON,SIOUX,NE,42.86,-103.64,HAIL ENDED ABOUT 2 MINUTES PRIOR. NOW JUST RAIN. (CYS)
2230,100,4 NE HARRISON,SIOUX,NE,42.73,-103.83,(CYS)
2230,100,LUSK,NIOBRARA,WY,42.76,-104.45,(CYS)
2231,125,2 E WHITNEY,DAWES,NE,42.78,-103.22,(CYS)
2335,175,9 NE HARRISON,SIOUX,NE,42.78,-103.76,PEA TO GOLFBALL SIZED HAIL COVERING GROUND. POWER OUT FOR ABOUT 4 HOURS DURING THE AFTERNOON. (CYS)
0040,175,8 SSW CAPUTA,PENNINGTON,SD,43.88,-103.03,STORM LASTED 10-15 MIN (UNR)
0103,175,2 N FARMINGDALE,PENNINGTON,SD,43.99,-102.89,(UNR)
0120,100,5 N SCENIC,PENNINGTON,SD,43.86,-102.54,(UNR)
