Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2225,62,1 ENE BEACH,GOLDEN VALLEY,ND,46.92,-103.98,(BIS)
2310,62,2 NNE FRYBURG,BILLINGS,ND,46.9,-103.29,(BIS)
2315,87,RHAME,BOWMAN,ND,46.23,-103.66,ROOF WAS BLOWN OFF A LARGE GRAIN BIN AND HALF THE ROOF WAS BLOWN OFF A HANGER. THIS IS EVENT OCCURRED SATURDAY 3 28. (BIS)
2320,64,KILLDEER,DUNN,ND,47.37,-102.75,(BIS)
2326,68,6 S DICKINSON,STARK,ND,46.8,-102.81,(BIS)
2343,UNK,GLADSTONE,STARK,ND,46.86,-102.57,LARGE DEAD TREE BLOWN OVER. 60 MPH GUST ESTIMATED. (BIS)
0015,60,4 W GLEN ULLIN,MORTON,ND,46.82,-101.91,(BIS)
0016,64,2 NW HETTINGER,ADAMS,ND,46.02,-102.66,(BIS)
0300,UNK,10 NE OSHKOSH,GARDEN,NE,41.51,-102.21,RELAYED FROM COOP OBSERVER IN OSHKOSH. 4 TO 4 1/2 INCH TREE LIMBS DOWN... CITY OF OSHKOSH LOST ELECTRICITY. PIECES OF TIN BLOWN OFF ROOF AND CAPS ON PICKET FENCE BLOWN OF (LB
Time,Size,Location,County,State,Lat,Lon,Comments
