Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1630,UNK,2 NW COLLEGE STATION,BRAZOS,TX,30.62,-96.34,TWO SMALL TREES SNAPPED ON THE CAMPUS OF TEXAS AANDM. (HGX)
1820,UNK,3 SSW GERONIMO,GUADALUPE,TX,29.63,-97.99,CALLER REPORTED 5 POWER LINES DOWN ON CORDOVA ROAD NEAR GERONIMO. TIME ESTIMATED FROM RADAR. (EWX)
2115,62,46 SSW QUINTANA,GMZ370,TX,28.31,-95.62,MARINE WIND GUST OF 45 KNOTS GUST TO 54 KNOTS. (HGX)
2315,UNK,BARRACKVILLE,MARION,WV,39.5,-80.17,TREES AND POWER LINES DOWN (PBZ)
Time,Size,Location,County,State,Lat,Lon,Comments
1220,150,ALVARADO,JOHNSON,TX,32.4,-97.22,PING PONG SIZE HAIL IN ALVARADO JUNIOR HIGH SCHOOL. (FWD)
1604,100,1 NNW DRIPPING SPRINGS,HAYS,TX,30.2,-98.09,QUARTER SIZE HAIL BEING REPORTED BY DRIPPING SPRINGS FIRE DEPT. (EWX)
1705,100,6 W HEXT,MENARD,TX,30.87,-99.63,(SJT)
1738,100,4 SSW SAN MARCOS,HAYS,TX,29.84,-97.97,1 INCH HAIL REPORTED VIA SOCIAL MEDIA. (EWX)
1815,100,2 W NEW BRAUNFELS,COMAL,TX,29.7,-98.16,QUARTER-SIZED HAIL REPORTED VIA SOCIAL MEDIA. (EWX)
2150,125,2 NNE COTULLA,LA SALLE,TX,28.46,-99.22,VIDEO SUBMITTED OF HAIL FALLING NEAR COTULLA. HAIL WAS MEASURED AT 1.25 INCHES (CRP)
2254,100,2 S HUNTINGTON,CABELL,WV,38.39,-82.44,SHE REPORTED SOME STONES WERE A LITTLE LARGER THAN QUARTERS BUT NOT QUITE THE SIZE OF A HALF DOLLAR. (RLX)
0033,250,10 E UNITED SOUTH HIGH,WEBB,TX,27.49,-99.29,VIDEO OF TENNIS BALL SIZE HAIL NEAR LAREDO RANCHETTES. LARGE TREE LIMBS ALSO BROKEN (CRP)
0109,100,EL CENIZO,WEBB,TX,27.34,-99.5,PUBLIC REPORT VIA SOCIAL MEDIA (CRP)
