Time,F_Scale,Location,County,State,Lat,Lon,Comments
2305,UNK,EUGENE,LANE,OR,44.05,-123.11,AT 405 PM A SMALL TORNADO OF UNKNOWN INTENSITY BRIEFLY TOUCHED DOWN ON THE CAMPUS OF LANE COUNTY COMMUNITY COLLEGE. A LANE COUNTY COMMUNITY COLLEGE OFFICIAL WITNESSED A (PQR)
Time,Speed,Location,County,State,Lat,Lon,Comments
1200,UNK,CORPUS CHRISTI,NUECES,TX,27.75,-97.42,GAS STATION ISLAND COVER TOPPLED. (CRP)
1200,58,6 SSW PORTLAND,GMZ230,TX,27.8,-97.35,AT THE CC BAY TCOON PLATFORM. (CRP)
1210,59,INGLESIDE,SAN PATRICIO,TX,27.87,-97.2,MEASURED AT THE INGLESIDE/KTFP AWOS. (CRP)
1229,62,6 SE CORPUS CHRISTI,NUECES,TX,27.64,-97.24,MEASURED AT THE PACKERY CHANNEL TCON SITE. (CRP)
1430,UNK,LAKE JACKSON,BRAZORIA,TX,29.04,-95.45,A NUMBER OF TREES DOWN BLOCKING STREETS. (HGX)
1520,58,1 ESE SAN LEON,GALVESTON,TX,29.48,-94.92,WIND GUST MEASURED AT EAGLE POINT PORTS (HGX)
1600,UNK,2 SE HOUMA,TERREBONNE,LA,29.56,-90.68,EMERGENCY MANAGER REPORTED A TREE DOWN ON A HOUSE AND POWERLINES DOWNED DUE TO STRONG WINDS ON THE SOUTHEAST SIDE OF HOUMA. (LIX)
2326,UNK,1 NNE WISE,WARREN,NC,36.49,-78.17,2 FOOT DIAMETER TALL OAK TREE UPROOTED AND BLOWN ACROSS THE ROAD...NEAR THE INTERSECTION OF US-1 AND WISE-FIVE FORKS ROAD. (RAH)
2330,UNK,2 NW ELM CITY,WILSON,NC,35.84,-77.89,ONE OUT-BUILDING BLOWN DOWN AND ANOTHER NEARBY OUT-BUILDING MOVED OFF ITS FOUNDATION. A PORTION OF AN ADJACENT FENCE WAS BLOWN DOWN... AND MINOR SHINGLE DAMAGE OCCURRED T (RA
0055,UNK,2 NE LAKESIDE,CLAY,FL,30.15,-81.75,MEDIA RELAYED THE SHERIFFS OFFICE REPORT OF A LARGE TREE DOWNED ON A POWER POLE NEAR THE INTERSECTION OF MOODY AVE AND SUZANNE AVE. (JAX)
0100,UNK,2 SW DUBOIS,DODGE,GA,32.28,-83.29,NWS WEATHER SPOTTER REPORTED A BARN COLLAPSE NEAR THE INTERSECTION OF FRIENDSHIP UMC ROAD AND HARDY ROAD IN NORTHERN DODGE COUNTY. RADAR ESTIMATED WIND SPEEDS FOR THE L (FFC)
0200,UNK,KITE,JOHNSON,GA,32.69,-82.51,EMERGENCY MANAGER REPORTED 3 LARGE TREES DOWN IN THE EASTERN PORTIONS OF THE COUNTY. RADAR ESTIMATED WIND SPEEDS AROUND 35 KNOTS. (FFC)
Time,Size,Location,County,State,Lat,Lon,Comments
