Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1218,UNK,1 SW COLEY TOWN,FAIRFIELD,CT,41.17,-73.36,TREES AND WIRES WERE REPORTED DOWN BLOCKING THE ROADWAY AT 6 BONNIE BROOK LANE. (OKX)
2005,UNK,DE QUEEN,SEVIER,AR,34.04,-94.34,6-7 TREES DOWN... POWER OUT WEST SIDE OF TOWN (SHV)
2045,72,4 WNW BESSIE,WASHITA,OK,35.41,-99.05,(OUN)
2055,UNK,PLAIN DEALING,BOSSIER,LA,32.91,-93.7,NUMEROUS TREES AND POWER LINES DOWN IN PLAIN DEALING. (SHV)
2055,58,10 ENE WILLOW,KIOWA,OK,35.11,-99.35,(OUN)
2102,UNK,3 E BURNS FLAT,WASHITA,OK,35.36,-99.12,POWER POLES DOWN. TWO AND ONE HALF FOOT DIAMETER TREE BLOWN OWER. (OUN)
2105,UNK,5 NNE CAMP HOLLY FISH C,BREVARD,FL,28.15,-80.72,NWS EMPLOYEE REPORTED 2 FENCE SEGMENTS BLOWN OVER IN HER YARD. TIME ESTIMATED BY RADAR. (MLB)
2113,UNK,3 SE WINNSBORO,FRANKLIN,LA,32.13,-91.68,A COUPLE TREES WERE BLOWN DOWN ON HWY 4 AND ON RISER RD...DAMAGE WAS S TO SE OF WINNSBORO. (JAN)
2113,UNK,HAWORTH,MCCURTAIN,OK,33.84,-94.65,LARGE TREES DOWN IN HAWORTH... EST WIND GUST 83 MPH (SHV)
2115,63,4 WNW BESSIE,WASHITA,OK,35.41,-99.05,(OUN)
2145,UNK,FORT WORTH,TARRANT,TX,32.75,-97.34,MULTIPLE TREES SNAPPED AT TRINITY PARK IN FORT WORTH. TIME ESTIMATED FROM RADAR -- DELAYED REPORT (FWD)
2225,UNK,MALVERN,HOT SPRING,AR,34.37,-92.82,POWER POLES,ELECTRICAL LINES AND TREES DOWN DUE TO STRONG THUNDERSTORM WINDS. (LZK)
2227,60,GOTEBO,KIOWA,OK,35.07,-98.87,ESTIMATED AT 54 TRUCKSTOP (OUN)
2230,UNK,5 NNW ORANGE PARK,DUVAL,FL,30.24,-81.72,A STORM SPOTTER AND THE 911 CENTER REPORTED TREES AND WIRES DOWN AROUND THE 5500 BLOCK OF 118TH STREET. TIME ESTIMATED BY RADAR. (JAX)
2230,UNK,HUGHES SPRINGS,CASS,TX,33,-94.63,TREES DOWN AND POWER OUT (SHV)
2230,UNK,2 NNW NASHVILLE,HOWARD,AR,33.97,-93.86,TREE DOWN 2 NORTH OF NASHVILLE (SHV)
2250,UNK,LINDEN,CASS,TX,33.01,-94.36,TREES DOWN AND POWER OUT ALL OVER THE AREA (SHV)
2300,UNK,3 S WELTY,OKFUSKEE,OK,35.58,-96.4,STRONG THUNDERSTORM WIND DAMAGED TWO BARNS AND SNAPPED LARGE TREE LIMBS. (TSA)
2300,60,7 NE SKAAR,MCKENZIE,ND,47.44,-103.94,(BIS)
2302,67,1 ENE BEACH,GOLDEN VALLEY,ND,46.92,-103.98,(BIS)
2315,UNK,JEFFERSON,MARION,TX,32.76,-94.35,NUMEROUS TREES DOWN AND POWER LINES DOWN... POWER OUT (SHV)
2320,62,1 W SUNDANCE,UTAH,UT,40.37,-111.59,ARROWHEAD SUMMIT...SND (SLC)
2325,UNK,5 SSE ELKTON,GILES,TN,35,-86.86,POWER LINES DOWN ACROSS ARDMORE RIDGE ROAD IN ARDMORE WITH POWER OUT IN TOWN. REPORT VIA WHNT-TV TWITTER. (OHX)
2330,UNK,3 S MONEY,LEFLORE,MS,33.61,-90.21,A TREE AND A POWER LINE DOWN ALONG MONEY RD. (JAN)
2345,UNK,ELKMONT,LIMESTONE,AL,34.93,-86.98,4 INCH DIAMETER TREE BRANCH FELL ON VEHICLE CAUSING MINOR DAMAGE. (HUN)
0000,UNK,2 S WASKOM,HARRISON,TX,32.45,-94.06,TREE DOWN 2 MILES SOUTH OF I20 ON FARM ROAD 9... NUMEROUS LIMBS DOWN (SHV)
0033,80,8 NE NEW HRADEC,DUNN,ND,47.08,-102.76,WINDS BEGAN WITH GUST FRONT AHEAD OF RAINFALL AND CONTINUED UNTIL HEAVY RAIN ENDED. MEASURED SUSTAINED 75 MPH GUSTS TO 80 MPH. (BIS)
0035,UNK,6 WSW SPARKS,LINCOLN,OK,35.58,-96.92,TREE BLOCKING ROAD ON HWY 18B AT 4W OF INTERSECTION OF 18 AND 18B. (OUN)
0037,UNK,FARMERVILLE,UNION,LA,32.77,-92.4,POWER LINES DOWN... POWER OUT (SHV)
0040,UNK,JONESBORO,JACKSON,LA,32.24,-92.71,TREE DOWN AND POWER OUT IN AREA (SHV)
0040,UNK,LELAND,WASHINGTON,MS,33.4,-90.9,TREE AND A POWER LINE DOWN. TREE WAS ON FIRE. (JAN)
0050,UNK,VIENNA,LINCOLN,LA,32.61,-92.65,TREES DOWN ON ALL MAJOR ROADS PARISH WIDE (SHV)
0102,60,5 NW MARSHALL,DUNN,ND,47.19,-102.41,ALSO HAD ABOUT 3 MINUTES OF PEA HAIL. (BIS)
0115,UNK,HOMER,CLAIBORNE,LA,32.79,-93.06,TREES DOWN IN HOMER AND E OF HOMER ON HWY 519 (SHV)
0128,64,6 W ROCHFORD,PENNINGTON,SD,44.12,-103.84,TIME ESTIMATED (UNR)
0130,UNK,GIBSLAND,BIENVILLE,LA,32.54,-93.05,TREES DOWN ALL OVER NORTHERN HALF OF PARISH (SHV)
0150,UNK,MINDEN,WEBSTER,LA,32.62,-93.28,TREES DOWN PARISH WIDE (SHV)
0210,UNK,HAUGHTON,BOSSIER,LA,32.53,-93.51,TREES AND POWER LINES DOWN ALL OVER PARISH (SHV)
0219,UNK,3 NW CENTREVILLE,FAIRFAX,VA,38.88,-77.47,TREE DOWN BLOCKING BOTH LANES NEAR INTERSECTION OF BRADDOCK RD AND PLEASANT VALLEY RD (LWX)
0230,UNK,SHREVEPORT,CADDO,LA,32.47,-93.8,TREES DOWN SOUTH SHREVEPORT NEAR DIXIE GARDEN... LSUS... YOUREE DRIVE... SOUTHERN TRACE (SHV)
0254,UNK,HAMBURG,ASHLEY,AR,33.23,-91.8,MULTIPLE TREES DOWN ON POWER LINES ALL AROUND HAMBURG. SEVERAL TREES ALSO FELL ON HOMES IN THE AREA. (JAN)
0255,UNK,MANSFIELD,DE SOTO,LA,32.03,-93.7,TREES DOWN FROM KEACHIE TO FRIERSON (SHV)
0930,UNK,11 E CHUGWATER,GOSHEN,WY,41.76,-104.61,FARMERS NOTICED AFTER VERY HEAVY RAIN NOTICE 16 REA POLES WERE SNAPPED. (CYS)
Time,Size,Location,County,State,Lat,Lon,Comments
1915,150,LINDALE,SMITH,TX,32.51,-95.41,(SHV)
2250,100,13 ESE SAVAGE,WIBAUX,MT,47.37,-104.09,ALSO REPORTED 0.27 OF RAIN (GGW)
2355,100,2 E CHATHAM,JACKSON,LA,32.31,-92.42,HAIL 2 EAST OF CHATHAM (SHV)
0025,100,4 WSW SPARKS,LINCOLN,OK,35.59,-96.88,(OUN)
0035,100,9 W HIRSCHVILLE,DUNN,ND,47.09,-102.75,LATE REPORT. HAIL LASTED SEVEN MINUTES. (BIS)
0035,175,7 NW RAY,WILLIAMS,ND,48.41,-103.27,(BIS)
0100,100,2 S WINTERVILLE,WASHINGTON,MS,33.47,-91.06,OCCURRED ON CAROL ST. (JAN)
0205,100,5 WSW MORGANTON,BURKE,NC,35.71,-81.78,OBSERVED ALONG CAUSBY ROAD IN GLEN ALPINE (GSP)
