Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1715,UNK,2 SSW PALM VALLEY,ST. JOHNS,FL,30.18,-81.4,THE 911 CALL CENTER RECEIVED A REPORT OF TELEPHONE LINES BLOWN DOWN AT CANAL ROAD AND ROSCO BLVD. THE TIME GIVEN WAS BASED ON RADAR. (JAX)
1750,UNK,1 N VALDOSTA,LOWNDES,GA,30.87,-83.28,TREES DOWN ON HOUSES. (TAE)
1808,UNK,FOLKSTON,CHARLTON,GA,30.84,-82.01,THE SHERIFFS OFFICE REPORTED TREES AND POWERLINES DOWN IN FOLKSTON. THE TIME GIVEN WAS BASED ON RADAR. (JAX)
1915,UNK,1 E LURAVILLE,SUWANNEE,FL,30.12,-83.15,PUBLIC REPORTS A LARGE TREE DOWNED NEAR 180TH STREET IN LURAVILLE. TIME OF DAMAGE BASED ON RADAR DATA. (JAX)
1925,UNK,1 WSW VALDOSTA,LOWNDES,GA,30.85,-83.29,TREES AND POWERLINES DOWN SOUTH OF VSU CAMPUS. (TAE)
1941,UNK,1 WSW VALDOSTA,LOWNDES,GA,30.85,-83.29,TREES AND POWERLINES DOWN SOUTH OF VSU CAMPUS. (TAE)
1956,UNK,1 SW VALDOSTA,LOWNDES,GA,30.84,-83.29,TREES DOWN AND CAR ACCIDENTS. (TAE)
2029,UNK,4 NE VALDOSTA,LOWNDES,GA,30.89,-83.23,TREES AND POWER LINES DOWN. (TAE)
Time,Size,Location,County,State,Lat,Lon,Comments
0651,100,3 WNW SPRINGFIELD,GREENE,MO,37.21,-93.34,(SGF)
