Time,F_Scale,Location,County,State,Lat,Lon,Comments
2242,UNK,PERRY,TAYLOR,FL,30.12,-83.58,PERRY POLICE REPORTED BRIEF TORNADO TOUCHDOWN NEAR STATION. NO DAMAGE. (TAE)
Time,Speed,Location,County,State,Lat,Lon,Comments
1205,UNK,4 W PUCKETT,RANKIN,MS,32.08,-89.85,REPORTS OF A TREE DOWN AT ROSE HILL ROAD AND COUNTY LINE ROAD. (JAN)
1207,UNK,6 W NOXAPATER,WINSTON,MS,32.99,-89.17,A FEW TREES DOWN ALONG LIBERTY RD. (JAN)
1210,UNK,FOREST,SCOTT,MS,32.36,-89.47,REPORTS OF A TREE DOWN ON BANKS STREET IN FOREST. (JAN)
1215,UNK,SUMRALL,LAMAR,MS,31.42,-89.55,TREES DOWN. (JAN)
1217,UNK,STARKVILLE,OKTIBBEHA,MS,33.46,-88.82,SEVERAL TREES AND SOME POWER LINES DOWN...SCATTERED ACROSS THE COUNTY...DMG OCCURRED FROM 6 TO 630 AM. (JAN)
1225,UNK,MONTICELLO,LAWRENCE,MS,31.55,-90.11,TREES DOWN ALONG RABBIT RD EAST OF MONTICELLO. POWER IS OUT IN A FEW AREAS ALONG HIGHWAY 84 BETWEEN MONTICELLO AND SILVER CREEK (JAN)
1227,UNK,WEST POINT,CLAY,MS,33.61,-88.64,REPORTS OF TREES DOWN IN CLAY COUNTY NEAR WEST POINT. REPORT RELAYED VIA SOCIAL MEDIA. (JAN)
1235,UNK,GONZALES,ASCENSION,LA,30.22,-90.92,SECTION OF METAL ROOF ON SCHOOL PEELED BACK. LOCATION WAS NEAR INTERSECTION OF HIGHWAY LA 30 AND 431. (LIX)
1235,UNK,MERIDIAN,LAUDERDALE,MS,32.38,-88.71,POWERLINES DOWN (JAN)
1235,UNK,6 ESE PHILADELPHIA,NESHOBA,MS,32.74,-89.01,TREES DOWN ACROSS THE COUNTY INCLUDING ONE LARGE TREE DOWN ALONG HWY 486...AND A TREE WAS ON A POWER LINE ALONG RD 171 (JAN)
1235,UNK,4 NW BURNSIDE,NESHOBA,MS,32.89,-89.15,POWER OUTAGES IN THE ARLINGTON COMMUNITY DUE TO A FALLEN TREE ON A POWER LINE. TREES DOWN PRETTY MUCH COUNTY WIDE AS WELL. (JAN)
1240,UNK,RALEIGH,SMITH,MS,32.03,-89.52,REPORTS OF NUMEROUS TREES DOWN COUNTYWIDE. (JAN)
