Time,F-Scale,Location,County,State,Lat,Lon,Comments
2037,UNK,8 SSW SPRINGFIELD,BACA,CO,37.3,-102.67,BRIEF LANDSPOUT TOUCHED DOWN IN OPEN FIELD FOR LESS THAN 1 MINUTE. (PUB)
2203,UNK,14 NE TWO BUTTES,PROWERS,CO,37.7,-102.21,(PUB)
0018,UNK,4 SSW BEELER,NESS,KS,38.37,-100.23,(DDC)
Time,Speed,Location,County,State,Lat,Lon,Comments
1720,UNK,HAVANA,GADSDEN,FL,30.62,-84.42,4 TREES FELLED BY DOWNBURST IN HAVANA. (TAE)
1800,UNK,5 E PUTNEY,DOUGHERTY,GA,31.48,-84.02,2 TREES FELLLED BY DOWNBURST. (TAE)
1805,UNK,3 SE HOKES BLUFF,ETOWAH,AL,33.96,-85.82,ONE TREE DOWN ACROSS FORDS VALLEY ROAD NEAR HOKES BLUFF. TIME ESTIMATED FROM RADAR. (BMX)
1838,62,2 N ALTAMONTE SPRINGS,SEMINOLE,FL,28.69,-81.4,STORM CHASER WITH DAVIS/VANTAGE PRO (MLB)
1840,UNK,2 ENE APOPKA,ORANGE,FL,28.69,-81.48,A LARGE TREE FELL ON A HOUSE ON CHEETAH TRAIL IN APOPKA. TIME ESTIMATED FROM RADAR. (MLB)
1840,UNK,3 NNE ALTAMONTE SPRINGS,SEMINOLE,FL,28.71,-81.37,A LARGE TREE WAS KNOCKED DOWN ON STONEY RIDGE DRIVE IN LONGWOOD. TIME ESTIMATED FROM RADAR. (MLB)
1900,UNK,ALTAMONTE SPRINGS,SEMINOLE,FL,28.66,-81.4,1/4 MILE S OF CITY HALL. BALCONY ON APARTMENT COMPLEX DAMAGED BY TREES. OTHER TREES DOWN. (MLB)
1908,UNK,FUNSTON,COLQUITT,GA,31.2,-83.87,2 TREES FELLED BY DOWNBURST. (TAE)
1910,UNK,4 W AZALEA PARK,ORANGE,FL,28.54,-81.36,2 TREES WERE REPORTED DOWN ON A HOUSE AND CAR ON EAST WASHINGTON STREET IN ORLANDO. TIME ESTIMATED FROM RADAR. (MLB)
1926,62,BELLE CHASSE,PLAQUEMINES,LA,29.85,-90,KNBG PKWND 18054/1926. (LIX)
1927,UNK,MARRERO,JEFFERSON,LA,29.89,-90.11,NEWSPAPER REPORTS DOWNED TREES AND POWER LINES IN MARRERO AND HARVEY DUE TO THUNDERSTORM WINDS (LIX)
1929,UNK,ADOLPH,ST. LOUIS,MN,46.78,-92.28,POWER LINES DOWN NEAR INTERSECTION OF MIDWAY RD AND US HIGHWAY 2. (DLH)
1945,UNK,5 ENE ICHETUCKNEE SPRIN,COLUMBIA,FL,29.98,-82.7,THE PUBLIC REPORTED SMALL TREE LIMBS DOWN IN THE FORT WHITE AREA. THE LIMBS WERE LESS THAN 2 INCHES IN DIAMETER. (JAX)
1955,UNK,3 SE MADISONVILLE,MONROE,TN,35.49,-84.32,UTILITY COMPANY REPORTED A TREE DOWN ON POWER LINES ON NORTHFORK ROAD. (MRX)
2000,UNK,1 SE COLUMBIA,HOUSTON,AL,31.28,-85.1,TREES DOWN ON RIVER ROAD IN COLUMBIA. REPORTED BY DOTHAN EAGLE. (TAE)
2015,UNK,2 W TWIG,ST. LOUIS,MN,46.89,-92.41,40 FOOT MAPLE SNAPPED. (DLH)
2033,UNK,3 NNW TALLADEGA SUPERSP,TALLADEGA,AL,33.6,-86.09,ONE TREE REPORTED DOWN ON WATER TANK LANE. (BMX)
2045,UNK,12 NE HEMPHILL,SABINE,TX,31.46,-93.71,REPORT OF WIND DAMAGE AT HOLLY PARK OFF TOLEDO BEND LAKE. (SHV)
2047,UNK,WEBB,HOUSTON,AL,31.26,-85.27,TREES AND POWER LINES BLOWN DOWN IN NORTHERN HOUSTON COUNTY. (TAE)
2100,UNK,10 N HEMPHILL,SABINE,TX,31.49,-93.85,TREES DOWN ALONG HIGHWAY 21 NEAR GENEVA. (SHV)
2103,UNK,NORTHFIELD,RICE,MN,44.45,-93.17,10 TO 12 INCH TREES DOWN AT 9TH AND WATER STREET (MPX)
2105,UNK,DOTHAN,HOUSTON,AL,31.22,-85.39,DISPATCH IN HOUSTON COUNTY REPORTS MULTIPLE CALLS RELATED TO TREE DAMAGE...DOWNED POWER LINES...AND POWER OUTAGES IN THE NORTHERN PART OF HOUSTON COUNTY AND IN THE DOTH (TAE)
2105,UNK,PINCKARD,DALE,AL,31.31,-85.55,ONE TREE BLOWN DOWN IN THE PINCKARD AREA. (TAE)
