Time,F_Scale,Location,County,State,Lat,Lon,Comments
1440,UNK,ANNONA,RED RIVER,TX,33.58,-94.91,TORNADO REPORTED HWY 82 AT CR 3210 REPORTED IN ANNONA (SHV)
2147,UNK,3 N LYMAN,HARRISON,MS,30.55,-89.13,DAMAGE TO A HOME AT 18025 OLD HIGHWAY 49. TIME ESTIMATED FROM RADAR. (LIX)
0100,UNK,BILOXI,HARRISON,MS,30.42,-88.93,A SMALL TORNADO PRODULCED ISOLATED DAMAGE IN BILOXI. THE WINDSHIELD OF A TRUCK WAS SHATTERED. NUMEROUS SHINGLES WERE STRIPPED OF A RESIDENCE ROOF. LAWN FURNITURE WAS BL (LIX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1345,UNK,PARIS,LAMAR,TX,33.65,-95.53,ROOF DAMAGE IN PARIS AT THE INTERSECTION OF LOOP 286 AND HWY 19/24 (FWD)
1410,UNK,1 S DETROIT,RED RIVER,TX,33.64,-95.27,TREES DOWN ALONG FM 410. (SHV)
1425,UNK,CLARKSVILLE,RED RIVER,TX,33.61,-95.06,WIND DAMAGE REPORTED IN DOWNTOWN CLARKSVILLE THROUGH TOWN (SHV)
1442,UNK,3 E CLARKSVILLE,RED RIVER,TX,33.61,-95.01,TREES DOWN ALONG US 82. REPORTS SHERIFF SCANNER TRAFFIC OF TORNADO ON THE GROUND. (SHV)
1450,UNK,2 N DE KALB,BOWIE,TX,33.54,-94.62,TREES DOWN REPORTED ON FM 2735 (SHV)
1508,UNK,CLARKSVILLE,RED RIVER,TX,33.61,-95.06,ROOF DAMAGE TO SEVERAL BUSINESSES AND JAIL (SHV)
1634,UNK,4 SW TALLAHASSEE,LEON,FL,30.39,-84.32,POWERLINES DOWN AT CAPITAL CIRCLE SW AND SPRINGHILL (TAE)
1705,UNK,4 E PURVIS,FORREST,MS,31.14,-89.34,TREES AND POWER LINES DOWN ACROSS BEAVER LAKE RD (JAN)
1720,UNK,2 SW MCLAURIN,FORREST,MS,31.15,-89.24,TREES DOWN ACROSS HWY 49...BOTH LANES ARE BLOCKED. (JAN)
1845,UNK,LUCEDALE,GEORGE,MS,30.92,-88.59,TREES DOWN ON HENRY EUBANKS ROAD AND HIGHWAY 63 NORTH. POWER LINE DOWN ON JESSIE SMITH ROAD. TIME ESTIMATED FROM RADAR. (MOB)
1856,UNK,GILL,FRANKLIN,MA,42.65,-72.5,TREE DOWN ON WIRES ON BEN HALE ROAD (BOX)
1911,UNK,WARWICK,FRANKLIN,MA,42.68,-72.33,TREE DOWN ON ROUTE 78 NEAR ROBBINS ROAD. (BOX)
1913,UNK,5 E EARLVILLE,MOBILE,AL,30.99,-88.33,TREE DOWN ON BOOTHTOWN ROAD NEAR LOTT ROAD. TIME ESTIMATED FROM RADAR. (MOB)
1955,UNK,SHIRLEY,MIDDLESEX,MA,42.54,-71.65,1-FOOT DIAMETER TREE DOWN. (BOX)
1958,UNK,NORTH CHELMSFORD,MIDDLESEX,MA,42.64,-71.38,TREE DOWN ACROSS OLD WESTFORD RD. (BOX)
2000,UNK,VIDALIA,CONCORDIA,LA,31.57,-91.44,THERE WAS SOME DAMAGE TO A COURT HOUSE AS WELL AS SOME STRUCTURES IN THE NORTHERN PART OF TOWN BEHIND THE COURTHOUSE. OVER 200 RESIDENTS WERE WITHOUT POWER. TREES WERE (JAN)
2000,UNK,4 W FERRIDAY,CONCORDIA,LA,31.63,-91.62,TREES WERE BLOWN DOWN ALONG HIGHWAY 84. (JAN)
2000,UNK,2 N MOUND,MADISON,LA,32.36,-91.03,TREES DOWN ON HIGHWAY 602 EAST OF TALLULAH. (JAN)
2000,UNK,LOWER POTTSGROVE TWP,MONTGOMERY,PA,40.26,-75.59,WIRES DOWN (PHI)
2005,UNK,MABSON,DALE,AL,31.47,-85.56,SEVERAL LARGE PINE TREES SNAPPED AND A POWERLINE DOWN. (TAE)
2005,UNK,4 N HARRISONBURG,CATAHOULA,LA,31.82,-91.82,TREES DOWN ALONG HWY 124 NORTH (JAN)
2008,UNK,4 NNE BROOKHAVEN,LINCOLN,MS,31.64,-90.43,POWERLINE WAS BLOWN DOWN CAUSING POWER OUTAGES IN THE MONTGOMERY COMMUNITY NORTHEAST OF BROOKHAVEN. REPORT RECEIVED VIA ENTERGY OUTAGE MAP. (JAN)
2012,UNK,1 N BERWICK,YORK,ME,43.28,-70.87,RT 9 CLOSED DUE TO DOWN TREES BETWEEN CRANBERRY MEADOW AND GUINEA ROAD (GYX)
2014,61,DELTA,MADISON,LA,32.32,-90.92,A WIND SPEED OF 46 MPH WITH A GUST TO 61 MPH WAS MEASURED AT THE TALLULAH-VICKSBURG ASOS. (JAN)
2016,UNK,GRANBY,HARTFORD,CT,41.95,-72.78,LARGE TREE LIMB DOWN ON HIGLEY ST. (BOX)
2020,UNK,COLFAX,GRANT,LA,31.52,-92.71,NUMEROUS TREES DOWN ON GRAYS CREEK IN COLFIX (SHV)
2020,UNK,WORCESTER,WORCESTER,MA,42.27,-71.81,TREE DOWN ON WIRES ON MILL ST. (BOX)
2022,UNK,VICKSBURG,WARREN,MS,32.33,-90.87,NUMEROUS TREES DOWN AND POWER OUTAGES IN VICKSBURG. (JAN)
2025,UNK,NORTH WALES,MONTGOMERY,PA,40.21,-75.28,PORTION OF ROOF RIPPED OFF SEPTA BUILDING ON SCHOOL STREET (PHI)
2030,UNK,SPOKANE,CONCORDIA,LA,31.7,-91.46,PART OF THE AWNING BLOWN OFF THE DUCKS NEST...DIME SIZED HAIL OCCURRED AS WELL. (JAN)
2047,UNK,2 NE REGANTON,CLAIBORNE,MS,32.16,-90.73,TREE DOWN ON A HOUSE ON 2035 OLD NO. 3RD ON PORT GIBSON ROAD IN HINDS COUNTY. REPORT RELAYED FROM EM AND PICTURES RELAYED VIA SOCIAL MEDIA. (JAN)
2047,UNK,5 SE NEWMAN,HINDS,MS,32.19,-90.63,TREE DOWN ON A HOUSE ON 2035 OLD NO. 3RD ON PORT GIBSON ROAD IN HINDS COUNTY. REPORT RELAYED FROM EM AND PICTURES RELAYED VIA SOCIAL MEDIA. (JAN)
2048,UNK,1 SSW BASSFIELD,JEFFERSON DAVIS,MS,31.48,-89.75,ROOF WAS BLOWN OFF A MOBILE HOME AND BARN OFF BASSFIELD CEMETARY RD. (JAN)
2052,UNK,1 NNE SILVER CREEK,LAWRENCE,MS,31.61,-90,ROOF BLOWN OFF OF MILES LUMBER COMPANY YARD BUILDING. (JAN)
2055,UNK,1 W NATCHEZ,ADAMS,MS,31.55,-91.4,TIN ROOF WAS BLOWN OFF A BOWLING ALLEY ON JOHN R JUNKIN ROAD. (JAN)
2055,UNK,4 WNW NATCHEZ,CONCORDIA,LA,31.57,-91.45,TIN ROOF OFF QUALITY BODY SHOP ON CARTER STREET IN VIDALIA. (JAN)
2117,UNK,5 W SALEM,WALTHALL,MS,31.22,-90.2,DELAYED REPORT OF TREE DAMAGE NEAR DINAN BAPTIST CHURCH /HWY 583 AND DINANA CHURCH ROAD/. TIME ESTIMATED FROM RADAR. (LIX)
2130,UNK,MEADVILLE,FRANKLIN,MS,31.47,-90.89,NUMEROUS TREES DOWN AROUND THE COUNTY AND MANY ARE BLOCKING ROADS. (JAN)
2148,UNK,NATCHEZ,ADAMS,MS,31.55,-91.39,ROOF DAMAGE AT TRACETOWN MALL ON SGT. S PRENTISS DR. IN NATCHEZ (JAN)
2153,UNK,JOHNSTON,PROVIDENCE,RI,41.82,-71.47,TREE DOWN ON WIRES ON SPRING ST. (BOX)
2200,UNK,WARWICK,KENT,RI,41.7,-71.42,TREE AND POWER LINES DOWN ON WATERFRONT DRIVE (BOX)
2222,UNK,JAYESS,LAWRENCE,MS,31.36,-90.21,NUMEROUS TREES AND POWER LINES DOWN. ROOF RIPPED OFF OF A TRAILER. (JAN)
2222,UNK,MOSELLE,JONES,MS,31.5,-89.28,TREES DOWN THROUGHOUT THE COUNTY BUT MOSTLY IN MOSELLE. (JAN)
2240,UNK,COLUMBIA,MARION,MS,31.26,-89.83,A FEW TREES BLOWN DOWN AROUND COLUMBIA AND ON BROAD STREET NEAR COLUMBIA. (JAN)
2246,UNK,4 W PRIDE,EAST BATON ROUGE,LA,30.7,-91.05,TREE ACROSS ROAD AT 12201 PORT HUDSON-PRIDE ROAD IN ZACHARY. TIME ESTIMATED FROM RADAR. (LIX)
2335,UNK,6 WSW MAXIE,FORREST,MS,30.95,-89.3,TREES DOWNED AROUND THE CARNES AREA OF SW FORREST CO (JAN)
2339,UNK,4 N PORT ALLEN,WEST BATON ROUGE,LA,30.51,-91.21,PICTURE OF POWER POLE BLOWN OR BENT OVER. TIME ESTIMATED FROM RADAR. (LIX)
