Time,F-Scale,Location,County,State,Lat,Lon,Comments
0310,UNK,5 S NOONAN,DIVIDE,ND,48.82,-103.01,REPORTED SEEING A SMALL ROPE TORNADO TOUCH DOWN BRIEFLY TO THE NORTHWEST. (BIS)
Time,Speed,Location,County,State,Lat,Lon,Comments
1945,UNK,2 SSW LAKE CHARLES,CALCASIEU,LA,30.19,-93.21,REPORT OF LARGE TREE DOWN ON COMMON STREET. (LCH)
1955,62,E LAKE CHARLES REGIONAL,CALCASIEU,LA,30.12,-93.22,THE LSU AGCENTER MESONET ON GULF HIGHWAY RECORDED A GUST OF 62MPH. (LCH)
2005,UNK,1 ESE MAR-MAC,WAYNE,NC,35.33,-78.04,ONE TREE DOWN ON HIGHWAY 13 SOUTH NEAR DURHAM LAKE ROAD (RAH)
2006,UNK,SEVEN SPRINGS,WAYNE,NC,35.22,-77.85,ONE TREE DOWN NEAR THE 5400 BLOCK OF HIGHWAY 55 (RAH)
2012,UNK,4 NNE KINSTON,LENOIR,NC,35.33,-77.56,TREE DOWN ON TILGHMAN MILL ROAD. (MHX)
2020,UNK,HEBERTS MARINA,CAMERON,LA,29.99,-93.27,WINDS WERE ESTIMATED AT 60 MPH AT HEBERTS MARINA BY AN EMPLOYEE AT CORBELLOS GUIDE SERVICE. SMALL TREES WERE ALSO NOTED DOWN ALONG HEBERTS CAMP ROAD. TIME ESTIMATED BY (LCH)
2030,60,SABINE NATIONAL WILDLIF,CAMERON,LA,29.9,-93.58,THE RAWS STATION AT THE SABINE NWR RECORDED 55 MPH WINDS AT 20 FEET. ADJUSTING TO NORMAL HEIGHT IS 55 TO 60 MPH. (LCH)
2043,UNK,1 W CLIO,MARLBORO,SC,34.58,-79.56,TREE DOWN ACROSS ROADWAY S-381 SOUTHBOUND LANE. REPORTED BY SOUTH CAROLINA HIGHWAY PATROL WEB SITE. (ILM)
2045,UNK,3 NNW SAHUARITA,PIMA,AZ,31.99,-110.97,TREE DOWNED...TIME ESTIMATED FROM RADAR (TWC)
2051,UNK,KINSTON,LENOIR,NC,35.28,-77.59,TREES DOWN ON HWY 70. (MHX)
2052,UNK,4 NW STONEVILLE,ROCKINGHAM,NC,36.5,-79.96,TREE DOWN ON SMITH ROAD (RNK)
2109,60,3 S VANCEBORO,CRAVEN,NC,35.26,-77.16,ESTIMATED WIND GUST OF 60 MPH. (MHX)
2109,UNK,VANCEBORO,CRAVEN,NC,35.3,-77.16,SEVERAL TREES DOWN. (MHX)
2115,UNK,WNW WENTWORTH,ROCKINGHAM,NC,36.4,-79.77,TREE DOWN ON ROUTE 65 (RNK)
2120,UNK,1 ENE SPRING HOPE,NASH,NC,35.95,-78.09,TREE BLOWN DOWN AND POWER LINES BLOWN DOWN NEAR U.S. 64 NEAR SPRING HOPE. TIME ESTIMATED. (RAH)
2125,UNK,5 WNW RAYNHAM,ROBESON,NC,34.61,-79.26,TREES DOWN ON BEAUTY SPOT CHURCH ROAD. (ILM)
2125,UNK,3 SW DEEP RUN,LENOIR,NC,35.1,-77.74,TREE DOWN ACROSS MARK N SMITH ROAD. (MHX)
2130,UNK,3 WNW BLENHEIM,MARLBORO,SC,34.53,-79.7,TREE DOWN ON COXE ROAD. (ILM)
2131,UNK,3 ESE TUCSON,PIMA,AZ,32.23,-110.9,SEVERAL 4 INCH TREE LIMBS DOWN (TWC)
2136,UNK,4 N BARKER TEN MILE,ROBESON,NC,34.74,-78.99,TREES DOWN AT THE INTERSECTION OF HWY 301N AND WELLINGTON STREET. (ILM)
2200,UNK,5 NNE JERICHO,CASWELL,NC,36.36,-79.33,THE CASWELL COUNTY SHERIFFS OFFICE REPORTED FIVE TREES BLOWN DOWN NEAR THE INTERSECTION OF HIGHWAY 62 AND BURTON CHAPEL ROAD. (RNK)
2215,60,4 SSE SARASOTA,SARASOTA,FL,27.28,-82.53,GUSTS OF HIGH WIND BENDING A 30FT BAMBOO TREE TO THE GROUND,AND KNOCKING STUFF OFF PORCH. (TBW)
2220,UNK,7 SSE REIDSVILLE,ROCKINGHAM,NC,36.25,-79.63,TWO TREES BLOWN DOWN NEAR CANDY CREEK ROAD. (RNK)
2222,UNK,LONGSTREET,DE SOTO,LA,32.1,-93.95,TREES WERE BLOWN DOWN IN LONGSTREET. (SHV)
2235,UNK,1 NNE GLEN RAVEN,ALAMANCE,NC,36.14,-79.47,ONE TREE DOWN ON BIRCH BRIDGE ROAD. (RAH)
2245,UNK,2 WNW CARROLLWOOD,HILLSBOROUGH,FL,28.06,-82.52,LARGE TREE LIMB DOWN ON CAR. TIME ESTIMATED BASED ON RADAR. (TBW)
2245,UNK,FRISCO,DENTON,TX,33.15,-96.83,GAS STATION SIGN BLOWN DOWN NEAR ELDORADO AND THE NORTH DALLAS TOLLWAY IN FRISCO (FWD)
2248,60,FRISCO,DENTON,TX,33.15,-96.83,AT LEBANON AND THE TOLLWAY. ALSO PEA HAIL. (FWD)
2255,UNK,1 NE MEBANE,ALAMANCE,NC,36.1,-79.27,ONE TREE BLOWN DOWN ALONG CRAWFORD STREET. TIME ESTIMATED. (RAH)
2300,UNK,12 S CARBONDALE,PITKIN,CO,39.22,-107.21,TREE FELL DOWN DUE TO WIND FROM THUNDERSTORM ACROSS HIGHWAY 133 BLOCKING SEVERAL LANES OF TRAFFIC NEAR AVALANCHE CREEK ROAD. (GJT)
2306,UNK,5 E CANTON,VAN ZANDT,TX,32.55,-95.78,TREES DOWN ON FM 15 N OF HWY 64...ONE TREE WAS ABOUT 3 FEET IN DIAMETER. (FWD)
2309,UNK,3 SSW GIBSONVILLE,GUILFORD,NC,36.07,-79.56,MULTIPLE TREES DOWN NEAR WHITSET (RAH)
2312,UNK,PHALBA,VAN ZANDT,TX,32.42,-95.98,SEVERAL TREES DOWN ON CR2506 AND CR2141 BETWEEN WALLACE AND PHALBA (FWD)
2315,UNK,MOUNT ENTERPRISE,RUSK,TX,31.91,-94.68,TREES DOWN IN MOUNT ENTERPRISE. (SHV)
2315,60,6 ESE TONTO NATIONAL MO,GILA,AZ,33.62,-111,20 INCH DIAM MULBERRY TREE UPROOTED... SHINGLES RIPPED OFF... STORAGE SHED METAL TORN OFF (PSR)
2335,UNK,TENAHA,SHELBY,TX,31.94,-94.24,TREES REPORTED DOWN NEAR TENAHA. (SHV)
2342,UNK,8 SE STONEWALL,DE SOTO,LA,32.18,-93.72,TREES REPORTED DOWN IN THE COMMUNITY OF KINGSTON. (SHV)
2345,UNK,3 NE CLEARWATER,PINELLAS,FL,27.99,-82.73,MULTIPLE LARGE TREE LIMBS DOWN AT RESIDENCE IN CLEARWATER. TIME ESTIMATED BASED ON RADAR. (TBW)
2351,60,2 NE SUNDANCE,CROOK,WY,44.43,-104.35,(UNR)
2355,UNK,TYLER,SMITH,TX,32.33,-95.3,TREE REPORTED DOWN ON A HOUSE IN TYLER. (SHV)
2357,67,2 NW RIVERTON,FREMONT,WY,43.06,-108.44,(RIW)
0000,UNK,3 W CENTER,SHELBY,TX,31.79,-94.23,TREES DOWN ON HIGHWAY 138 OUTSIDE OF CENTER. (SHV)
0000,UNK,2 W APACHE JUNCTION,PINAL,AZ,33.41,-111.58,WIND GUSTS ESTIMATED 40 MPH... SHINGLES RIPPED OFF ROOF (PSR)
0005,UNK,SOUTHERN SHORES,DARE,NC,36.12,-75.73,LARGE BRANCHES AND TREE LIMBS DOWN. (MHX)
0005,60,OSAGE,WESTON,WY,43.98,-104.42,(UNR)
0008,UNK,5 E CUSHING,NACOGDOCHES,TX,31.81,-94.75,TREES DOWN. (SHV)
0010,UNK,10 S MANSFIELD,DE SOTO,LA,31.89,-93.7,TREES DOWN PARISH WIDE. (SHV)
0011,63,2 SSW FIREBIRD LAKE,MARICOPA,AZ,33.25,-111.98,ZERO VIS IN BLOWING DUST... 63 MPH WIND GUST (PSR)
0020,UNK,FRANKSTON,ANDERSON,TX,32.05,-95.5,TREES DOWN IN THE FRANKSTON AREA. (FWD)
0030,UNK,SAN AUGUSTINE,SAN AUGUSTINE,TX,31.53,-94.11,TREES DOWN ACROSS THE COUNTY. (SHV)
0044,UNK,JACKSONVILLE,CHEROKEE,TX,31.97,-95.26,TREES DOWN ACROSS THE CITY OF JACKSONVILLE. (SHV)
0045,UNK,2 WSW EAST MESA,MARICOPA,AZ,33.41,-111.71,AWNING DAMAGE... WINDOWS BLOWN OUT... CARPORT TAKEN OFF... CACTUS TREES DOWN WITH NO SIZE (PSR)
0055,60,4 E HIGLEY,MARICOPA,AZ,33.31,-111.66,KIWA AWOS REPORTS GUST TO 60 MPH (PSR)
0102,UNK,FRANKSTON,ANDERSON,TX,32.05,-95.5,MANY TREES WERE KNOCKED DOWN IN FRANKSTON. (FWD)
0125,UNK,RUSK,CHEROKEE,TX,31.8,-95.15,TREES AND POWER LINES DOWN IN RUSK AND ACROSS THE COUNTY. (SHV)
0125,UNK,3 E ANTHEM,MARICOPA,AZ,33.85,-112.09,ESTIMATED 50 MPH WINDS... 4 INCH DIAM TREE BRANCH BROKEN OFF TREE... MEASURED 0.35 INCH RAIN IN 20 MINUTES (PSR)
0135,UNK,6 N LUFKIN,ANGELINA,TX,31.42,-94.73,TREES DOWN ON HIGHWAY 59 NORTH OF LUFKIN. (SHV)
0150,UNK,ALTO,CHEROKEE,TX,31.65,-95.07,MULTIPLE TREES DOWN ACROSS THE SOUTHERN END OF THE COUNTY. (SHV)
0201,UNK,5 E KENNARD,HOUSTON,TX,31.36,-95.1,TREES DOWNED NEAR FM 227 (HGX)
0207,UNK,LUFKIN,ANGELINA,TX,31.33,-94.73,TREES AND POWER LINES REPORTED DOWN ACROSS THE ENTIRE COUNTY. (SHV)
0210,UNK,7 E PEORIA,MARICOPA,AZ,33.7,-112.11,TWO TREES 12 INCH DIAMETER BLWON DOWN DUE TO WIND. (PSR)
0215,60,5 SW OGLALA,SHANNON,SD,43.13,-102.8,(UNR)
0216,UNK,5 NE GROVETON,TRINITY,TX,31.11,-95.07,TREE LIMBS DOWN ON HIGHWAY 94 (HGX)
0220,UNK,CROSSROADS,HENDERSON,TX,32.05,-95.97,TREES WERE KNOCKED DOWN IN CROSSROADS. (FWD)
0236,UNK,DIBOLL,ANGELINA,TX,31.19,-94.78,LARGE TREE LIMBS REPORTED DOWN IN DIBOLL. (SHV)
0237,UNK,GROVETON,TRINITY,TX,31.06,-95.13,NUMEROUS TREES DOWN ACROSS TOWN AND POWER OUTAGES. (HGX)
0258,UNK,LEGGETT,POLK,TX,30.82,-94.87,A FEW TREES DOWN IN LEGGETT. (HGX)
0304,63,2 N HI 87 MILE MARKER 7,SHERIDAN,NE,42.94,-102.55,(LBF)
0315,UNK,1 NW POINT BLANK,SAN JACINTO,TX,30.76,-95.23,TREES DOWN NEAR FM980. (HGX)
0318,60,5 E PORCUPINE,SHANNON,SD,43.23,-102.23,(UNR)
0325,UNK,ONALASKA,POLK,TX,30.81,-95.11,TREES DOWN IN ONALASKA (HGX)
0325,UNK,CORRIGAN,POLK,TX,31,-94.82,LOTS OF TREES DOWN IN CORRIGAN. (HGX)
0327,UNK,3 ESE COLDSPRING,SAN JACINTO,TX,30.57,-95.08,TREES DOWN HUFFMAN CREEK AND FM 222 AREA. (HGX)
0342,UNK,9 WSW COLDSPRING,SAN JACINTO,TX,30.54,-95.27,TREES DOWN NEAR 150 AND FM 2693. VEHICLE STRUCK A FALLEN TREE ON FM2693...VERY MINOR INJURIES TO THE DRIVER. (HGX)
0345,UNK,3 SSE SHEPHERD,SAN JACINTO,TX,30.45,-94.98,TREES DOWN ON STRINGTOWN ROAD. (HGX)
0353,UNK,6 NE NEW WAVERLY,WALKER,TX,30.6,-95.41,TREE DOWN ON RANCH ACRES ROAD NEAR INTERSECTION WITH FM 1375. (HGX)
0430,58,6 W PARMELEE,TODD,SD,43.32,-101.14,MAGPIE CREEK RAWS (UNR)
0500,70,9 W NIOBE,BURKE,ND,48.69,-102.4,PENNY SIZE HAIL AND VERY HEAVY RAIN ALSO. (BIS)
0534,63,2 N HI 87 MILE MARKER 7,SHERIDAN,NE,42.94,-102.55,(LBF)
Time,Size,Location,County,State,Lat,Lon,Comments
2010,100,GALENA,LAWRENCE,SD,44.33,-103.65,(UNR)
2112,100,3 SW PEMBROKE,ROBESON,NC,34.65,-79.24,QUARTER SIZE HAIL AT THE INTERSECTION OF HWY 710 AND HWY 74. (ILM)
2135,125,2 E TILFORD,MEADE,SD,44.3,-103.39,(UNR)
2310,100,4 SSW TIMPSON,SHELBY,TX,31.85,-94.42,QUARTER SIZED HAIL WAS REPORTED NEAR TIMPSON. (SHV)
2330,100,9 SW DOWNTOWN SPEARFISH,LAWRENCE,SD,44.4,-103.99,(UNR)
2340,175,13 SE DEADWOOD,LAWRENCE,SD,44.24,-103.54,(UNR)
2350,150,5 WNW SIDNEY,RICHLAND,MT,47.75,-104.25,(GGW)
2351,100,2 NE SUNDANCE,CROOK,WY,44.43,-104.35,MAJORITY HAIL SIZE ABOUT 0.50 INCHES/WIND GUST ESTIMATED AT 60 MPH (UNR)
0000,100,1 E BUCKHORN,WESTON,WY,44.15,-104.08,HAIL COVERED ROAD ABOUT 6 INCHES DEEP,ESTIMATED WIND GUSTS OF 50 MPH (UNR)
0000,100,NEMO,LAWRENCE,SD,44.19,-103.5,(UNR)
0001,100,13 SW CENTER,SHELBY,TX,31.66,-94.33,QUARTER SIZED HAIL REPORTED IN THE COMMUNITY OF GRISBY. (SHV)
0015,125,3 SSW CRANE,RICHLAND,MT,47.53,-104.28,(GGW)
0030,275,9 NNW TRENTON,WILLIAMS,ND,48.19,-103.89,(BIS)
0039,100,6 NE FLATWILLOW,PETROLEUM,MT,46.9,-108.33,(GGW)
0054,100,6 E GORDONTOWN,RANDOLPH,NC,35.75,-80.02,QUARTER SIZE HAIL REPORTED AT VOLUNTEER FIRE DEPARTMENT (RAH)
0100,175,15 W EPPING,WILLIAMS,ND,48.28,-103.68,REPORT RECEIVED FROM SOCIAL MEDIA. (BIS)
0130,100,ALAMO,WILLIAMS,ND,48.58,-103.47,REPORTED HEAVY RAINFALL. (BIS)
0147,100,POYNOR,HENDERSON,TX,32.08,-95.58,QUARTER HAIL NEAR POYNOR (FWD)
0155,100,HENDERSON,RUSK,TX,32.16,-94.8,QUARTER SIZED HAIL IN HENDERSON. (SHV)
