Time,F_Scale,Location,County,State,Lat,Lon,Comments
1305,UNK,BAY CITY,MATAGORDA,TX,28.98,-95.96,DEPARTMENT OF PUBLIC SERVICE REPORTS THE SITING OF A TORNADO. (HGX)
1922,UNK,2 WNW BAYOU VISTA,GALVESTON,TX,29.34,-94.96,A TORNADO TORE A MOBILE HOME PARK APART AND CAUSED A HOME TO GO AIRBORNE ONTO SOME POWERLINES. 1 INJURY... 1 MOBILE HOME IS DESTROYED... AND 1 RV IS DESTROYED. ROOF DAM (HGX)
1950,UNK,2 WNW SAN LEON,GALVESTON,TX,29.5,-94.96,A TORNADO TORE A MOBILE HOME PARK APART AND CAUSED A HOME TO GO AIRBORNE ONTO SOME POWERLINES. (HGX)
2255,UNK,19 SW DOWNTOWN GILLETTE,CAMPBELL,WY,44.1,-105.77,(UNR)
Time,Speed,Location,County,State,Lat,Lon,Comments
2000,UNK,2 SSE APALACHEE REGIONA,LEON,FL,30.4,-84.14,TREES DOWN IN THE RANCH ROAD...LOUVINIA DRIVE AREA (TAE)
2140,58,3 WSW DENVER INTL AIRPO,DENVER,CO,39.84,-104.73,(BOU)
2145,UNK,SATSUMA,PUTNAM,FL,29.55,-81.66,911 CALL CENTER HAD MULTIPLE REPORTS OF TREES AND POWERLINES DOWN IN SATSUMA. (JAX)
2200,UNK,6 NNE DELEON SPRINGS,VOLUSIA,FL,29.2,-81.32,SKYWARN SPOTTER REPORTED POWER LINES AND TREE DOWN NEAR INTERSECTION OF HOUND RUN RD. AND CLIFTON RD. IN DELEON SPRINGS. (MLB)
2208,UNK,4 SSE WINDOM,MCPHERSON,KS,38.33,-97.88,POLE BARN BLOWN DOWN ONE HALF MILE WEST OF 3RD AVENUE AND FRONTIER ROAD (ICT)
2215,UNK,9 SW SANTOS,MARION,FL,29.01,-82.18,TOP OF PINE TREES DOWN DUE TO THUNDERSTORM GUSTS. (JAX)
2220,UNK,6 SE ANDALUSIA,FLAGLER,FL,29.44,-81.4,TRAINED SPOTTER REPORTED SEVERAL MAPLE TREE BRANCHES DOWN ON THE GROUND AND A PVC FRAME WITH TARP WAS COMPLETELY BLOWN DOWN AND THE PVC PIPE WAS SNAPPED IN HALF. (JAX)
2236,65,RIVERTON,FREMONT,WY,43.04,-108.42,MEASURED BY WIND EQUIPMENT AT WFO RIVERTON. (RIW)
2239,60,3 S BOYDEN,SIOUX,IA,43.15,-96,(FSD)
2300,UNK,BARTOW,POLK,FL,27.9,-81.85,IMPERIAL POLK COUNTY DEPARTMENT OF EMERGENCY MANAGEMENT REPORTED NUMEROUS TREES AND POWERLINES DOWN FROM A STORM THAT PASSED THROUGH AROUND 7 PM. TWO HOMES SUSTAINED DA (TBW)
2304,63,10 SW DOWNTOWN GILLETTE,CAMPBELL,WY,44.17,-105.63,(UNR)
2315,UNK,2 W PARKS,ST. MARTIN,LA,30.22,-91.86,REPORT RELAYED THROUGH FACEBOOK OF A TREE DOWN IN PARKS (LCH)
2319,63,10 SW DOWNTOWN GILLETTE,CAMPBELL,WY,44.17,-105.63,(UNR)
2357,60,2 NNW GREYBULL,BIG HORN,WY,44.52,-108.08,BIG HORN COUNTY AIRPORT (RIW)
0005,UNK,2 ESE MONTROSE,WRIGHT,MN,45.06,-93.87,NUMEROUS TREES AROUND SPOTTERS HOUSE WERE SNAPPED OFF ABOUT HALF WAY UP. ONE TREE WAS ON SPOTTERS HOUSE. (MPX)
0032,65,13 W PLEVNA,FALLON,MT,46.39,-104.78,(BYZ)
0055,60,FORT MORGAN AIRPORT,MORGAN,CO,40.33,-103.8,(BOU)
0056,78,9 W DOWNTOWN SPEARFISH,LAWRENCE,SD,44.5,-104.04,(UNR)
0120,60,AKRON,WASHINGTON,CO,40.16,-103.21,(BOU)
0130,60,1 SSW DOWNTOWN BELLE FO,BUTTE,SD,44.65,-103.86,(UNR)
0130,65,6 NNE ALADDIN,CROOK,WY,44.71,-104.15,(UNR)
0135,UNK,NASHVILLE,HOWARD,AR,33.94,-93.85,A FEW TREES WERE BLOWN DOWN ON THE SOUTH SIDE OF NASHVILLE. (SHV)
0135,67,4 E DOWNTOWN SPEARFISH,LAWRENCE,SD,44.48,-103.79,(UNR)
0211,67,25 ESE BUFFALO,JOHNSON,WY,44.2,-106.26,I-25 AND INDIAN CREEK ROAD (RIW)
0300,73,6 NE AROYA,CHEYENNE,CO,38.92,-103.07,(GLD)
0400,UNK,13 W IMPERIAL,CHASE,NE,40.52,-101.89,LARGE TREE DOWNED...TIME ESTIMATED (LBF)
0510,UNK,3 E GORDON,SHERIDAN,NE,42.81,-102.14,NICKEL SIZE HAIL REPORTED WITH ESTIMATED 60 MPH WIND. CROP DAMAGE IN THE AREA. TIME ESTIMATED BY RADAR (LBF)
Time,Size,Location,County,State,Lat,Lon,Comments
1812,100,ADEL,DALLAS,IA,41.61,-94.03,DIME TO QUARTER SIZED HAIL. HEAVY RAIN. (DMX)
2110,100,BOYDEN,SIOUX,IA,43.19,-96,(FSD)
2125,100,4 NW WAHOO,CITRUS,FL,28.72,-82.24,PUBLIC REPORTED QUARTER SIZED HAIL NEAR COUNTY ROAD 48 AND THE WITHLACOOCHEE RIVER. (TBW)
