Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1247,UNK,3 S TOWNSEND,BLOUNT,TN,35.63,-83.75,LAUREL CREEK RD. TEMPORARILY CLOSED FROM THE TOWNSEND WYE TO CADES COVE DUE TO DOWNED TREES (MRX)
1326,UNK,SURGOINSVILLE,HAWKINS,TN,36.47,-82.86,2 TREES DOWN - ONE IN SURGOINSVILLE AND ANOTHER TOWARDS BULLS GAP (MRX)
1510,UNK,1 NNW LUCAMA,WILSON,NC,35.65,-78.01,TREES BLOWN DOWN ALONG LUCAMA ROAD AND DEBRIS IN THE ROADWAY. TIME ESTIMATED. (RAH)
1625,UNK,5 ESE ROLESVILLE,WAKE,NC,35.9,-78.37,SIX LARGE TREES DOWN AT 4300 BLOCK OF ZEBULON ROAD. TIME APPROXIMATED BY RADAR. (RAH)
1822,59,2 SSW TURLINGTON PARK,CITY OF SUFFOLK,VA,36.68,-76.63,REPORT RELAYED THROUGH STORM CHASER AND LOCAL TV STATION (AKQ)
1837,UNK,3 E COWARD,FLORENCE,SC,33.97,-79.69,EMERGENCY MNGR RELAYED PUBLIC REPORT OF TREES DOWN AT OLD GEORGETOWN RD AND FRIENDFIELD RD - TIME ESTIMATED BASED ON RADAR (ILM)
1905,UNK,1 ENE JOHNSONVILLE,FLORENCE,SC,33.82,-79.44,TREE OVER POWER LINES BLOCKING ROADWAY AT POSSUM FORK RD AND NEW HOPE RD - TIME ESTIMATED BASED ON RADAR (ILM)
1907,UNK,BENEFIT,CITY OF CHESAPEAK,VA,36.63,-76.28,NUMEROUS TREES DOWN ON BENEFIT ROAD AND DOUGLAS ROAD (AKQ)
1915,61,WENDOVER,TOOELE,UT,40.74,-114.02,MEASURED AT THE WENDOVER AIRPORT (SLC)
1925,UNK,4 NNW TIMBERLAKE,HARNETT,NC,35.34,-78.98,FENCE BLEW OVER... CANOPY TAKEN OFF WALKWAY... SOME DAMAGE TO A DUGOUT (RAH)
