Time,F_Scale,Location,County,State,Lat,Lon,Comments
1912,UNK,15 ESE SHEPHERD,LIBERTY,TX,30.39,-94.78,TORNADO APPROXIMATELY 1 MILE WEST OF CR 2117 AND SH 146. INITIALLY REPORTED AS WIND DAMAGE. WITNESSES DESCRIBE DAMAGE PATH 400 YDS LONG AND 75 YDS WIDE. DAMAGE PATTERN (HGX)
2000,UNK,4 W SPURGER,TYLER,TX,30.69,-94.25,TORNADO DAMAGE 4 HOMES AND SEVERAL OUT BUILDINGS. ADDITIONAL INFORMATION CAN BE FOUND IN PNSLCH. (LCH)
2030,UNK,4 S JASPER,JASPER,TX,30.86,-94,THE JASPER CO POLICE DEPT REPORTED DAMAGE FROM A POSSIBLE TORNADO NEAR HWY 96 AND CO 301. APPX 2 HOMES DAMAGED... MULTIPLE VEHICLES... AND POWER LINES DAMAGED. NO INJURIES (L
2035,UNK,4 SSW JASPER,JASPER,TX,30.87,-94.02,A NATIONAL WEATHER SERVICE STORM SURVEY HAS CONCLUDED THAT THE TORNADO THAT OCCURRED SOUTH OF JASPER WAS AN EF-1 WITH PEAK WINDS AROUND 105 MPH. THE TORNADO BEGAN NEAR (LCH)
Time,Speed,Location,County,State,Lat,Lon,Comments
1704,UNK,2 SW BANKS,BRADLEY,AR,33.56,-92.29,LARGE TREE LIMBS HAVE BEEN DOWNED. (LZK)
1740,UNK,4 SW BURKE,ANGELINA,TX,31.19,-94.82,LARGE TREE LIMBS DOWN GREATER THAN 2 (SHV)
1756,UNK,2 E LUFKIN,ANGELINA,TX,31.33,-94.69,LARGE TREE LIMBS DOWN GREATER THAN 2 IN HERTY TX (SHV)
1912,UNK,25 N LIBERTY,LIBERTY,TX,30.41,-94.8,THUNDERSTORM WIND DAMAGE AT CR 2117 AND SH 146...ONE QUARTER TO ONE HALF MILE IN LENGTH. DAMAGE TO TREES...POWER LINES...AND ROOF OFF A MOBILE HOME. (HGX)
1915,UNK,HUXLEY,SHELBY,TX,31.76,-93.89,PUBLIC AND SHERIFF OFFICE REPORT A FEW TREES DOWN ACROSS TOWN. (SHV)
Time,Size,Location,County,State,Lat,Lon,Comments
1936,150,2 NW YOKENA,WARREN,MS,32.2,-90.97,(JAN)
1958,100,VICKSBURG,WARREN,MS,32.33,-90.87,ON EAST SIDE OF CITY (JAN)
