Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
0340,UNK,3 S ADVANCE,STODDARD,MO,37.06,-89.91,SHED DAMAGED AND POWER LINES DOWN ON HWY 25. CORRECTED TIME ESTIMATED FROM RADAR. (PAH)
0400,UNK,S ADVANCE,STODDARD,MO,37.1,-89.91,POWER LINES DOWN. METAL BARN LEVELED. DEBRIS SCATTERED APPROXIMATELY 300 YARDS. (PAH)
Time,Size,Location,County,State,Lat,Lon,Comments
2138,100,6 S WARRENSBURG,JOHNSON,MO,38.68,-93.74,(EAX)
0332,100,ARAB,BOLLINGER,MO,37.09,-90.08,(PAH)
0400,100,ORAN,SCOTT,MO,37.08,-89.65,(PAH)
0500,100,2 NE CUNNINGHAM,CARLISLE,KY,36.94,-88.88,DELAYED REPORT. TIME ESTIMATED. HAIL OCCURRED NEAR US 62 BETWEEN CUNNINGHAM AND LOVELACEVILLE. RELAYED VIA FACEBOOK. (PAH)
0500,100,WICKLIFFE,BALLARD,KY,36.97,-89.08,RELAYED THROUGH SOCIAL MEDIA. (PAH)
0516,175,MELBER,GRAVES,KY,36.95,-88.73,GOLF BALL SIZED HAIL MIXED IN WITH MOSTLY NICKEL TO QUARTER SIZED HAIL. (PAH)
0534,100,6 S SYMSONIA,GRAVES,KY,36.82,-88.51,(PAH)
0545,100,BENTON,MARSHALL,KY,36.85,-88.36,(PAH)
