Time,F_Scale,Location,County,State,Lat,Lon,Comments
2105,UNK,7 ENE BOX BUTTE DAM,DAWES,NE,42.5,-102.97,DUST PLUME OBSERVED HALFWAY TO CLOUD BASE. (CYS)
2115,UNK,6 SSE SAND CANYON,BOX BUTTE,NE,42.43,-102.77,(CYS)
2118,UNK,10 SSW HAY SPRINGS,SHERIDAN,NE,42.55,-102.76,TORNADO LIFTED. (LBF)
2145,UNK,2 N WEBSTER,FALLON,MT,46.12,-104.3,BRIEF TOUCHDOWN. NO DAMAGE. (BYZ)
2228,UNK,7 SSE WHITE OWL,MEADE,SD,44.5,-102.37,SMALL EF-1 TORNADO SNAPPED POWER LINES AND LARGE PINE TREES NEAR CORRAL RD (UNR)
2256,UNK,10 NNE ELLSWORTH,SHERIDAN,NE,42.19,-102.21,REPORTS OF A LARGE TORNADO CURRENTLY ON THE GROUND ACROSS SOUTHEASTERN SHERIDAN COUNTY. (LBF)
2320,UNK,9 NNW ASHBY,CHERRY,NE,42.15,-102,MULTIPLE VORTEX TORNADO...SHORTLY BEFORE BECOMING RAIN WRAPPED. (LBF)
0055,UNK,15 SE ARTHUR,ARTHUR,NE,41.42,-101.49,ESTIMATED LOCATION. (LBF)
0108,UNK,15 SW TRYON,MCPHERSON,NE,41.4,-101.15,(LBF)
0228,UNK,2 NW BRADY,LINCOLN,NE,41.04,-100.39,PUBLIC ESTIMATED LOCATION. (LBF)
1145,UNK,3 E HARRISBURG,BOONE,MO,39.14,-92.4,A BRIEF AND WEAK TORNADO WAS VIDEO RECORDED EAST OF HIGHWAY NN. NO DAMAGE WAS REPORTED. INITIAL RATING WILL BE EF0. PATH LENGTH OF 0.4 MILES AND A WIDTH OF 50 YARDS BAS (LSX)
1150,UNK,2 W HALLSVILLE,BOONE,MO,39.12,-92.26,SECTION OF ROOF MISSING FROM RESIDENCE ON HIGHWAY 124 EAST (LSX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1212,UNK,COLES COUNTY AIRPORT,COLES,IL,39.48,-88.28,POWER LINES DOWN NEAR AIRPORT. TIME ESTIMATED. (ILX)
1224,UNK,NEOGA,CUMBERLAND,IL,39.32,-88.45,POWER LINES DOWN. TIME ESTIMATED FROM RADAR. (ILX)
1319,UNK,2 W OBLONG,CRAWFORD,IL,39,-87.95,TREES AND POWER LINES DOWN (ILX)
1331,UNK,1 S ROBINSON,CRAWFORD,IL,38.99,-87.74,TREE DOWN. POWER REPORTED OUT IN ROBINSON...OBLONG..WEST UNION...HUTSONVILLE...ANNAPOLIS. (ILX)
1346,UNK,5 ESE ALTOONA,ETOWAH,AL,34,-86.25,TREE LIMBS GREATER THAN 2 INCHES IN DIAMETER WERE DOWNED. (BMX)
1348,UNK,1 N LAWRENCEVILLE,LAWRENCE,IL,38.74,-87.69,TREES DOWN BLOCKING ROUTE 1 (ILX)
1356,UNK,OTTUMWA,WAPELLO,IA,41.02,-92.42,POWER LINES DOWN IN TOWN. (DMX)
1402,UNK,3 NNE BLOOMFIELD,GREENE,IN,39.07,-86.92,TREE DOWNED. BARN DAMAGE. WIND ESTIMATED ABOVE 60 MPH. (IND)
