Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2206,UNK,NIEDERWALD,HAYS,TX,30.01,-97.74,LARGE TREE BRANCHES DOWN NEAR HWY21 (EWX)
2210,77,4 W SUNSET VALLEY,TRAVIS,TX,30.23,-97.88,(EWX)
2250,60,10 SE DRYDEN,TERRELL,TX,29.95,-102,(MAF)
2347,UNK,CEDAR CREEK,BASTROP,TX,30.08,-97.5,WIND DAMAGE TO SOME STRUCTURES AND AWNINGS (EWX)
Time,Size,Location,County,State,Lat,Lon,Comments
1930,175,22 SSE ALPINE,BREWSTER,TX,30.07,-103.52,STATE HIGHWAY 118. HAIL COVERED ROAD. (MAF)
1950,175,1 S KINGSLAND,LLANO,TX,30.65,-98.45,GOLFBALL SIZE HAIL.. (EWX)
2012,275,4 SSE COTTONWOOD SHORES,BURNET,TX,30.51,-98.29,GOLF TO BASEBALL SIZE HAIL AT INTERSECTION OF HWYS 71 281 (EWX)
2030,175,22 SSE ALPINE,BREWSTER,TX,30.07,-103.52,COVERED THE ROAD. (MAF)
2030,125,22 NNE SANDERSON,TERRELL,TX,30.44,-102.26,PEA SIZE HAIL COVERED THE GROUND BUT QUARTER AND HALF DOLLAR SIZE HAIL ALSO PRESENT BETWEEN 330 AND 400 PM CDT (MAF)
2030,100,1 S KINGSLAND,LLANO,TX,30.66,-98.45,30 MIN DURATION (EWX)
2035,100,5 E SMITHVILLE,BASTROP,TX,30.02,-97.07,35 (EWX)
2050,200,3 SE SMITHVILLE,BASTROP,TX,29.98,-97.12,HEN EGG SIZE HAIL. (EWX)
2100,125,2 E GRANITE SHOALS,BURNET,TX,30.59,-98.35,DELAYED REPORT (EWX)
2115,100,29 E MARATHON,PECOS,TX,30.21,-102.75,PENNY TO QUARTER SIZE HAIL OCCURRED FOR 5 MINUTES. (MAF)
2125,175,11 ESE LOCKHART,CALDWELL,TX,29.84,-97.5,CITY OF MCMAHAM (EWX)
2130,100,TERLINGUA RANCH LODGE,BREWSTER,TX,29.45,-103.4,LASTED 15 MIN. (MAF)
2325,125,1 NW FLATONIA,FAYETTE,TX,29.7,-97.12,QUARTER TO HALF DOLLAR SIZE HAIL (EWX)
0055,175,15 WSW EAGLE LAKE,COLORADO,TX,29.5,-96.56,(HGX)
0205,150,WHARTON,WHARTON,TX,29.32,-96.1,(HGX)
0245,175,NEEDVILLE,FORT BEND,TX,29.4,-95.84,(HGX)
0258,175,4 SSE BOLING-IAGO,WHARTON,TX,29.21,-95.92,GOLF BALL SIZE HAIL REPORTED AT FM1301 AND PLEDGER (HGX)
0345,100,CRYSTAL CITY,ZAVALA,TX,28.69,-99.83,(EWX)
0347,100,2 WNW MANVEL,BRAZORIA,TX,29.49,-95.39,QUARTER SIZE HAIL BETWEEN MANVEL AND FRESNO ON HWY 6. (HGX)
0403,100,BIG WELLS,DIMMIT,TX,28.57,-99.57,(EWX)
0405,125,ASHERTON,DIMMIT,TX,28.45,-99.76,(EWX)
0415,350,HITCHCOCK,GALVESTON,TX,29.32,-95.02,15-20 MINUTES OF BASEBALL TO SOFTBALL SIZE HAIL. EXTREME HAIL DAMAGE TO CENTRAL AND WESTERN PARTS OF THE TOWN. ROOF DAMAGE... CAR DAMAGE... WINDOWS BLOWN OUT. SIGNIFICA (HGX)
0430,100,2 NNE SHAVANO PARK,BEXAR,TX,29.61,-98.54,(EWX)
0433,200,SANTA FE,GALVESTON,TX,29.38,-95.1,GALVESTON CO OEM REPORTED 2 INCH HAIL IN SANTA FE. (HGX)
0500,100,3 WNW WAELDER,GONZALES,TX,29.72,-97.34,(EWX)
