Time,F-Scale,Location,County,State,Lat,Lon,Comments
1930,UNK,5 SW STOCKTON,SAN JOAQUIN,CA,37.92,-121.37,TORNADO BRIEFLY TOUCHED DOWN SOUTHWEST OF STOCKTON ON WEST HOWARD ROAD. DAMAGE REPORTED INCLUDES DESTRUCTION OF A 40 FT OUTBUILDING,ROOF DAMAGE TO OTHER STRUCTURES,AN (STO)
1951,UNK,7 SW HENDERSON,RUSK,TX,32.09,-94.9,TREES AND A FEW POWER LINES DOWN ON CR 468. EF0 TORNADO (SHV)
2000,UNK,4 W FRENCH CAMP,SAN JOAQUIN,CA,37.88,-121.34,PRELIMINARY STORM SURVEY REVEALS AN EF1 TORNADO OCCURED NEAR THE INTERSECTION OF HOWARD ROAD AND SOUTH ROBERTS ROAD,APPROXIMATELY 4 MILES WEST OF FRENCH CAMP AROUND 1P (STO)
2024,UNK,6 NNW MOUNT ENTERPRISE,RUSK,TX,31.98,-94.74,THE EF0 TORNADO FIRST TOUCHED DOWN SOUTH OF FM 1798 ALONG COUNTY ROAD 3146 WHERE A COUPLE TREES WERE SNAPPED AND UPROOTED. THE EF0 TORNADOCONTINUED SOUTHEAST SNAPPING L (SHV)
Time,Speed,Location,County,State,Lat,Lon,Comments
1955,UNK,8 SW HENDERSON,RUSK,TX,32.08,-94.89,NUMEROUS TREES DOWN AND POWER OUTAGES ALONG CR 468 (SHV)
2025,UNK,7 NW MOUNT ENTERPRISE,RUSK,TX,31.98,-94.77,SMALL LIMBS DOWN NEAR MINDEN (SHV)
2032,UNK,HEMET,RIVERSIDE,CA,33.73,-117,RELAYED REPORT FROM THE PUBLIC OF WIND DAMAGE TO A ROOF AT MCSWEENY ELEMENTARY SCHOOL IN HEMET. EXTENT OF DAMAGE IS UNKNOWN. TIME OF THE EVENT IS ESTIMATED BASED ON ANO (SGX)
2115,UNK,2 ESE HEMET,RIVERSIDE,CA,33.72,-116.97,WINDS FROM A THUNDERSTORM RIPPED OFF A 30 FOOT SECTION OF A MOBILE HOME CARPORT AWNING AND DAMAGED PART OF THE ROOF NEAR THE INTERSECTION OF GILBERT AND CHAMBERS STREET (SGX)
2257,70,8 W CROSSROADS,LEA,NM,33.51,-103.48,A TRAINED SPOTTER REPORTED 60-70 MPH WINDS 6-8 MILES WEST OF CROSSROADS. (MAF)
0000,60,BORGER,HUTCHINSON,TX,35.66,-101.4,2 INCH DIAMETER TREE LIMBS ALSO DOWNED. (AMA)
0115,58,2 NNE HAYDEN,ROUTT,CO,40.51,-107.25,(GJT)
0345,82,1 E WESTCLIFFE,CUSTER,CO,38.13,-105.45,MESONET SITE C4105 (PUB)
0430,58,REESE CENTER,LUBBOCK,TX,33.59,-102.03,(LUB)
0545,71,5 SW CALHAN,EL PASO,CO,38.98,-104.36,RELAYED BY NWS BOULDER. (PUB)
Time,Size,Location,County,State,Lat,Lon,Comments
1953,100,1 W HENDERSON,RUSK,TX,32.16,-94.81,QUARTER SIZE HAIL FELL ON FM 13 NEAR THE RUSK COUNTY AIRPORT. (SHV)
2013,100,BALMORHEA,REEVES,TX,30.98,-103.74,(MAF)
