Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2008,UNK,1 N RINGGOLD,CATOOSA,GA,34.93,-85.11,CATOOSA COUNTY 911 REPORTED THAT ONE TREE WAS DOWN ON OOLTEWAH RINGGOLD ROAD. (FFC)
2043,UNK,2 W CHESNEE,SPARTANBURG,SC,35.15,-81.89,TREE BLOCKING FAIRFIELD RD AT WILLINGHAM RD. (GSP)
2115,UNK,3 NNE WEST GREEN,COFFEE,GA,31.65,-82.71,COFFEE COUNTY EMERGENCY MANAGEMENT REPORTED TREES BLOWN DOWN AND WINDOWS BLOWN OUT AT 1163 CEDAR RIDGE DUE TO STRONG THUNDERSTORM WINDS. THE TIME OF THE EVENT WAS ESTIM (JAX)
0930,UNK,3 NNE CLOVIS,FRESNO,CA,36.86,-119.68,NWS STORM SURVEY TEAM INVESTIGATED WIND DAMAGE ON THE NORTH SIDE OF CLOVIS. THE SURVEY INDICATED THAT A SEVERE THUNDERSTORM PRODUCED STRAIGHT LINE WIND DAMAGE AT ABOUT (HNX)
Time,Size,Location,County,State,Lat,Lon,Comments
1745,100,OWENS CROSSROADS,MADISON,AL,34.58,-86.46,(HUN)
1816,150,3 SW TABOR ROAD,ETOWAH,AL,34.17,-85.89,PING PONG BALL SIZED HAIL REPORTED NEAR BLACK CREEK FIRE STATION. (BMX)
1833,100,2 SSW LEESBURG,CHEROKEE,AL,34.15,-85.78,HAIL UP TO ONE INCH WAS OBSERVED AT CEDAR POINT CAMPGROUNDS ALONG THE NORTH SHORE OF WEISS LAKE. (BMX)
1922,175,6 NNW WEDOWEE,RANDOLPH,AL,33.39,-85.51,GOLF BALL SIZED HAIL REPORTED JUST NORTH OF THE LAKESIDE MARINA AT LAKE WEDOWEE ON HIGHWAY 431. (BMX)
1934,100,MENTONE,DEKALB,AL,34.58,-85.59,(HUN)
1955,100,2 NE BOWMAN,ORANGEBURG,SC,33.37,-80.66,ONE INCH HAIL ALONG INTERSTATE I-26 NEAR BOWMAN. (CAE)
2020,100,3 SE ROWESVILLE,ORANGEBURG,SC,33.34,-80.8,QUARTER SIZE HAIL REPORTED BY PUBLIC ON CATTLE CREEK ROAD. (CAE)
2032,175,3 SSW MANASSAS,TATTNALL,GA,32.12,-82.05,HAIL AS LARGE AS GOLF BALLS FALLING FOR 5 MINUTES. GROUND IS COMPLETELY COVERED BY HAIL. (CHS)
2045,100,1 SSE NEESES,ORANGEBURG,SC,33.53,-81.12,QUARTER SIZE HAIL AT NEESES LAWN AND GARDEN CENTER. (CAE)
2046,100,1 NE COBBTOWN,TATTNALL,GA,32.29,-82.13,(CHS)
2054,100,11 NW ALMA,BACON,GA,31.66,-82.61,THE BACON COUNTY 911 CENTER REPORTED HAIL OF UNKNOWN SIZE IN EXTREME NORTHWEST BACON COUNTY. THE TIME AND LOCATION OF THE REPORT WERE BASED ON RADAR IMAGERY. (JAX)
2105,100,SAINT GEORGE,DORCHESTER,SC,33.19,-80.58,(CHS)
2120,100,PADGETTS,COLLETON,SC,33.07,-80.89,(CHS)
2126,175,6 NE NEWINGTON,SCREVEN,GA,32.66,-81.44,HAIL AS LARGE AS GOLF BALLS AND COMPLETELY COVERING A BACKYARD DECK. (CHS)
2147,125,2 N NEW DEAL,LUBBOCK,TX,33.76,-101.84,(LUB)
2152,100,3 SE LEEFIELD,BULLOCH,GA,32.39,-81.57,(CHS)
2210,100,2 NW PRIDGEN,COFFEE,GA,31.72,-82.94,QUARTER TO DIME SIZE HAIL WAS REPORTED. (JAX)
2215,100,6 NE ABERNATHY,HALE,TX,33.9,-101.77,QUARTER SIZE HAIL COVERING THE GROUND. (LUB)
2225,100,MONCKS CORNER,BERKELEY,SC,33.2,-80.01,(CHS)
2246,100,5 SE PETERSBURG,CROSBY,TX,33.82,-101.54,QUARTER SIZE HAIL COVERING THE GROUND. (LUB)
2258,200,5 E PETERSBURG,FLOYD,TX,33.87,-101.51,HEN EGG SIZE HAIL COVERING THE GROUND. (LUB)
2319,125,3 W BRADLEY,ALLEGAN,MI,42.63,-85.7,HAIL IS COVERING THE GROUND. BIGGEST HAILSTONES ARE JUST OVER QUARTER SIZED. (GRR)
2321,100,NAYLOR,LOWNDES,GA,30.91,-83.08,QUARTER SIZE HAIL REPORTED ALONG HWY 84. (TAE)
2338,100,3 SSW WAYLAND,ALLEGAN,MI,42.63,-85.66,NEAR EXIT 61 ON U.S. 131 (GRR)
2344,100,3 ENE ASHTON,BEN HILL,GA,31.72,-83.1,QUARTER SIZE HAIL IN EASTERN BEN HILL COUNTY. STRONG WINDS ALSO REPORTED. (TAE)
0012,100,2 W CASCADE,KENT,MI,42.91,-85.54,QUARTER SIZE HAIL AT THE TARGET PARKING LOT ON 28TH ST NEAR I-96. (GRR)
0224,100,3 S JUMP RIVER,TAYLOR,WI,45.31,-90.8,(ARX)
1140,100,5 S LOVES PARK,WINNEBAGO,IL,42.26,-89.03,(LOT)
