Time,F_Scale,Location,County,State,Lat,Lon,Comments
2312,UNK,4 NW FAIRFIELD,JEFFERSON,AL,33.52,-86.96,TREE REPORTED DOWN. TIME ESTIMATED BY RADAR. UPDATED EVENT TYPE. (BMX)
2343,UNK,3 SSW BESSEMER,JEFFERSON,AL,33.33,-86.98,REPORT OF A HOME LEVELED. TIME ESTIMATED BY RADAR. (BMX)
2348,UNK,5 SE BESSEMER,JEFFERSON,AL,33.32,-86.91,CEDAR TREE DOWN... ESTIMATED 20 TO 30 FOOT DIAMETER. TIME ESTIMATED. (BMX)
0042,UNK,3 NNE STEWARTVILLE,TALLADEGA,AL,33.12,-86.22,TORNADO TOUCHED DOWN ALONG SETTLEMENT ROAD TO THE EAST OF THE OLD ROCK HOUSE. IT MOVED NORTHEAST TO NEAR CHERRY AND HEFLIN LANES THEN TURNED TO THE EAST AND TRACKED PAR (BMX)
0045,UNK,5 NE STEWARTVILLE,CLAY,AL,33.12,-86.17,NWS STORM SURVEY TORNADO END POINT. (BMX)
0230,UNK,2 NE OPELIKA,LEE,AL,32.68,-85.35,TORNADO REPORTED WITH TDS SIGNATURE... EMA REPORTED SEVERAL TREES DOWN (BMX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1950,UNK,2 S WHITLEY CITY,MCCREARY,KY,36.7,-84.48,TREES SNAPPED OR UPROOTED IN COUNTY. (JKL)
2018,UNK,2 S CORBIN,WHITLEY,KY,36.91,-84.11,TREE DOWN ON HIGHWAY 25 AND ON HIGHWAY 90. (JKL)
2025,UNK,1 E LYNN CAMP,LAUREL,KY,36.99,-83.98,LARGE TREE LYING ACROSS HIGHWAY 830 NEAR THE INTERSECTION WITH HIGHWAY 1810. (JKL)
2032,UNK,LONDON,LAUREL,KY,37.13,-84.08,DISPATCH REPORTED DAMAGE ON SASSER SCHOOL ROAD AND HIGHWAY 229. ONE HOME LOST COMPLETE ROOF. OTHER BUILDINGS DAMAGED. SOME INJURIES. (JKL)
2045,UNK,GIRDLER,KNOX,KY,36.94,-83.84,GARAGE DAMAGED NEAR 1304 AND HIGHWAY 11. TIME ESTIMATED OFF OF RADAR. (JKL)
2108,UNK,STINNETT,LESLIE,KY,37.09,-83.4,TREE DOWN ON HIGHWAY 1380. (JKL)
2203,61,13 S PIKEVILLE,PIKE,KY,37.29,-82.51,DORTON MESONET SITE GUSTED TO 61 MPH ALONG A LINE OF THUNDERSTORMS. (JKL)
2225,UNK,1 E LYNN CAMP,LAUREL,KY,36.99,-83.98,LARGE TREE LYING ACROSS HIGHWAY 830 NEAR THE INTERSECTION WITH HIGHWAY 1810. (JKL)
2312,UNK,4 NW FAIRFIELD,JEFFERSON,AL,33.52,-86.96,TREE REPORTED DOWN. TIME ESTIMATED BY RADAR. (BMX)
2345,UNK,4 SSW BESSEMER,JEFFERSON,AL,33.33,-86.98,TREE REPORTED DOWN. (BMX)
2352,UNK,3 NNW ALABASTER,SHELBY,AL,33.29,-86.84,TREES DOWN NEAR HELENA CITY HALL. TIME ESTIMATED BY RADAR. (BMX)
0030,UNK,3 ESE GASTON,WASHINGTON,OR,45.42,-123.08,ROOF BLOWN OFF AN OUTBUILDING AT ANANDA LAURELWOOD RETREAT NEAR GASTON. INITIAL INDICATION IS THAT STRAIGHT-LINE WINDS CAUSED THE DAMAGE. (PQR)
0044,UNK,5 NW GOODWATER,CLAY,AL,33.11,-86.11,MULTIPLE TREES DOWN AND POWER LINES DOWN IN GOODWATER ALONG OLD ROCK ROAD AND HWY 511...POSSIBLE TORNADO (BMX)
0047,UNK,4 NW GOODWATER,COOSA,AL,33.1,-86.11,TREES DOWN BLOCKING ALABAMA HIGHWAY 511 NEAR PARKDALE. TIME ESTIMATED BY RADAR. (BMX)
0130,UNK,NEHALEM,TILLAMOOK,OR,45.72,-123.89,THUNDERSTORMS AND LIGHTNING CAUSED DAMAGE TO FOUR HOMES IN NEHALEM BAY. THE HOMES SUSTAINED SHINGLE DAMAGE FROM LIGHTNING STRIKE.ONE HOME WAS HEAVILY DAMAGED WITH ONE W (PQR)
0204,UNK,HIDDEN SHOALS,NEWTON,GA,33.57,-84,A TREE AND POWER LINES WERE BLOWN DOWN AT THE INTERSECTION OF CHRISTIAN CIRCLE AND CHRISTIAN DRIVE. (FFC)
0318,UNK,FOREST MILL,NEWTON,GA,33.56,-83.94,A TREE WAS DOWNED ON MILLS DRIVE. (FFC)
0529,63,BAKER,BAKER,OR,44.77,-117.83,SQUALL THUNDERSTORM ON COLD FRONT. (BOI)
Time,Size,Location,County,State,Lat,Lon,Comments
2145,100,ROSE HILL,UNION,TN,36.31,-83.76,REPORTED BY DISPATCH (MRX)
2221,100,OLLA,LA SALLE,LA,31.9,-92.24,QUARTER SIZE HAIL ON 127 JUST SOUTH OF OLLA (SHV)
2238,100,3 SW WISNER,FRANKLIN,LA,31.95,-91.69,(JAN)
2347,175,4 WSW BESSEMER,JEFFERSON,AL,33.34,-87.03,GOLF BALL SIZED HAIL REPORTED. (BMX)
