Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1930,58,2 SE ALICE,JIM WELLS,TX,27.74,-98.04,(CRP)
2135,UNK,1 NE ALEXANDRIA,CITY OF ALEXANDRI,VA,38.83,-77.08,TWO TREES DOWN IN THE 2500 BLOCK OF FORDHAM ROAD. (LWX)
2215,UNK,GREENBELT,PRINCE GEORGES,MD,39,-76.89,SEVERAL TREES DOWN IN THE 7800 BLOCK OF LAKECREST DRIVE. (LWX)
2255,UNK,2 E CLARKSVILLE,HOWARD,MD,39.21,-76.91,TREE DOWN IN THE 6400 BLOCK OF SOUTH WIND CIRCLE. (LWX)
2325,UNK,2 WNW GLOUCESTER TWP,CAMDEN,NJ,39.8,-75.06,SEVERAL TREE LIMBS DOWN NEAR BLACKWOOD. TIME ESTIMATED FROM RADAR. (PHI)
0100,UNK,HAVRE,HILL,MT,48.54,-109.68,TREE DAMAGE IN THE HAVRE AREA AS THE STORM MOVED THROUGH AROUND 7 PM. (TFX)
0116,63,7 ENE KREMLIN,HILL,MT,48.6,-109.95,63 MPH WIND GUST AT FRESNO RESERVOIR. (TFX)
0145,59,10 S CHINOOK,BLAINE,MT,48.44,-109.23,59 MPH WIND GUST ALONG WITH BRIEF HEAVY RAIN. RAINFALL OF 0.30 INCHES. (TFX)
0230,UNK,5 SW GARLAND,CUSTER,MT,45.93,-106.08,MICROBURST CAUSED TREES TO BE UPROOTED AND SNAPPED A COUPLE POWER POLES WHICH CAUSED A GRASS FIRE. TIME IS APPROXIMATE. (BYZ)
Time,Size,Location,County,State,Lat,Lon,Comments
