Time,F_Scale,Location,County,State,Lat,Lon,Comments
1920,UNK,1 S ELKTON,ST. JOHNS,FL,29.77,-81.43,POSSIBLE TORNADO. TWO BARNS PARTIALLY COLLAPSED. TREES DOWN. FOUR POLES AND POWER LINES DOWN. 6460 CR305 SOUTH OF SR207. (JAX)
2035,UNK,ROSE HILL,DUPLIN,NC,34.83,-78.03,911 CALL CENTER REPORTED TWO STRUCTURAL DAMAGE IN ROSE HILL. (MHX)
2040,UNK,ROSE HILL,DUPLIN,NC,34.83,-78.03,SPOTTER SAW TORNADO ON THE GROUND IN ROSE HILL. (MHX)
0050,UNK,2 NW HAMILTON,MARTIN,NC,35.96,-77.23,MARTIN COUNTY EMERGENCY MANAGEMENT REPORTED A TORNADO JUST NW OF HAMILTON THAT CAUSED DAMAGE TO A HOUSE AND OUTBUILDING...ALONG WITH SIGNIFICANT TREE DAMAGE. TRACK LENG (MHX)
0325,UNK,1 S PLEASANT PLAINS,HERTFORD,NC,36.34,-76.98,A BRIEF EF-0 TORNADO TOUCHED DOWN NEAR SALUDA ROAD NORTH OF AHOSKIE AND TRACKED ABOUT ONE MILE NORTHWEST TO HALL SIDING ROAD. AT 203 HALL SIDING ROAD A HOUSE HAD ITS CA (AKQ)
0515,UNK,1 NE LYNNWOOD,CITY OF VIRGINIA,VA,36.88,-76.08,A BRIEF EF-0 TORNADO ASSOCIATED WITH A SQUALL FROM HURRICANE ARTHUR BRIEFLY TOUCHED DOWN NEAR LYNNWOOD. NUMEROUS TREES WERE SNAPPED AND UPROOTED ALONG LYNNDALE RD AND K (AKQ)
0540,UNK,WARDS CORNER,CITY OF NORFOLK,VA,36.92,-76.27,A BRIEF EF-0 TORNADO ASSOCIATED WITH HURRICANE ARTHUR BRIEFLY TOUCHED DOWN NEAR THE FOREST LAWN CEMETARY. NUMEROUS TREES WERE SNAPPED AND UPROOTED. THIS WAS THE SAME ST (AKQ)
Time,Speed,Location,County,State,Lat,Lon,Comments
1556,UNK,2 WSW TANOMA,INDIANA,PA,40.69,-79.07,EM REPORTING NUMEROUS LARGE TREES DOWN ON BARR SLOPE ROAD (PBZ)
1620,UNK,MAHAFFEY,CLEARFIELD,PA,40.88,-78.73,TREES DOWN (CTP)
1651,UNK,4 WSW MONTVALE,BOTETOURT,VA,37.35,-79.8,ONE TREE DOWN NEAR THE 1000 BLOCK OF ARCHWAY ROAD (RNK)
1655,UNK,4 N EAGLE ROCK,BOTETOURT,VA,37.69,-79.81,MULTIPLE TREES DOWN ON GALA LOOP ROAD (RNK)
1659,UNK,KELLYTOWN,CLEARFIELD,PA,40.89,-78.46,TREES DOWN (CTP)
1704,UNK,4 ENE SPIVEY'S CORNER,JOHNSTON,NC,35.26,-78.47,ONE TREE DOWN ON HWY 55 NEAR THE SAMPSON AND JOHNSTON COUNTY LINE (RAH)
1704,UNK,1 SE BUENA VISTA CITY,CITY OF BUENA VIS,VA,37.72,-79.35,ONE LARGE TREE FELL ON A HOUSE AND SEVERAL MORE LARGE TREE BRANCHES FELL ALONG MAPLE AVENUE (RNK)
1730,UNK,3 WSW BUENA VISTA CITY,ROCKBRIDGE,VA,37.71,-79.41,LARGE TREE BRANCHES DOWN ON FORGE ROAD. (RNK)
1730,UNK,1 SW INKERMAN,HARDY,WV,39.12,-78.79,A TREE WAS REPORTED DOWN BLOCKING NORTH RIVER ROAD. (LWX)
1735,UNK,4 ESE BUENA VISTA CITY,AMHERST,VA,37.71,-79.31,LARGE TREE LIMBS DOWN SOUTH OF MILE MARKER 49.3 ON THE BLUE RIDGE PARKWAY. (RNK)
1735,UNK,1 E BUENA VISTA CITY,CITY OF BUENA VIS,VA,37.74,-79.34,LARGE TREE BRACHES DOWN ON 24TH STREET. (RNK)
1745,UNK,1 NE GARNER,WAKE,NC,35.71,-78.61,A PINE TREE...APPROXIMATELY 22 INCHES IN DIAMETER...SNAPPED OFF AT HILLTOP AVE AND CIRCLE DRIVE. (RAH)
1750,UNK,1 W DUNDEE,YATES,NY,42.52,-77,SWATH OF UPROOTED TREES (BGM)
1754,UNK,MAURERTOWN,SHENANDOAH,VA,38.93,-78.46,TREE DOWN ON US HIGHWAY 11 IN MAURERTOWN. (LWX)
1755,UNK,MARTINSBURG,BLAIR,PA,40.31,-78.32,TREE LIMBS AND POWERLINES DOWN (CTP)
1757,UNK,WASHINGTON TWP,NORTHAMPTON,PA,40.83,-75.2,TREE DOWN ONTO WIRES ALONG ACKERMANVILLE ROAD IN WASHINGTON TWP. (PHI)
1808,UNK,4 ESE BUENA VISTA CITY,AMHERST,VA,37.71,-79.31,LARGE TREE LIMBS DOWN SOUTH OF MILE MARKER 49.3 ON THE BLUE RIDGE PARKWAY. (RNK)
1808,58,1 WSW STRASBURG,SHENANDOAH,VA,38.98,-78.37,SANDY HOOK ES MESONET (LWX)
1811,UNK,ITHACA,TOMPKINS,NY,42.44,-76.5,TREES AND WIRES DOWN ELLIS HOLLOW RD. (BGM)
1815,UNK,SPRUCE CREEK,HUNTINGDON,PA,40.62,-78.14,TREES DOWN (CTP)
1817,UNK,4 E BIG ISLAND,AMHERST,VA,37.54,-79.29,TREE DOWN ON RT130 (RNK)
1820,UNK,2 SSW CARDOVA,CULPEPER,VA,38.5,-78.05,A TREE WAS REPORTED DOWN ON SPERRYVILLE PIKE AT LANES FARM ROAD. (LWX)
1828,UNK,MILL CREEK,HUNTINGDON,PA,40.44,-77.93,TREES DOWN (CTP)
1830,UNK,2 SE CARY,WAKE,NC,35.76,-78.77,TOP OF AN OAK TREE SNAPPED OFF IN CARY...IN AN AREA OF LIGHT PRECIPITATION BEHIND THE MAIN OUTFLOW (RAH)
1834,UNK,MONTGOMERY,HAMPDEN,MA,42.2,-72.8,TREE DOWN ON RUSSELL ROAD (BOX)
1839,UNK,3 ESE MAX MEADOWS,WYTHE,VA,36.95,-80.89,SEVERAL LARGE BRANCHES WERE BLOWN DOWN. (RNK)
1840,UNK,LOCK HAVEN,CLINTON,PA,41.14,-77.45,TREES DOWN. 2 SEPARATE GUSTS TO 59MPH (CTP)
1856,UNK,2 ENE MILLWOOD,CLARKE,VA,39.08,-78.01,A TREE WAS REPORTED DOWN AT TILTHAMMER MILL ROAD AND CLAY HILL ROAD. (LWX)
1900,UNK,4 SW JENNINGS,HAMILTON,FL,30.56,-83.15,TREES DOWN ON HOUSE ON NW 49TH AVE. ALSO TREES DOWN NEARBY ON CR152 NEAR NW 27TH BLVD. (JAX)
1900,UNK,HOLYOKE,HAMPDEN,MA,42.21,-72.64,TREE ON WIRES ON BASSETT ROAD (BOX)
1902,UNK,3 NE OPAL,FAUQUIER,VA,38.65,-77.77,A TREE WAS REPORTED DOWN ON GREEN ROAD AT CEDRUS DRIVE. (LWX)
1910,UNK,3 NW HASTINGS,PUTNAM,FL,29.75,-81.54,FEDERAL POINT. LARGE PINE TREE BROKE IN HALF NARROWLY MISSING HOME AND NWS CO-OP EQUIPMENT. (JAX)
1910,UNK,4 NW CONCORD,PERSON,NC,36.52,-79.11,2 TREES DOWN ON CUNNINGHAM ROAD... TIME ESTIMATED BY RADAR (RAH)
1911,UNK,2 NW NORTH GARDEN,ALBEMARLE,VA,37.96,-78.66,TWO TREES WERE REPORTED DOWN ON MONACAN TRAIL ROAD AT PLANK ROAD. (LWX)
1916,UNK,8 SE LINCOLNTON,LINCOLN,GA,33.72,-82.36,LINCOLN COUNTY DISPATCH REPORTED DOWNED POWER LINES ON AUGUSTA HWY. (CAE)
1917,UNK,4 NNE SEMORA,HALIFAX,VA,36.56,-79.13,TREE DOWN AT 2000 WILLIAMSON ROAD (RNK)
1920,UNK,1 S ELKTON,ST. JOHNS,FL,29.77,-81.43,TWO BARNS PARTIALLY COLLAPSED. A TREE DOWN. TWO POLES AND SOME POWER LINES DOWN. CR305 SOUTH OF SR207. (JAX)
