Time,F_Scale,Location,County,State,Lat,Lon,Comments
2217,UNK,5 NE FALCON,EL PASO,CO,38.9,-104.51,BRIEF TOUCHDOWN REPORTED BY SPOTTER 5 MILES SE OF FALCON. CONFIRMED BY VIDEO FROM SEPARATE SPOTTER. (PUB)
Time,Speed,Location,County,State,Lat,Lon,Comments
0056,UNK,3 SW PEYTON,EL PASO,CO,39,-104.53,TRAILERS... RECREATIONAL CAMPERS OVERTURNED. WOODEN FENCE DAMAGE. PUBLIC REPORT... WITH PHOTOS FROM BROADCAST MEDIA... AND LOCATION PROVIDED BY FALCON FD. (PUB)
0755,UNK,SAND SPRINGS,TULSA,OK,36.14,-96.11,SAND SPRINGS POLICE DEPT REPORTED LARGE TREE UPROOTED IN SAND SPRINGS. TREE WAS BLOCKING ROAD. PICTURE RECEIVED VIA SOCIAL MEDIA. TIME ESTIMATED FROM RADAR. (TSA)
Time,Size,Location,County,State,Lat,Lon,Comments
1206,150,1 SSE PONCA CITY,KAY,OK,36.69,-97.07,(OUN)
1215,100,1 ENE LUTHER,OKLAHOMA,OK,35.67,-97.18,(OUN)
1236,175,1 S ARKANSAS CITY,COWLEY,KS,37.05,-97.04,(ICT)
1410,100,4 N LENAPAH,NOWATA,OK,36.91,-95.64,(TSA)
1440,125,MARION,MARION,KS,38.35,-97.02,PICTURE SUBMITTED VIA FACEBOOK. ESTIMATED TO BE JUST LARGER THAN QUARTERS. TIME ESTIMATED BASED ON RADAR. (ICT)
1515,100,CLIFTON,WASHINGTON,KS,39.57,-97.28,(TOP)
1549,100,2 E BARNES,WASHINGTON,KS,39.72,-96.83,ESTIMATED VIA PHOTO... NICKEL UP TO QUARTER SIZE HAIL. (TOP)
2258,100,2 ESE COLORADO SPRINGS,EL PASO,CO,38.82,-104.79,CIRCLE DRIVE AND FOUNTAIN BLVD. (PUB)
0650,150,ELMORE CITY,GARVIN,OK,34.62,-97.4,(OUN)
0707,100,NEWCASTLE,MCCLAIN,OK,35.25,-97.6,(OUN)
0712,100,2 SW MOORE,CLEVELAND,OK,35.31,-97.5,(OUN)
