Time,F_Scale,Location,County,State,Lat,Lon,Comments
2219,UNK,DAMIANSVILLE,CLINTON,IL,38.51,-89.62,TORNADO ON GROUND NEAR DAMIANSVILLE REPORTED BY ST. LOUIS WEATHER CHASE TEAM. (LSX)
2222,UNK,1 N OKAWVILLE,WASHINGTON,IL,38.45,-89.55,*** 1 INJ *** ONE SEMI BLOWN OVER WHEN THE TORNADO CROSSED I64. ONE MINOR INJURY. TIME AND LOCATION ESTIMATED FROM RADAR. (LSX)
2234,UNK,1 N OKAWVILLE,WASHINGTON,IL,38.45,-89.55,*** 1 INJ *** ONE SEMI BLOWN OVER WHEN THE TORNADO CROSSED I64. ONE MINOR INJURY REQUIRING HOSPITALIZATION. TIME AND LOCATION ESTIMATED FROM RADAR. (LSX)
2236,UNK,ADDIEVILLE,WASHINGTON,IL,38.39,-89.49,TORNADO REPORTED BY SHERIFFS DEPUTIES NEAR ADDIEVILLE WITH A SEMI TRAILER BLOWN OVER ON I-64 AT MILEPOST 40.5. (LSX)
2240,UNK,4 N HOYLETON,CLINTON,IL,38.5,-89.27,TORNADO PERIODICALLY TOUCHING DOWN. LOOKING TO THE SOUTHWEST. (LSX)
2248,UNK,2 E OKAWVILLE,WASHINGTON,IL,38.43,-89.51,TORNADO DAMAGE JUST NORTH OF 177...FIRST FARM ROOF DAMAGED WITH SHINGLES GONE... ROOF TWISTED OFF METAL SHEDS. (LSX)
Time,Speed,Location,County,State,Lat,Lon,Comments
2235,UNK,4 E OKAWVILLE,WASHINGTON,IL,38.43,-89.47,*** 1 INJ *** ONE SEMI BLOWN OVER ON I64 AT MILE MARKER 44 ASSOCIATED WITH REAR FLANK DOWNDRAFT WINDS. ONE MINOR INJURY REQUIRING HOSPITALIZATION. (LSX)
2302,UNK,AFFTON,ST. LOUIS,MO,38.55,-90.33,LARGE TREE LIMBS DOWN AND A WALL CLOUD WITH LITTLE DISCERNABLE ROTATION. GUST ESTIMATE OF 60 MPH. (LSX)
2330,UNK,WARDSVILLE,COLE,MO,38.49,-92.17,SMALL TREES AND SIGNS DOWN IN SOUTHERN WARDSVILLE MO. (LSX)
2331,UNK,SAUGET,ST. CLAIR,IL,38.59,-90.17,POWER LINES DOWN ALONG ROUTE 3 IN SAUGET IN ST. CLAIR COUNTY. (LSX)
0020,72,5 SW BUTLER,CUSTER,OK,35.58,-99.25,(OUN)
0028,60,2 E ROBERTSVILLE,FRANKLIN,MO,38.41,-90.78,ALSO PEA SIZE HAIL (LSX)
0033,UNK,YATES CENTER,WOODSON,KS,37.87,-95.74,ROOF BLOWN OFF AN OLD ARMORY BUILDING IN YATES CENTER (ICT)
0045,66,4 WNW BESSIE,WASHITA,OK,35.41,-99.05,(OUN)
0052,74,CHANUTE,NEOSHO,KS,37.67,-95.46,(ICT)
0105,UNK,CHANUTE,NEOSHO,KS,37.67,-95.46,POWER LINES AND LARGE TREE LIMBS DOWN IN CHANUTE. NO ESTIMATE ON TREE LIMB SIZE YET (ICT)
0110,59,4 WSW WEATHERFORD,CUSTER,OK,35.5,-98.77,(OUN)
0130,UNK,FORT SCOTT,BOURBON,KS,37.84,-94.71,SEVERAL POWER LINES AND TREES WERE BLOWN DOWN ACROSS THE CITY. ONE UTILITY POLE WAS KNOCKED DOWN. (SGF)
