Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1359,UNK,2 W ST. AUGUSTINE,ST. JOHNS,FL,29.89,-81.34,TREE BLOWN DOWN WHICH BLOCKED THE ROAD. (JAX)
1915,UNK,BEACHTON,GRADY,GA,30.73,-84.14,SEVERAL TREES DOWN. (TAE)
2238,UNK,5 W BEVERLY HILLS,CITRUS,FL,28.92,-82.54,TREES DOWN ON A VEHICLE IN DUNNELLON...AND DAMAGE TO A POLE BARN IN HOMOSASSA...REPORTED BY LAW ENFORCEMENT. (TBW)
2313,UNK,5 N JENNINGS,ECHOLS,GA,30.67,-83.11,A FEW TREES WERE BLOWN DOWN AT THE INTERSECTION OF J FRANK CULPEPPER ROAD AND BETHAL CHURCH ROAD. THE TIME OF DAMAGE WAS BASED ON RADAR IMAGERY. (JAX)
2328,UNK,5 N JENNINGS,ECHOLS,GA,30.67,-83.11,A ROOF OF A HOME WAS BLOWN BACK BY THUNDERSTORM WINDS. (JAX)
2328,UNK,DOUGLAS,COFFEE,GA,31.51,-82.85,A LARGE PINE TREE WAS BLOWN DOWN ONTO A RESIDENCE. EXTENSIVE DAMAGE WAS DONE TO THE HOME. NO INJURIES WERE REPORTED. (JAX)
2329,61,2 SSE TUCSON,PIMA,AZ,32.13,-110.95,(TWC)
0005,UNK,1 ESE ALMA,BACON,GA,31.54,-82.47,DIPATCH REPORTED A TREE DOWN NEAR ALMA. (JAX)
0015,UNK,4 W SANTOS,MARION,FL,29.11,-82.15,THE OCALA STAR BANNER BANNER REPORTS THAT THE MARION COUNTY SHERIFFS OFFICE RECEIVED MULTIPLE CALLS OF DOWNED TREES AND POWERLINES IN THE VICINITY OF OCALA. A CAR STRUC (JAX)
0015,60,ROOSEVELT,GILA,AZ,33.66,-111.13,(PSR)
0055,UNK,ROOSEVELT,GILA,AZ,33.66,-111.13,ADDITIONAL STORM DAMAGE REPORT OF TORN UP AWNINGS AND SOME BROKEN WINDOWS ON SOME OF THE PROPERTIES AROUND THE ROOSEVELT LAKEVIEW PARK MOBILE HOME RV PARK. (PSR)
Time,Size,Location,County,State,Lat,Lon,Comments
1225,100,5 WNW MEADE STATE PARK,MEADE,KS,37.19,-100.51,(DDC)
2328,100,N DOUGLAS,COFFEE,GA,31.51,-82.85,(JAX)
2350,100,HOBOKEN,BRANTLEY,GA,31.18,-82.13,(JAX)
