Time,F-Scale,Location,County,State,Lat,Lon,Comments
2045,UNK,7 SSW CARLISLE,LONOKE,AR,34.69,-91.79,AN EF0 TORNADO OCCURRED SOUTH-SOUTHWEST OF CARLISLE ON MONDAY AFTERNOON. THIS WAS A LANDSPOUT-TYPE TORNADO AND OCCURRED OVER OPEN FARMLAND WEST OF ARKANSAS HIGHWAY 13. (LZK)
0128,UNK,2 WSW CROSBYTON,CROSBY,TX,33.63,-101.27,BRIEF TORNADO DOCUMENTED BY STORM CHASER. (LUB)
0144,UNK,DIEHLSTADT,SCOTT,MO,36.96,-89.43,*** 3 FATAL *** EVENT UPDATED FROM TSTM WND DMG TO EF-2 TORNADO. PATH 1/4 MILE NORTH OF DIEHLSTADT TO 1/4 MILE SOUTH OF DIEHLSTADT. PEAK WIND 115 MPH. PATH LENGTH 1/2 M (PAH)
Time,Speed,Location,County,State,Lat,Lon,Comments
1218,UNK,CARROLLTON,PICKENS,AL,33.26,-88.1,TREE DOWN ON POWER LINE IN CARROLLTON. (BMX)
1235,62,3 W MEDICINE PARK,COMANCHE,OK,34.73,-98.55,(OUN)
1715,UNK,3 N BAXLEY,APPLING,GA,31.81,-82.35,NUMEROUS TREES DOWN IN BAXLEY. TIME ESTIMATED BY RADAR. (JAX)
1723,UNK,2 NNE OSIERFIELD,BEN HILL,GA,31.69,-83.11,TREE DOWN NEAR MILE MARKER 5. (TAE)
1732,UNK,3 NNW HINESVILLE,LIBERTY,GA,31.89,-81.61,SEVERAL SPOTTERS REPORTED NUMEROUS LARGE TREES DOWN ON FORT STEWART. (CHS)
1740,UNK,5 NW BROXTON,COFFEE,GA,31.67,-82.95,SEVERAL LARGE BRANCHES DOWN NORTHWEST OF BROXTON ON FITZGERALD HIGHWAY (JAX)
1753,UNK,3 NW RICHMOND HILL,BRYAN,GA,31.96,-81.34,LAW ENFORCEMENT REPORTED TREES DOWN ALONG HIGHWAY 144 NEAR RICHMOND HILL GEORGIA. (CHS)
1818,UNK,HARRIS NECK,MCINTOSH,GA,31.64,-81.27,OFFICIALS WITH THE HARRIS NECK NATIONAL WILDLIFE REFUGE REPORTED TREES BLOWN DOWN IN SEVERAL LOCATIONS ON THE REFUGE. THE DAMAGE ASSESSMENT IS ONGOING. TIME ESTIMATED B (CHS)
1820,UNK,3 NE LUDOWICI,LONG,GA,31.73,-81.71,A EMERGENCY MANAGER REPORTED ONE TREE DOWN NEAR THE INTERSECTION OF HIGHWAY 84 AND DOYLE DURRENCE LANE. (CHS)
1825,UNK,2 E WILLIAMS JUNCTION,PULASKI,AR,34.88,-92.74,THUNDERSTORM WINDS BROKE OFF THE TOPS OF SEVERAL OAK TREES AT THE PERRY/PULASKI COUNTY LINE. (LZK)
1830,UNK,3 WNW BRISTOL,PIERCE,GA,31.46,-82.26,NUMEROUS TREES AND POWERLINES DOWN IN THE MERSHON AREA. (JAX)
1830,UNK,1 SE JESUP,WAYNE,GA,31.59,-81.88,TREE REPORTED DOWN ON OLD WAYNESVILLE ROAD. (JAX)
