Time,F_Scale,Location,County,State,Lat,Lon,Comments
1924,UNK,6 S LINCOLN,LINCOLN,KS,38.96,-98.15,JUST TOUCHED DOWN. (ICT)
1938,UNK,2 S LINCOLN,LINCOLN,KS,39.01,-98.15,MULTI-VORTEX TORNADO CAPTURED ON STREAMING VIDEO (ICT)
1942,UNK,3 E APACHE,CADDO,OK,34.89,-98.31,STORM CHASER REPORTED A TORNADO DEVELOPED ABOUT 242 PM 2.5 MILES EAST OF APACHE AND MOVED NORTHEAST. (OUN)
1953,UNK,4 NW CYRIL,CADDO,OK,34.94,-98.25,(OUN)
2032,UNK,8 W IONIA,JEWELL,KS,39.66,-98.5,NWS EMPLOYEE REPORTED TORNADO NEAR THE JEWELL AND SMITH COUNTY LINE. (GID)
2059,UNK,4 SE ESBON,JEWELL,KS,39.78,-98.38,TORNADO ON GROUND AT THIS TIME. OFF-DUTY NWS EMPLOYEE. (GID)
2105,UNK,4 SW BURR OAK,JEWELL,KS,39.83,-98.36,SIGNIFICANT HOME DAMAGE...1 INJURY REPORTED (GID)
2122,UNK,1 S ROSELAND,ADAMS,NE,40.46,-98.56,(GID)
2133,UNK,3 E AMBER,GRADY,OK,35.16,-97.83,(OUN)
2137,UNK,9 SW LAHOMA,MAJOR,OK,36.3,-98.2,(OUN)
2151,UNK,MOUNT HOPE,SEDGWICK,KS,37.87,-97.66,(ICT)
2156,UNK,3 SW HARDY,JEWELL,KS,39.98,-97.96,TORNADO ON GROUND NEAR 300 ROAD AND BIRCH ROAD IN FAR NORTHEAST JEWELL COUNTY. (GID)
2159,UNK,HARDY,NUCKOLLS,NE,40.01,-97.92,TWO SEPARATE REPORTS CONFIRMING TOR ON THE GROUND. (GID)
2203,UNK,3 E FORMOSO,JEWELL,KS,39.78,-97.94,TORNADO STILL ON GROUND. (GID)
2206,UNK,4 ESE BURRTON,HARVEY,KS,38,-97.61,HOG BARN DESTROYED AS WELL AS TREE DAMAGE AT SW 36TH AND WILLOW LAKE RD (ICT)
2207,UNK,1 N SCOTTSVILLE,MITCHELL,KS,39.56,-97.95,(GID)
2212,UNK,2 SE RUSKIN,NUCKOLLS,NE,40.12,-97.84,LARGE TORNADO ON GROUND...POWER FLASHES (GID)
2215,UNK,2 SSW CARRIER,GARFIELD,OK,36.45,-98.03,STORM SPOTTERS AND CHASERS REPORTED AND PHOTOGRAPHED A BRIEF TORNADO TOUCHDOWN. (OUN)
2215,UNK,3 W JAMESTOWN,CLOUD,KS,39.6,-97.92,SPOTTER REPORTED A LARGE WEDGE SHAPE TORNADO ON THE GROUND AND ESTIMATES IT TO BE ABOUT 1/2 MILE WIDE. (TOP)
2220,UNK,6 N COURTLAND,REPUBLIC,KS,39.87,-97.89,REPORTED ON GROUND BY PUBLIC AT 515PM. (TOP)
2228,UNK,3 SE COURTLAND,REPUBLIC,KS,39.76,-97.85,SPOTTER CONFIRMED ROTATION WITH THE SAME STORM THAT PREVIOUSLY HAD A TORNADO. HE COULD SEE AT LEAST A FUNNEL WITHIN 1 MILE OF HIS LOCATION BUT COULD NOT CONFIRM IT WAS (TOP)
2228,UNK,2 W BYRON,THAYER,NE,40.01,-97.81,RELAYED BY EMERGENCY MGR. TIME EST FM RADAR. (GID)
2230,UNK,4 E DAVENPORT,THAYER,NE,40.31,-97.73,TORNADO ON THE GROUND. (GID)
2233,UNK,2 SE NEWCASTLE,MCCLAIN,OK,35.22,-97.57,EF1 TORNADO. TWO OUTBUILDINGS WERE DESTROYED AND TREES WERE DAMAGED IN SOUTHEAST NEWCASTLE. (OUN)
2238,UNK,6 N VIOLA,SEDGWICK,KS,37.56,-97.63,OBSERVED BRIEFLY CROSSING 71ST STREET SOUTH BETWEEN 247TH WEST AND 263RD WEST. (ICT)
2245,UNK,5 ESE REPUBLIC,REPUBLIC,KS,39.9,-97.73,SPOTTERS CONFIRMED LARGE TORNADO (TOP)
2245,UNK,3 WNW GRAND ISLAND,HALL,NE,40.94,-98.42,BRIEF TORNADO...HAS SINCE DISSIPATED. (GID)
2246,UNK,4 WNW NORMAN,CLEVELAND,OK,35.24,-97.51,BRIEF TOUCHDOWN AT THE INTERSECTION OF 48TH AND ROBINSON. (OUN)
2253,UNK,4 NW NORMAN,CLEVELAND,OK,35.25,-97.5,UPDATED. EF1 TORNADO. TORNADO BEGAN JUST SOUTH OF NORTHWEST 36TH AVENUE AND ROCK CREEK ROAD AND MOVED GENERALLY NORTH THROUGH WEST NORMAN TO NEAR NORTHWEST 36TH AVENUE (OUN)
2300,UNK,4 NW NORMAN,CLEVELAND,OK,35.26,-97.49,TORNADO WITH DAMAGE IN NORTHWEST NORMAN... NEAR NORTHWEST 36TH AVENUE AND TECUMSEH ROAD AND NEARBY AREAS. (OUN)
2309,UNK,2 W CHESTER,THAYER,NE,40.01,-97.66,TORNADO REMAINS ON THE GROUND. (GID)
2322,UNK,3 SSW HEBRON,THAYER,NE,40.13,-97.61,TORNADO WAS STILL ON THE GROUND. POWER FLASHES REPORTED. TORNADO CROSSED HIGHWAY 81. (GID)
2333,UNK,10 ESE SEILING,DEWEY,OK,36.09,-98.76,A CHASER WITH KOKH OBSERVED A TORNADO DEVELOP WEST OF CANTON LAKE AND MOVE NORTHEAST. (OUN)
2345,UNK,5 NNW VERDEN,CADDO,OK,35.15,-98.12,UPDATED LOCATION. (OUN)
2345,UNK,5 N VERDEN,GRADY,OK,35.16,-98.09,(OUN)
2356,UNK,5 SSW WAKITA,GRANT,OK,36.81,-97.96,(OUN)
