Time,F-Scale,Location,County,State,Lat,Lon,Comments
1445,UNK,6 WNW PECAN GROVE,FORT BEND,TX,29.67,-95.81,TREES AND POWER LINES DOWN...PADDLE BOAT IN TREE. WITNESSES OBSERVED FUNNEL CLOUD OVER DAMAGE AREA NEAR FM 723 AND OAK KNOLL ROAD. TORNADO RATED EF0. (HGX)
1505,UNK,5 WNW MEADOWS,FORT BEND,TX,29.68,-95.66,AN EF-1 TORNADO WITH WINDS OF 95 MPH TOUCHED DOWN NEAR THE INTERSECTION OF BISSONNET STREET AND GAINS ROAD IN MISSION BEND OF FORT BEND COUNTY. SEVERAL HOMES WERE DAMAG (HGX)
1715,UNK,3 ESE BRAZOS BEND STATE,BRAZORIA,TX,29.35,-95.58,BARN DAMAGED...SHED DESTROYED. TORNADO RATED EF0. (HGX)
1732,UNK,3 SSE BONNEY,BRAZORIA,TX,29.27,-95.44,SHED DESTROYED. TOP OF A RICE DRYER RIPPED OFF AND THROWN. TORNADO RATED EFO. (HGX)
1855,UNK,4 SE DICKINSON,GALVESTON,TX,29.41,-95.03,STORM SURVEY RATED THE DAMAGE FROM A TORNADO AS EF-0. LAW ENFORCEMENT WITNESSED TOUCH DOWN NEAR MALL OF THE MAINLAND IN TEXAS CITY. WINDOWS BLOWN OUT OF VEHICLES IN PAR (HGX)
1900,UNK,4 SE DICKINSON,GALVESTON,TX,29.41,-95.03,LAW ENFORCEMENT WITNESSED TOUCH DOWN NEAR MALL OF THE MAINLAND IN TEXAS CITY. NO REPORTS OF DAMAGE THUS FAR. (HGX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1505,UNK,4 WNW MEADOWS,FORT BEND,TX,29.68,-95.66,ROOF DAMAGE TO HOMES. GARAGE DOORS BLOWN IN. POSSIBLE TORNADO. TIME ESTIMATED. (HGX)
1540,60,3 NE HILSHIRE VILLAGE,HARRIS,TX,29.82,-95.45,60 MPH WIND GUST AT HCFCD AT HWY 290 AND LOOP 610. (HGX)
1730,UNK,3 SSE BONNEY,BRAZORIA,TX,29.27,-95.44,ROOF BLOWN OFF. DEBRIS IN TREES. COUNTY ROAD 49. POSSIBLE TORNADO. (HGX)
1839,UNK,SANTA FE,GALVESTON,TX,29.38,-95.1,TREE DOWN CEMETERY ROAD. (HGX)
1855,UNK,4 SSE DICKINSON,GALVESTON,TX,29.4,-95.05,TREES AND FENCES DOWN ALONG WESTWOOD LOOP IN LA MARQUE TEXAS. POSSIBLE TORNADO. (HGX)
Time,Size,Location,County,State,Lat,Lon,Comments
1357,150,EAST BERNARD,WHARTON,TX,29.53,-96.06,PING PONG SIZE HAIL IN EAST BERNARD RELAYED FROM HCFCD. (HGX)
1455,100,MISSION BEND,FORT BEND,TX,29.69,-95.66,(HGX)
