Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2345,59,WOLFFORTH,LUBBOCK,TX,33.51,-102.01,(LUB)
0000,62,5 N RICHLAND,BENTON,WA,46.36,-119.29,MESONET STATION H300A HANFORD 300 AREA. OUTFLOW WIND GUSTS FROM NEARBY THUNDERSTORMS. (PDT)
0450,UNK,JAYTON,KENT,TX,33.25,-100.57,REPORT OF TREES UPROOTED AND TRANSFORMERS BLOWN IN JAYTON. (LUB)
Time,Size,Location,County,State,Lat,Lon,Comments
2054,175,2 ESE PORT SAINT LUCIE,St. Lucie,FL,27.27,-80.32,LOCAL BROADCAST MEDIA SHARES PHOTO VIA SOCIAL MEDIA OF APPROXIMATELY GOLF BALL SIZED HAILSTONE... TAKEN NEAR THE INTERSECTION OF SE WESTMORELAND BLVD AND PORT ST LUCIE (MLB)
0125,125,6 NNE LAMESA,Dawson,TX,32.81,-101.92,(MAF)
0228,125,2 ENE JUSTICEBURG,GARZA,TX,33.05,-101.17,(LUB)
0240,175,9 S SEMINOLE,Gaines,TX,32.59,-102.65,GOLF BALL-SIZED HAIL REPORTED BY HOMEOWNER. REPORT RELAYED BY GAINES COUNTY SO. (MAF)
0259,175,GARDENDALE,ECTOR,TX,32.02,-102.37,REPORT RELAYED FROM KWES-TV. (MAF)
0311,125,WINGATE,RUNNELS,TX,32.04,-100.11,QUARTER TO HALF DOLLAR SIZE HAIL WAS REPORTED AT THE INTERSECTION OF HIGHWAY 153 AND HIGHWAY 395 BY A SKYWARN SPOTTER. (SJT)
0338,100,TULIA,SWISHER,TX,34.54,-101.77,(LUB)
1104,125,SONORA,SUTTON,TX,30.57,-100.65,PICTURE OF QUARTER TO HALF DOLLAR SIZE HAIL RECEIVED VIA SOCIAL MEDIA. (SJT)
