Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2040,UNK,WALNUT,MADISON,NC,35.85,-82.74,TREES AND POWER LINES DOWN. (GSP)
2045,UNK,2 WNW WEAVERVILLE,BUNCOMBE,NC,35.71,-82.59,TREES AND POWERLINES DOWN ALONG MONTICELLO ROAD. (GSP)
2110,UNK,1 NNE ASHEVILLE,BUNCOMBE,NC,35.59,-82.54,NEWS MEDIA REPORTS A TREE DOWN ON A HOUSE ON VON RUCK COURT. (GSP)
2120,UNK,2 NE BLACK MOUNTAIN,BUNCOMBE,NC,35.63,-82.31,A TREE DOWN IN THE BACKYARD. (GSP)
2140,UNK,2 SSW MARION,MCDOWELL,NC,35.66,-82.02,POWER LINES DOWN ALONG SUGER HILL ROAD. (GSP)
2215,UNK,DYSARTSVILLE,MCDOWELL,NC,35.6,-81.87,TREE DOWN ON DYSARTSVILLE ROAD. (GSP)
2350,UNK,JOANNA,LAURENS,SC,34.42,-81.81,MULTIPLE TREES AND POWER LINES DOWN IN JOANNA. LARGE TREE ON HOUSE. NO INJURIES REPORTED. (GSP)
0550,UNK,10 N CARTHAGE,PANOLA,TX,32.3,-94.35,SEVERAL ROAD SIGNS BLOWN OVER ALONG US HWY 59 (SHV)
0845,UNK,3 WSW CORPUS CHRISTI,NUECES,TX,27.69,-97.33,POWER OUTAGES - POWER LINES DOWN NEAR OSO BAY. (CRP)
0950,80,1 WSW PORT LAVACA,CALHOUN,TX,28.61,-96.64,A NWS STORM SURVEY TEAM CONCLUDED THAT A DOWNBURST OCCURRED IN THE CITY OF PORT LAVACA WITH WINDS ESTIMATED BETWEEN 70-80 MPH. SEVERAL HOMES IN PATH OF THE DOWNBURST SU (CRP)
0950,UNK,1 WSW PORT LAVACA,CALHOUN,TX,28.61,-96.64,MULTIPLE CALLS OF TREES DOWN AND WINDOWS BUSTED IN AREA. SOME TREES DOWNED POSSIBLY VERY LARGE IN HEIGHT AND DIAMTER. (CRP)
1135,UNK,4 ENE HUNGERFORD,WHARTON,TX,29.42,-96.02,TRAILER HOME AND SHED DESTROYED NEAR THE INTERSECTION OF COUNTY ROAD 216 AND COUNTY ROAD 225. (HGX)
Time,Size,Location,County,State,Lat,Lon,Comments
1310,100,3 W HOOPESTON,VERMILION,IL,40.47,-87.73,A HAIL STONE CRACKED THE WINDSHIELD OF A PICKUP ON A FARM 3 MILES WEST OF HOOPESTON. (ILX)
1940,100,CLINTON,ANDERSON,TN,36.09,-84.13,(MRX)
2150,100,4 NNW TALASSEE,BLOUNT,TN,35.6,-84.09,(MRX)
0120,125,MUNCIE,DELAWARE,IN,40.2,-85.39,(IND)
0142,150,1 W LAPEL,HAMILTON,IN,40.07,-85.87,NEAR HAMILTON AND MADISON COUNTY LINE (IND)
0208,125,1 NW WILKINSON,HANCOCK,IN,39.9,-85.62,(IND)
0210,100,EAGLE PASS,MAVERICK,TX,28.71,-100.49,REPORTED IN THE ELM CREEK AREA JUST NORTH OF EAGLE PASS (EWX)
0213,100,CARMEL,HAMILTON,IN,39.97,-86.11,(IND)
0223,125,MUTTONVILLE,PREBLE,OH,39.66,-84.69,(ILN)
0225,150,2 E GREENFIELD,HANCOCK,IN,39.79,-85.73,(IND)
0230,200,LAWRENCE,MARION,IN,39.87,-85.99,(IND)
0243,150,10 NNW ARLINGTON,HANCOCK,IN,39.78,-85.65,(IND)
0248,100,10 E INDIANAPOLIS,MARION,IN,39.78,-85.96,HAIL WAS COVERING GROUND TO A ONE QUARTER INCH DEPTH (IND)
0250,175,NEW PALESTINE,HANCOCK,IN,39.72,-85.89,(IND)
0309,125,HAMILTON,BUTLER,OH,39.39,-84.56,(ILN)
0315,100,2 W MASON,BUTLER,OH,39.36,-84.34,(ILN)
0319,125,3 S MOSCOW,DECATUR,IN,39.44,-85.56,(IND)
0322,100,CINCINNATI,HAMILTON,OH,39.14,-84.51,(ILN)
0330,100,FAIRFIELD,BUTLER,OH,39.33,-84.54,(ILN)
0339,100,KENWOOD,HAMILTON,OH,39.21,-84.37,(ILN)
0339,100,HARRISON,HAMILTON,OH,39.25,-84.79,(ILN)
0351,150,NEW PALESTINE,HANCOCK,IN,39.72,-85.89,(IND)
0945,100,SEADRIFT,CALHOUN,TX,28.38,-96.69,ESTIMATED NICKEL TO QUARTER-SIZED HAIL. (CRP)
