Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1700,UNK,4 NW SHELTON,JONES,MS,31.53,-89.39,DAMAGE TO A HOME INCLUDING A PORCH BLOWN AWAY... SHINGLES MISSING AND SKIRTING PULLED OFF. (JAN)
2230,UNK,CHILHOWIE,SMYTH,VA,36.81,-81.68,AROUND FIVE TREES DOWN IN VARIOUS LOCATIONS AROUND THE COUNTY BETWEEN 530 PM AND 630 PM EST. AT LEAST THREE OF THE DOWNED TREES WERE IN CHILLHOWIE. TREES WERE DOWN IN A (RNK)
0102,UNK,2 NW CLAYTON,BARBOUR,AL,31.9,-85.47,REPORT OF DOWNED TREES ON POWER LINES NEAR ALABAMA HWY 51 AND CR 11. TIME ESTIMATED BY RADAR. (BMX)
0110,UNK,SANDESTIN,WALTON,FL,30.38,-86.33,POWER LINE DOWN IN THE SANDESTIN AREA. (TAE)
0115,74,LEVEL PLAINS,DALE,AL,31.3,-85.78,PUBLIC REPORT OF A MEASURED 74 MPH WIND GUST IN LEVEL PLAINS. (TAE)
0125,UNK,1 SSW PLEASANT HILL,DALE,AL,31.42,-85.68,DOWN POWER LINE. (TAE)
0145,UNK,2 W PONCE DE LEON,HOLMES,FL,30.73,-85.98,TREE DOWN AT HWY 90 WEST OF BAKER MANNING LOOP. ADDITIONAL TREES WERE ALSO DOWN ON HWY 90. (TAE)
0200,UNK,2 S BETHLEHEM,HOLMES,FL,30.9,-85.74,TREE DOWN AT J A FOREHAND ROAD AND ANDREW ROAD. (TAE)
0205,UNK,2 SW WIRE BRIDGE,QUITMAN,GA,31.83,-85.09,TREE DOWN ON HIGHWAY 39 SOUTH... MILE MARKER 9 BLOCKING THE NORTHBOUND LANE. (TAE)
0215,UNK,1 NE SPRINGFIELD,BAY,FL,30.17,-85.6,POWER POLE WAS SPARKING DUE TO STRONG WINDS. (TAE)
0220,UNK,3 E RICHTER CROSSROADS,JACKSON,FL,30.83,-85.46,POWER LINES DOWN. (TAE)
0243,61,TYNDALL AFB,BAY,FL,30.07,-85.58,AWOS STATION PAM... TYNDALL AFB. (TAE)
0330,UNK,NETTLE RIDGE,CALHOUN,FL,30.48,-85.05,POWER LINES DOWN. (TAE)
0850,UNK,1 W OTTER CREEK,LEVY,FL,29.32,-82.79,FIVE LARGE OAK AND PINE TREES DOWN NEAR THE 12000 BLOCK OF NE 80 AVE. TWO POWER POLES SNAPPED. TIME ESTIMATED BY RADAR. (TBW)
0940,UNK,3 SE BEVERLY HILLS,CITRUS,FL,28.88,-82.42,TREES AND POWERLINES DOWN NEAR INTERSECTION OF HARTFORD ST AND CITRUS HILLS BLVD (TBW)
0954,59,4 WNW CLEARWATER,GMZ853,FL,27.98,-82.83,STATION AT CLEARWATER BEACH PIER 60 REPORTED A WIND GUST OF 51 KNOTS. (TBW)
1032,UNK,CENTER HILL,SUMTER,FL,28.65,-82,DESTROYED METAL BUILDING. PARTS OF BARN ON TRUCK. FLIPPED PONTOON. TIME ESTIMATED BY RADAR. (TBW)
1034,66,4 N SARASOTA,MANATEE,FL,27.4,-82.55,ASOS AT KSRQ REPORTED A WIND GUST OF 57 KNOTS. (TBW)
1040,UNK,4 NW MASCOTTE,Lake,FL,28.62,-81.94,UPDATE- LAKE COUNTY SHERIFFS OFFICE REPORTS POWERLINES AND TREES DOWN ON THE ROAD AT THE INTERSECTION OF HONEYCUT ROAD AND TUSCANOOGA ROAD IN MASCOTTE. ADDITIONAL REPOR (MLB)
1040,60,39 SSE CENTENARY,AMZ370,SC,32.5,-79.1,(CHS)
1050,60,2 ENE BEE RIDGE,SARASOTA,FL,27.3,-82.45,AN AMATEUR RADIO OPERATOR MEASURED A WIND GUST OF 60 MPH NEAR INTERSTATE 75 AND BEE RIDGE ROAD. (TBW)
1120,UNK,4 S DEBARY,Seminole,FL,28.82,-81.31,UPDATE - SEMINOLE COUNTY EM RELAYED DAMAGE TO BUILDINGS ALONG CHURCH STREET AND SUNRAIL DRIVE. ALSO... CENTRAL FLORIDA ZOO PRESS RELEASE STATED THERE WAS SIGNIFICANT TR (MLB)
Time,Size,Location,County,State,Lat,Lon,Comments
