Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
Time,Size,Location,County,State,Lat,Lon,Comments
2100,100,1 ESE LLANO,LLANO,TX,30.75,-98.67,(EWX)
2125,125,2 S LLANO,LLANO,TX,30.72,-98.67,(EWX)
2200,125,10 NE MASON,MASON,TX,30.85,-99.11,(SJT)
2213,100,9 S LLANO,LLANO,TX,30.62,-98.67,TIME ESTIMATED FROM RADAR (EWX)
2218,150,4 E CHAPPEL,SAN SABA,TX,31.06,-98.5,(SJT)
2228,150,MASON,MASON,TX,30.75,-99.23,(SJT)
2229,100,5 N MERIDIAN,BOSQUE,TX,31.99,-97.65,QUARTER SIZE HAIL 5 MILES NORTH OF MERIDIAN (FWD)
2243,100,ENNIS,ELLIS,TX,32.33,-96.63,QUARTER SIZE HAIL IN ENNIS (FWD)
2302,200,6 NNW ENCHANTED ROCK ST,LLANO,TX,30.58,-98.9,(EWX)
2307,100,LAMPASAS,LAMPASAS,TX,31.07,-98.18,QUARTER SIZE HAIL IN LAMPASAS (FWD)
2309,175,13 S LLANO,LLANO,TX,30.56,-98.67,(EWX)
2313,100,12 SE MASON,MASON,TX,30.63,-99.09,(SJT)
2343,175,2 NW WAXAHACHIE,ELLIS,TX,32.42,-96.87,GOLFBALL SIZE HAIL 2 MILES NORTHWEST OF WAXAHACHIE (FWD)
2346,200,2 WSW WILLOW CITY,GILLESPIE,TX,30.38,-98.73,(EWX)
0003,100,12 N FREDERICKSBURG,GILLESPIE,TX,30.44,-98.87,(EWX)
0010,100,12 E FREDERICKSBURG,GILLESPIE,TX,30.27,-98.67,LOCATION IS 3.5 MILES NORTH OF STONEWALL (EWX)
0025,150,ITASCA,HILL,TX,32.17,-97.15,PING PONG BALL SIZE HAIL IN ITASCA (FWD)
0045,100,KATEMCY,MASON,TX,30.91,-99.25,(SJT)
0105,125,2 SE KATEMCY,MASON,TX,30.89,-99.23,(SJT)
0116,100,17 E SEGOVIA,KIMBLE,TX,30.42,-99.38,TIME RADAR ESTIMATED. (SJT)
0122,100,1 SE HARPER,GILLESPIE,TX,30.29,-99.23,SOME QUARTER SIZE HAIL MIXED WITH MOSTLY SMALLER PIECES. (EWX)
0138,100,2 SE BANKERSMITH,KENDALL,TX,30.11,-98.79,(EWX)
0240,100,6 WSW HARPER,KERR,TX,30.26,-99.34,(EWX)
0331,175,8 ESE SEGOVIA,KIMBLE,TX,30.37,-99.55,HAIL STRIPPED THE LEAVES OFF OF THE TREES. REPORT RELAYED BY WFO EWX. TIME RADAR ESTIMATED. (SJT)
