Time,F_Scale,Location,County,State,Lat,Lon,Comments
1844,UNK,4 NNW BELLE GLADE,PALM BEACH,FL,26.74,-80.7,MULTIPLE REPORTS OF WATERSPOUT COMING ONSHORE NW OF BELLE GLADE. ESTIMATED STRENGTH EF-0. NO DAMAGE REPORTED. DURATION OF APPROXIMATELY 3 MINUTES. TIMES ESTIMATED VIA R (MFL)
2351,UNK,3 NE HAXTUN,PHILLIPS,CO,40.67,-102.59,(BOU)
Time,Speed,Location,County,State,Lat,Lon,Comments
1745,UNK,5 WNW LAKE MANATEE STAT,MANATEE,FL,27.5,-82.42,NUMEROUS TREES DOWN AND ONE LARGE OAK TREE DOWN ON HOUSE ON 115 AVE NE BRADENTON. TIME ESTIMATED BY RADAR. (TBW)
1815,62,10 NW PAHOKEE,AMZ610,FL,26.9,-80.79,(MFL)
2335,60,1 S SEDGWICK,SEDGWICK,CO,40.92,-102.53,(BOU)
0031,60,3 SW SIXTEEN-MILE CORNE,PHILLIPS,CO,40.73,-102.27,1 INCH HAIL AS WELL. (BOU)
0034,59,CHADRON,DAWES,NE,42.83,-103,(CYS)
0115,60,SYRACUSE,HAMILTON,KS,37.98,-101.75,(DDC)
Time,Size,Location,County,State,Lat,Lon,Comments
0028,175,11 S HOLLY,PROWERS,CO,37.9,-102.12,(PUB)
0030,100,4 SSE COTTONWOOD,JACKSON,SD,43.92,-101.86,MOSTLY PENNY SIZE WITH A FEW QUARTERS (UNR)
0031,100,3 SW SIXTEEN-MILE CORNE,PHILLIPS,CO,40.73,-102.27,(BOU)
0037,125,9 S COOLIDGE,HAMILTON,KS,37.91,-102,(DDC)
0100,100,7 WSW SYRACUSE,HAMILTON,KS,37.94,-101.87,(DDC)
0120,200,1 ESE SYRACUSE,HAMILTON,KS,37.98,-101.74,(DDC)
0130,100,2 NE KADOKA,JACKSON,SD,43.85,-101.48,(UNR)
0153,100,5 SW SANSARC,STANLEY,SD,44.46,-101.11,(ABR)
0215,175,1 N LAKIN,KEARNY,KS,37.95,-101.26,(DDC)
0231,100,13 SW MISSION RIDGE,STANLEY,SD,44.56,-100.98,HAIL 1 INCH. (ABR)
0233,100,DEERFIELD,KEARNY,KS,37.98,-101.13,(DDC)
0630,100,2 NNE SWEETLAND,NEVADA,CA,39.37,-121.1,QUARTER-SIZE HAIL WAS REPORTED IN THE TOWN OF NORTH SAN JUAN LATE YESTERDAY EVENING. (STO)
