Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2135,UNK,TECUMSEH,OZARK,MO,36.59,-92.29,SMALL TREES DOWN 4 TO 5 INCHES IN DIAMETER. HAIL ALSO OCCURRED BUT SIZE WAS UNKNOWN. (SGF)
0235,UNK,LEFORS,GRAY,TX,35.44,-100.8,POWER LINES DOWNED NEAR THE INTERSECTION OF FM 2375 AND 759 (AMA)
Time,Size,Location,County,State,Lat,Lon,Comments
1856,100,AUSTELL,COBB,GA,33.81,-84.63,SHELL GAS STATION EMPLOYEE REPORTS QUARTER SIZE HAIL AT THE SHELL GAS STATION ON AUSTELL ROAD. (FFC)
1950,100,LYNCHBURG,LACLEDE,MO,37.49,-92.29,BARNARDS GROVE WINERY REPORTED HAIL UP TO THE SIZE OF QUARTERS (SGF)
2109,100,BIRCH TREE,SHANNON,MO,36.99,-91.49,(SGF)
2244,175,2 SW BIGGERS,RANDOLPH,AR,36.31,-90.83,(MEG)
2246,100,BLAIRSVILLE,UNION,GA,34.88,-83.96,EMPLOYEES OF SUNRISE GROCERY ON GAINESVILLE HWY NORTH OF VOGEL STATE PARK REPORTED NICKEL AND QUARTER SIZE HAIL. (FFC)
2335,100,ATHENS,CLARKE,GA,33.96,-83.38,RECIEVED A CALL FROM THE PUBLIC REPORTING QUARTER SIZE HAIL ON PEEKS POINT IN ATHENS. (FFC)
0013,100,6 N KENTON,CIMARRON,OK,36.99,-102.97,SMALL HAIL COVERING THE GROUND. A FEW HAILSTONES WERE QUARTER SIZE. (AMA)
0015,200,15 N AMARILLO,POTTER,TX,35.42,-101.82,HAIL RESULTED IN A CRACKED WINDSHIELD. (AMA)
0050,175,CHINO VALLEY,YAVAPAI,AZ,34.76,-112.45,SOME VEHICLE DAMAGE IN CHINO VALLEY BETWEEN 540 PM TO 600 PM. REPORTS OF GOLF BALL SIZED HAIL. (FGZ)
0059,250,6 N PANTEX,CARSON,TX,35.41,-101.56,(AMA)
0103,100,SHATTUCK,ELLIS,OK,36.27,-99.88,RELAYED BY THE COUNTY SHERIFFS OFFICE (OUN)
0123,175,BOISE CITY,CIMARRON,OK,36.73,-102.51,(AMA)
0124,100,GOODWELL,TEXAS,OK,36.59,-101.63,HAIL TO THE SIZE OF QUARTERS FELL IN GOODWELL. (AMA)
0136,275,WHITE DEER,CARSON,TX,35.43,-101.17,(AMA)
0235,250,LEFORS,GRAY,TX,35.44,-100.8,HAIL TO THE SIZE OF TENNIS BALLS (AMA)
0255,175,8 ENE LEFORS,GRAY,TX,35.46,-100.66,LOTS OF HAIL...LARGEST QUARTER TO GOLF BALL SIZE (AMA)
0310,175,8 SW DALHART,HARTLEY,TX,35.98,-102.61,(AMA)
0338,275,6 NNW HARTLEY,HARTLEY,TX,35.97,-102.44,ON HIGHWAY 87 BETWEEN HARTLEY AND DALHART (AMA)
0500,100,11 SSE CHEYENNE,ROGER MILLS,OK,35.46,-99.6,(OUN)
