Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1530,UNK,LA MARQUE,GALVESTON,TX,29.37,-94.99,DAMAGE TO HOMES. CAR MOVED FROM FRONT OF STREET INTO FRONT YARD OF HOME. (HGX)
2106,UNK,3 SE CANADYS,COLLETON,SC,33.03,-80.59,SOUTH CAROLINA HIGHWAY PATROL REPORTED A TREE DOWN ON ROUND O ROAD...SOUTH OF STATE ROAD 61. (CHS)
2132,UNK,3 SSE LAKE WARREN STATE,HAMPTON,SC,32.8,-81.16,SOUTH CAROLINA HIGHWAY PATROL REPORTED A TREE DOWN AT US 601 S AND CLIFTON DRIVE. TIME ESTIMATED BASED ON RADAR. (CHS)
2221,UNK,4 W WALTERBORO,COLLETON,SC,32.9,-80.74,SOUTH CAROLINA HIGHWAY PATROL REPORTED A TREE DOWN ON CYPRESS POND ROAD. (CHS)
Time,Size,Location,County,State,Lat,Lon,Comments
2135,100,5 WSW CONWAY,HORRY,SC,33.8,-79.14,(ILM)
2155,100,2 SSE SUMMERVILLE,DORCHESTER,SC,32.99,-80.15,SPOTTER REPORTED QUARTER SIZE HAIL ON BLACK RIVER DRIVE. (CHS)
2159,100,5 NE FORESTBROOK,HORRY,SC,33.77,-78.91,(ILM)
2210,100,MONETTA,SALUDA,SC,33.85,-81.61,QUARTER SIZE HAIL LASTING 20 TO 30 SECONDS WAS REPORTED OVER THE INTERSECTION OF HWY 23 AND HWY 39 IN MONETTA. (CAE)
2244,100,1 SW SOUTH CONGAREE,LEXINGTON,SC,33.9,-81.15,(CAE)
2255,175,MURRELLS INLET,GEORGETOWN,SC,33.55,-79.05,HIGHWAY 17 IN MURRELLS INLET (ILM)
2255,100,GARDEN CITY,HORRY,SC,33.59,-79.01,SOUTH BUSINESS 17TH AND SALTERS COVE (ILM)
2300,100,6 SSE PAMPLICO,FLORENCE,SC,33.91,-79.53,QUARTER SIZED HAIL REPORTED ALONG S PAMPLICO HIGHWAY (ILM)
