Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2137,UNK,1 W DAVIE,BROWARD,FL,26.09,-80.32,SEVERAL LARGE TREES DOWNED EAST OF INTERSTATE 75 AND SOUTH OF INTERSTATE 575. REPORT RECEIVED VIA SOCIAL MEDIA. (MFL)
2206,UNK,5 E MOUNT DORA,LAKE,FL,28.81,-81.56,WFTV CH9 RELAYED REPORT OF SEVERAL LARGE 3-6 INCH DIAMETER TREE LIMBS SNAPPED IN SORRENTO. TIME ESTIMATED FROM RADAR. (MLB)
2220,UNK,3 SW BLACK CREEK,OUTAGAMIE,WI,44.43,-88.47,ONE 18 INCH DIAMETER 50 FOOT TALL TREE DOWNED BY THUNDERSTORM WINDS AT HAMPLE ROAD AND COUNTY HIGHWAY A NEAR BLACK CREEK. THE TREE TOOK SOME WIRES DOWN WITH IT. PEA SIZ (GRB)
2335,UNK,3 W SPEEDWAY,MARION,IN,39.79,-86.3,WISH RELAYED REPORT OF TREES DOWN AT 10TH AND LYNHURST. (IND)
0110,UNK,WAUKESHA,WAUKESHA,WI,43.01,-88.24,REPORT OF PORTION OF A ROOF RIPPED OFF OF A HOUSE ON STEWART HILL DRIVE AT ABOUT 810PM. (MKX)
0149,UNK,1 WSW SALEM,KENOSHA,WI,42.55,-88.13,SEVERAL TREES DOWN FROM JUST EAST OF SILVER LAKE SOUTHWARD TO CAMP LAKE. ONE TREE DOWN ON A CAR. (MKX)
0540,71,5 SE KENTON,CIMARRON,OK,36.83,-102.88,(AMA)
Time,Size,Location,County,State,Lat,Lon,Comments
2015,100,7 SE BRIMSON,LAKE,MN,47.21,-91.76,GUSTY WINDS (DLH)
2232,100,KIMBERLY,OUTAGAMIE,WI,44.27,-88.34,HAIL AT KIMBERLY AVENUE IN KIMBERLY. PENNY SIZE HAIL STARTED AROUND 529 PM AND CONTINUED AS IT INCREASED TO AN INCH IN DIAMETER. TRAFFIC BROUGHT TO A HALT DUE TO TORREN (GRB)
2315,100,7 ESE LISCO,GARDEN,NE,41.46,-102.5,(LBF)
2340,100,8 N MOUNTAIN HOME,ELMORE,ID,43.25,-115.69,CANYON COUNTY DEPUTY REPORTED QUARTER SIZE HAIL NEAR IMMIGRANT ROAD AND CANYON CREEK ROAD. (BOI)
