Time,F_Scale,Location,County,State,Lat,Lon,Comments
1445,UNK,WESTWEGO,JEFFERSON,LA,29.9,-90.14,NWS STORM SURVEY FINDS EF0 TORNADO DAMAGE WITH WINDS UP TO 85 MPH... WIDTH UP TO 30 YARDS WIDE... TRACK 3/4 OF A MILE LONG FROM ABOUT AVE C AND COLUMBUS ST TO KLEIN ST (LIX)
1638,UNK,4 W FORT WALTON BEACH,OKALOOSA,FL,30.41,-86.68,WATERSPOUT MOVED ASHORE NEAR MARY ESTHER AND CAUSED DAMAGE TO A HOUSE ON KOHLER DR. TIME ESTIMATED VIA RADAR. (MOB)
1740,UNK,4 E DESTIN,OKALOOSA,FL,30.39,-86.42,WEB CAM AND OKALOOSA COUNTY LAW ENFORCEMENT CONFIRM A TORNADO MOVED ONSHORE BETWEEN DESTIN AND MIRAMAR BEACH. (MOB)
1752,UNK,1 WNW BOWDON JUNCTION,CARROLL,GA,33.66,-85.16,A WEAK TORNADO EMBEDDED WITHIN A LINE OF THUNDERSTORMS... TOUCHED DOWN JUST NORTH OF THE MOUNT ZION COMMUNITY... ALONG LEE WILLIAMS ROAD. SEVERAL LARGE TREE BRANCHES WE (FFC)
1835,UNK,2 SSE WAVERLY,LEE,AL,32.71,-85.56,AN EF1 TOR WITH PEAK WINDS OF 90 MPH TOUCHED DOWN E OF CAMP HILL AND MOVED INTO FAR SW CHAMBERS CO. PATH LENGTH OF 3.2 MI. PATH WIDTH OF 300 YDS. THE DURATION OF THE TO (BMX)
1842,UNK,CARDELL,COBB,GA,33.78,-84.54,ROOF DAMAGE AND MULTIPLE TREES AND POWER LINES WERE REPORTED DOWN IN THE AREA OF DISCOVERY BLVD AND MABLETON PARKWAY. (FFC)
1844,UNK,1 ENE BANKHEAD COURTS,FULTON,GA,33.8,-84.49,TREES WERE BLOWN DOWN ON NASH ROAD NORTHWEST. (FFC)
1853,UNK,2 W BUCKHEAD,FULTON,GA,33.84,-84.41,A TREE WAS BLOWN DOWN NEAR THE INTERSECTION OF NORTHSIDE DR NW AND MOORES MILL RD NW. (FFC)
2152,UNK,3 ENE SIMPSONVILLE,GREENVILLE,SC,34.75,-82.22,PUBLIC REPORTS NUMEROUS TREES AND POWER LINES SNAPPED AT THE INTERSECTION OF E GEORGIA RD. AND LEE VAUGHN RD. (GSP)
Time,Speed,Location,County,State,Lat,Lon,Comments
