Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2030,UNK,LYONS FALLS,LEWIS,NY,43.62,-75.36,TREE DOWN ON CHERRY STREET. (BUF)
2115,UNK,5 S PERRYVILLE,PERRY,MO,37.65,-89.87,LATE REPORT. 3 SEMI-TRACTOR TRAILERS OVERTURNED ALONG INTERSTATE 55. (PAH)
2125,UNK,VERONA,ONEIDA,NY,43.13,-75.58,NUMEROUS SMALL TREES AND BRANCHES DOWN FOSTERS CORNERS RD AND SAND HILL RD. POSSIBLE FUNNEL CLOUD. (BGM)
2130,UNK,PREBLE,CORTLAND,NY,42.73,-76.13,TREES AND WIRE DOWN. (BGM)
2135,UNK,ROME,BRADFORD,PA,41.86,-76.34,LIMBS FALLEN ON HOUSE ON BEECH ST. (BGM)
2150,UNK,2 WSW ERIEVILLE,MADISON,NY,42.84,-75.77,ROOF BLOWN OFF HOUSE NEAR RT. 26 AND ERIEVILLE RD. ALSO REPORTS OF TREES AND WIRES DOWN NEAR TORPY RD. (BGM)
2155,60,POPLAR BLUFF,BUTLER,MO,36.76,-90.41,(PAH)
2155,UNK,5 NW CARBONDALE,JACKSON,IL,37.78,-89.28,LATE REPORT...FEW TREES DOWN BETWEEN CARBONDALE AND MURPHYSBORO. (PAH)
2156,UNK,1 N ROME,ONEIDA,NY,43.24,-75.49,PINE TREE BROKEN AGAINST HOUSE. (BGM)
2205,UNK,JONESBORO,UNION,IL,37.45,-89.27,LATE REPORT...WIDESPREAD DOWNED TREES COUNTYWIDE. (PAH)
2210,UNK,GREENCASTLE,FRANKLIN,PA,39.79,-77.73,TREES REPORTED DOWN. (CTP)
2223,UNK,QULIN,BUTLER,MO,36.6,-90.25,POWER LINES DOWN. (PAH)
2225,UNK,BUNCOMBE,JOHNSON,IL,37.47,-88.97,LATE REPORT...FEW TREES DOWN WITHIN THE COMMUNITY. (PAH)
2234,60,BERNIE,STODDARD,MO,36.67,-89.97,(PAH)
2235,UNK,BERNIE,STODDARD,MO,36.67,-89.97,LATE REPORT...COUPLE OF DOWNED TREES WITH SHINGLE DAMAGE TO ONE HOME. DESTROYED SWING SET. (PAH)
2237,UNK,2 NE HAGERSTOWN,WASHINGTON,MD,39.66,-77.7,POWER LINE DOWN (LWX)
2247,UNK,EDMESTON,OTSEGO,NY,42.7,-75.23,TREES DOWN (BGM)
2300,UNK,GOLCONDA,POPE,IL,37.36,-88.49,LATE REPORT...A FEW TREES DOWN IN THE COMMUNITY AS WELL AS NORTHEAST OF TOWN. (PAH)
2300,UNK,RICHFIELD SPRINGS,OTSEGO,NY,42.85,-74.99,TREES DOWN (BGM)
2309,UNK,2 WNW NORWICH,CHENANGO,NY,42.55,-75.56,MULTIPLE TREES DOWN BARTLETT RD AND STATE RT. 23 (BGM)
2310,UNK,2 NNE HAGERSTOWN,WASHINGTON,MD,39.66,-77.71,LARGE TREE BRANCH DOWN OVER THE TERRACE (LWX)
2315,UNK,COOPERSTOWN,OTSEGO,NY,42.7,-74.93,TREES DOWN ALONG LAKE ROAD (BGM)
2327,UNK,2 ENE FANCY FARM,GRAVES,KY,36.77,-88.76,LATE REPORT...FEW TREES AND POWER LINES DOWN. (PAH)
2327,UNK,MORRIS,OTSEGO,NY,42.55,-75.25,WIRES AND TRANSFORMER DOWN (BGM)
2338,78,4 E INCLINE VILLAGE,WASHOE,NV,39.24,-119.88,LITTLE VALLEY RAWS (REV)
2340,UNK,1 ESE MADISON,MADISON,FL,30.47,-83.4,NUMEROUS TREE LIMBS DOWN WITH DIAMETER AROUND 6 INCHES. AMATEUR RADIO ANTENNA DOWNED. (TAE)
2345,UNK,BREWERS,MARSHALL,KY,36.77,-88.44,LATE REPORT...FEW TREES AND POWER LINES DOWN IN THE COMMUNITY. (PAH)
2346,UNK,ONEONTA,OTSEGO,NY,42.45,-75.07,TREES DOWN (BGM)
2351,60,2 NNE NMSU,DONA ANA,NM,32.3,-106.74,SHEETS OF RAIN ALSO FALLING. (EPZ)
2358,UNK,5 NNW BURNT HILLS,SARATOGA,NY,42.98,-73.94,3 TREES DOWN NOT BLOCKING ANY ROADWAYS. TIME ESTIMATED BY RADAR. (ALY)
0003,UNK,BENHAM,RIPLEY,IN,38.98,-85.25,2 TREES DOWN (ILN)
0015,66,SAN AUGUSTIN PASS,DONA ANA,NM,32.43,-106.57,(EPZ)
0021,UNK,2 W CADIZ,TRIGG,KY,36.87,-87.86,ONE LARGE TREE DOWN ON WEST BOUND LANE OF HIGHWAY 68. RELAYED FROM SPOTTER. (PAH)
0030,61,6 ESE WSMR MAIN POST,DONA ANA,NM,32.36,-106.38,ELEV 4006 FT WSMR (EPZ)
0030,63,6 NE INCLINE VILLAGE,WASHOE,NV,39.31,-119.88,SLIDE MOUNTAIN WEATHER SENSOR. (REV)
0039,64,AURORA,DEARBORN,IN,39.07,-84.9,REPORT CALLED IN BY BROADCAST MEDIA. (ILN)
0045,UNK,HOPKINSVILLE,CHRISTIAN,KY,36.85,-87.49,LARGE TREE FELL AND DAMAGED A HOUSE ON HOPE ST IN HOPKINSVILLE. (PAH)
0045,UNK,1 NNW AURORA,DEARBORN,IN,39.08,-84.91,ONE TREE DOWN. (ILN)
0054,58,4 NNW VIRGINIA CITY,STOREY,NV,39.37,-119.67,58 MPH WIND GUST REPORTED AT NDOT FIVE MILE FLAT SENSOR AT 6348FT. (REV)
0055,68,RENO,WASHOE,NV,39.54,-119.82,68 MPH WIND GUST REPORTED AT RENO AIRPORT. (REV)
0108,UNK,5 E RENO,WASHOE,NV,39.54,-119.72,MULTIPLE REPORTS OF LARGE TREE LIMBS DOWN ALONG SPARKS BLVD AND AT THE SPARKS MARINA. SEVERAL LARGE LIMBS HAD DOWNED A FENCE SECTION. (REV)
0111,58,KM63,OTERO,NM,32.07,-106.15,(EPZ)
0113,71,5 NW RENO,WASHOE,NV,39.59,-119.89,71 MPH WIND GUST REPORTED AT NWS RENO OFFICE AT 613PM. (REV)
0118,60,TWIN PEAKS,DONA ANA,NM,32.4,-106.76,ELEV 4774 FT CWOP (EPZ)
0119,64,KBIF,EL PASO,TX,31.85,-106.38,(EPZ)
0120,UNK,CHAPARRAL,DONA ANA,NM,32.03,-106.4,LATE TWITTER REPORT OF ROOF DAMAGE TO SOME HOMES IN CHAPARRAL FROM THUNDERSTORM. (EPZ)
0127,UNK,RUSSELLVILLE,LOGAN,KY,36.84,-86.89,SOME TREES DOWN ON AREA ROADS. (LMK)
0208,UNK,FRANKFORT,ROSS,OH,39.4,-83.18,ONE TREE DOWNED IN FRANKFORT. (ILN)
0211,59,3 N DOYLE,LASSEN,CA,40.06,-120.09,THUNDERSTORM OUTFLOW AT DOYLE RAWS (REV)
0224,UNK,3 NE ANDERSONVILLE,ROSS,OH,39.46,-82.98,ONE TREE DOWNED ON ORR ROAD. (ILN)
0226,UNK,SCOTTSVILLE,ALLEN,KY,36.75,-86.2,SOME TREES DOWN ON ROADS ACROSS COUNTY. TIME ESTIMATED FROM RADAR. (LMK)
0254,UNK,1 NE MOORESVILLE,ROSS,OH,39.34,-82.84,ONE TREE DOWN ON CHARLESTON PIKE (ILN)
0332,UNK,HAMLET,FAULKNER,AR,35.08,-92.32,LARGE TREE BRANCHES SNAPPED OFF TREES IN HAMLET. (LZK)
0348,UNK,CONEWANGO,CATTARAUGUS,NY,42.24,-79.03,POWER LINES DOWN ON NORTHEAST ROAD. (BUF)
0350,62,GREYSTONE,LONOKE,AR,35.03,-92.05,A TRAINED SPOTTER MEASURED A WIND GUST OF 62 MPH. (LZK)
0405,UNK,LITTLE VALLEY,CATTARAUGUS,NY,42.25,-78.8,TREE AND WIRES DOWN ON EAGLE STREET. (BUF)
0421,62,GREYSTONE,LONOKE,AR,35.03,-92.05,A TRAINED SPOTTER MEASURED A WIND GUST OF 62 MPH. (LZK)
0535,UNK,OLEAN,CATTARAUGUS,NY,42.08,-78.43,TREE DOWN ON WINDFALL ROAD. (BUF)
Time,Size,Location,County,State,Lat,Lon,Comments
1958,100,TIDIOUTE,WARREN,PA,41.68,-79.4,(CTP)
2103,175,4 SSW PERRYVILLE,PERRY,MO,37.67,-89.9,PUBLIC REPORT NEAR HIGHLAND MISSOURI. MAJORITY OF HAIL WAS APPROXIMATELY DIME SIZE. REPORT RELAYED BY KFVS-12. DELAYED REPORT. (PAH)
2143,100,ZEIGLER,FRANKLIN,IL,37.9,-89.05,DIME TO QUARTER SIZE HAIL REPORTED IN THE COMMUNITY. (PAH)
2257,100,5 E DUNCAN,STEPHENS,OK,34.5,-97.87,(OUN)
2333,150,2 NE NMSU,DONA ANA,NM,32.31,-106.73,(EPZ)
2351,100,2 NNE NMSU,DONA ANA,NM,32.3,-106.74,SHEETS OF RAIN ALSO FALLING. (EPZ)
0018,100,CUBERO,CIBOLA,NM,35.09,-107.52,(ABQ)
0101,100,SOUTH LEBANON,WARREN,OH,39.37,-84.21,(ILN)
