Time,F_Scale,Location,County,State,Lat,Lon,Comments
1313,UNK,3 E SHELBYVILLE,BEDFORD,TN,35.49,-86.39,BRIEF EF-1 TORNADO DAMAGED THE ROOF OF A MAJOR WAREHOUSE AND TOSSED 6 EMPTY TRACTOR TRAILERS. (OHX)
2131,UNK,2 S COALING,TUSCALOOSA,AL,33.13,-87.35,WEAK TORNADO WITH MAX WINDS OF 75 MPH TOUCHED DOWN ALONG CLEMENTS RD AND MOVED NORTHEAST CROSSING HAGLER COALING RD...WIRE RD AND DUDLEY RD BEFORE LIFTING JUST NE OF DU (BMX)
2139,UNK,3 SW MERCEDE,TUSCALOOSA,AL,33.15,-87.29,MULTIPLE PINE TREES SNAPPED ALONG WIRE RD AND DUDLEY RD. TIME ESTIMATED FROM RADAR. (BMX)
2151,UNK,4 SE PINEVILLE,SMITH,MS,32.1,-89.36,CHICKEN HOUSE DAMAGED WITH TIN ROOF PARTIALLY OFF ALONG WITH TREES DOWN. OCCURRED ALONG CO ROAD 529. RESIDENTS WITNESSED THE TORNADO MOVE THROUGH THE AREA. (JAN)
2256,UNK,2 SSE FAIRFIELD,JEFFERSON,AL,33.45,-86.91,TREES DOWN AND STRUCTURAL DAMAGE. PERSON TRAPPED IN THEIR HOMES. UNKNOWN INJURIES. TIME ESTIMATED FROM RADAR. (BMX)
2301,UNK,2 SE FAIRFIELD,JEFFERSON,AL,33.45,-86.9,DEBRIS IN THE AIR AND A TDS DUAL POL SIGNATURE (BMX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1344,UNK,3 NE BAXTER,PUTNAM,TN,36.19,-85.6,3 BARNS DAMAGED AND 8 TREES DOWN AT CLEMMONS RD. (OHX)
1502,UNK,DUCK HILL,MONTGOMERY,MS,33.63,-89.71,TREE DOWN ACROSS HIGHWAY 51 NEAR DEVALDA DRIVE. REPORTED BY EMERGENCY MANAGEMENT (JAN)
1517,UNK,HOUSTON,CHICKASAW,MS,33.9,-89,TREES DOWN ON HUDDLESTON STREET. (MEG)
1629,UNK,5 ESE HENAGAR,DEKALB,AL,34.61,-85.66,SEVERAL TREES DOWN ACROSS AL 117 NEAR THE INTERSECTION WITH AL 40. (HUN)
2034,UNK,3 NW COLUMBUS,LOWNDES,MS,33.53,-88.44,DOWNED POWER LINES ON THE NORTH SIDE OF COLUMBUS (JAN)
2135,UNK,COALING,TUSCALOOSA,AL,33.16,-87.34,TREE AND POWER LINE DAMAGE. POSSIBLE TORNADO. TIME ESTIMATED. (BMX)
2144,UNK,LOUISVILLE,WINSTON,MS,33.12,-89.05,A COUPLE TREES WERE DOWN. (JAN)
2247,UNK,2 SE HICKORY,NEWTON,MS,32.3,-89,TREE DOWN (JAN)
2300,UNK,COALING,TUSCALOOSA,AL,33.16,-87.34,TREES AND POWER LINES DOWN NEAR DUDLEY ROAD. NUMBER OF TREES DOWN ON WIRE ROAD AND DUDLEY ROAD. POSSIBLE TORNADO. (BMX)
2318,UNK,3 S GEIGER,SUMTER,AL,32.83,-88.31,TWO COMMERCIAL BUILDINGS DAMAGED. ROLL-UP DOOR BLOWN OUT OF BUILDING. POWER OUT. ESTIMATED 40-50 MPH WINDS. CORRECTED TIME - ESTIMATED BY RADAR. (BMX)
2320,UNK,1 NNE LAWLEY,BIBB,AL,32.87,-86.95,WINDS ESTIMATED AT 40 TO 50 MPH TOSSED A TRAMPOLINE AND DESTROYED A SMALL SHED. A SINGLE TREE IN AN OPEN FIELD WAS PARTIALLY SNAPPED...AND TIN ON AN OLD BARN WAS PEELED (BMX)
0100,UNK,3 S GEIGER,SUMTER,AL,32.83,-88.31,TWO COMMERCIAL BUILDINGS DAMAGED. ROLL-UP DOOR BLOWN OUT OF BUILDING. POWER OUT. ESTIMATED 40-50 MPH WINDS. (BMX)
0107,UNK,3 NW EOLINE,BIBB,AL,33.02,-87.27,THUNDERSTORM WIND GUSTS OF 30 TO 40 MPH PRODUCED ISOLATED MINOR DAMAGE TO PINE TREES. (BMX)
0340,UNK,6 NNE BESSEMER,JEFFERSON,AL,33.44,-86.91,STRUCTURAL DAMAGE NEAR INTERSECTION OF JEFFERSON AVENUE SW AND 50TH STREET SOUTHWEST. POSSIBLE TORNADO. (BMX)
Time,Size,Location,County,State,Lat,Lon,Comments
2304,175,BIRMINGHAM,JEFFERSON,AL,33.53,-86.8,AT I-20 AND I-65 (BMX)
