Time,F-Scale,Location,County,State,Lat,Lon,Comments
2229,UNK,4 SE CASTELL,LLANO,TX,30.67,-98.91,TORNADO REPORT BY THE SHERIFF ON COUNTY ROAD 105. (EWX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1736,UNK,5 S TRANSYLVANIA,EAST CARROLL,LA,32.61,-91.18,TREE BLOWN DOWN ALONG SAND ROAD (JAN)
1743,UNK,3 WSW STARKVILLE,OKTIBBEHA,MS,33.44,-88.87,TREES DOWN ON POWERLINES ON OLD HIGHWAY 12 (JAN)
1755,UNK,3 WNW EPPS,WEST CARROLL,LA,32.62,-91.53,TREES DOWN ON DUCKWORTH ROAD (JAN)
1800,UNK,5 NNW MADISON,MADISON,MS,32.52,-90.15,A COUPLE TREES WERE DOWNED ALONG GLUCKSTADT ROAD (JAN)
1802,UNK,GOHEENVILLE,ARMSTRONG,PA,40.91,-79.37,LARGE TREE DOWNED BY THUNDERSTORM WINDS ON SR2866 IN BOGGS TOWNSHIP (PBZ)
1810,UNK,JACKSON,HINDS,MS,32.32,-90.21,POWER LINES WERE BLOWN DOWN ACROSS I-55 NEAR WOODROW WILSON DRIVE. THREE LANES OF THE INTERSTATE ARE CLOSED. (JAN)
1810,UNK,VICKSBURG,WARREN,MS,32.33,-90.87,2 TREES DOWN IN THE COUNTY. ONE IN THE CITY OF VICKSBURG AND ANOTHER ONE DOWN IN THE COUNTY. (JAN)
1830,UNK,LEESBURG,RANKIN,MS,32.44,-89.76,A SHED WAS BLOWN OVER ON HIGHWAY 481 NEAR LEESBURG (JAN)
1840,UNK,YOKENA,WARREN,MS,32.17,-90.94,TREES WERE BLOWN DOWN ALONG JEFF DAVIS ROAD (JAN)
1850,UNK,3 E LACOMBE,ST. TAMMANY,LA,30.31,-89.88,MULTIPLE TREES DOWN NEAR MAYFIELD ELEMENTARY ON HIGHWAY 190. (LIX)
1930,UNK,3 N FRUIT COVE,DUVAL,FL,30.15,-81.61,911 CALL CENTER REPORTED TREES AND POWERLINES DOWN ON ALADDIN TERRACE. (JAX)
