Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1350,UNK,BATAVIA,GENESEE,NY,43,-78.19,MULTIPLE TREES DOWN... ONE HITTING A CAR. (BUF)
1516,UNK,WATKINS GLEN,SCHUYLER,NY,42.38,-76.87,NUMEROUS TREES AND POLES REPORTED DOWN IN THE VILLAGE OF WATKINS GLEN (BGM)
1535,UNK,HORSEHEADS,CHEMUNG,NY,42.17,-76.83,NUMEROUS TREES DOWN IN HORSEHEADS... WIRES DOWN IN THE CITY OF ELMIRA AND TREES AND WIRES REPORTED DOWN IN SOUTHPORT. (BGM)
1810,UNK,4 SE MOUNTAINBURG,CRAWFORD,AR,35.59,-94.12,TREE DAMAGE ALONG WITH ROOF DAMAGE TO BARN (TSA)
1825,UNK,OLEAN,CATTARAUGUS,NY,42.08,-78.43,REPORT OF MULTIPLE TREES AND WIRES DOWN ACROSS THE CITY OF OLEAN. (BUF)
1825,UNK,WELLSVILLE,ALLEGANY,NY,42.12,-77.95,TREES DOWN IN WELLSVILLE. (BUF)
1830,UNK,3 ESE STREETSBORO,PORTAGE,OH,41.22,-81.29,THREE TREES DOWN IN SHALERVILLE TOWNSHIP. (CLE)
1835,UNK,SPARTA,CHRISTIAN,MO,37,-93.08,LARGE TREES REPORTED DOWN NEAR SPARTA HIGH SCHOOL. SILO REPORTED DAMAGED IN THE SAME AREA. (SGF)
1850,UNK,4 ESE MARSHFIELD,WEBSTER,MO,37.31,-92.84,TREE DOWN. (SGF)
1850,UNK,5 NNW RICHLAND,CAMDEN,MO,37.93,-92.44,TREES DOWN. ROOF DAMAGE TO BARN AND HOME. (SGF)
1850,UNK,DUKE CENTER,MCKEAN,PA,41.95,-78.48,TREES DOWN. (CTP)
1855,UNK,ROGERSVILLE,WEBSTER,MO,37.12,-93.06,SIX INCH TREES REPORTED DOWN IN TOWN. (SGF)
1857,UNK,2 WNW SPARTA,CHRISTIAN,MO,37.01,-93.11,SEVERAL TREES FROM ONE AND ONE HALF TO TWO FEET IN DAIMETER REPORTD DOWN ACROSS THE ROAD ALONG ROUTE 125 NEAR CARTER RD. (SGF)
1858,UNK,SALEM,COLUMBIANA,OH,40.9,-80.86,LARGE BRANCHES BROKEN (PBZ)
1903,UNK,2 W ROGERSVILLE,GREENE,MO,37.12,-93.09,LARGE TREE LIMBS REPORTED DOWN WITH ELECTRICAL LINES PULLED OFF POLE. (SGF)
1905,UNK,ULYSSES,POTTER,PA,41.9,-77.76,LARGE LIMBS DOWN. ESTIMATED 75 MPH WIND GUSTS. (CTP)
1910,UNK,BARLING,SEBASTIAN,AR,35.33,-94.3,LARGE TREE DOWN (TSA)
1920,UNK,5 W ROGERSVILLE,GREENE,MO,37.12,-93.15,TREE LIMBS REPORTED DOWN IN 60 MPH WINDS ALONG HIGHWAY 60. (SGF)
1921,UNK,ROGERSVILLE,WEBSTER,MO,37.12,-93.06,SIX INCH TREES REPORTED DOWN IN TOWN. (SGF)
1925,UNK,NEW CASTLE,LAWRENCE,PA,41,-80.35,NUMEROUS TREES DOWN IN AND AROUND NEW CASTLE (PBZ)
1925,UNK,6 W WELLSBORO,TIOGA,PA,41.75,-77.42,NUMEROUS REPORTS OF TREES AND WIRES DOWN BETWEEN WELLSBORO AND GALETON. (CTP)
