Time,F-Scale,Location,County,State,Lat,Lon,Comments
0654,UNK,2 NNE HUMANSVILLE,HICKORY,MO,37.83,-93.57,A WEAK TORNADO BRIEFLY TOUCHED DOWN BETWEEN PANTHER CREEK ALONG FARM ROAD 11 AND HIGHWAY 123 IN FAR SOUTHWEST HICKORY COUNTY. THE TORNADO UPROOTED TREES AND DESTROYED A (SGF)
Time,Speed,Location,County,State,Lat,Lon,Comments
2354,70,7 NW MONTEZUMA,GRAY,KS,37.67,-100.54,THE WIND WAS PICKING UP CONSIDERABLE DUST. (DDC)
0013,66,5 S INGALLS,GRAY,KS,37.76,-100.45,(DDC)
0058,UNK,2 E LEVELLAND,HOCKLEY,TX,33.58,-102.33,POWER POLES DOWN 2 MILES EAST OF LEVELLAND ON HIGHWAY 114. (LUB)
0155,UNK,5 S WOLFFORTH,LUBBOCK,TX,33.43,-102.01,TREES UPROOTED AND ROOF OFF OF A HOME. MOBILE HOME ALSO LOST ROOF. ESTIMATED WINDS 80-90 MPH. (LUB)
0200,95,6 SSW WOLFFORTH,LUBBOCK,TX,33.43,-102.05,OBSERVED BY WEST TEXAS MESONET SITE. (LUB)
0200,UNK,2 NE ROPESVILLE,HOCKLEY,TX,33.43,-102.13,THREE POWER POLES DOWN WEST OF U.S. 62 AND 82 ALONG FOSTER RD. (LUB)
0214,60,18 NE ASHLAND,COMANCHE,KS,37.37,-99.54,(DDC)
0220,UNK,SPEARMAN,HANSFORD,TX,36.2,-101.19,SMALL TREE LIMBS DOWN AROUND SPEARMAN (AMA)
0230,UNK,10 SSE LEVELLAND,HOCKLEY,TX,33.45,-102.3,THREE POWER POLES DOWN NORTHEAST OF INTERSECTION OF U.S. 385 AND FM41. (LUB)
0328,UNK,1 E COPAN,WASHINGTON,OK,36.9,-95.91,2 FOOT WIDE TREE UP-ROOTED AT 3990 RD AND 410 RD EAST OF COPAN. (TSA)
0408,70,PARSONS,LABETTE,KS,37.34,-95.27,TRAINED SPOTTER REPORTED 60 TO 70 MPH WIND GUSTS IN PARSONS WITH HEAVY RAINFALL. (ICT)
0427,60,HIGGINS,LIPSCOMB,TX,36.12,-100.03,(AMA)
0431,UNK,5 S LEVELLAND,HOCKLEY,TX,33.51,-102.36,FENCES BLOWN DOWN AT 1585 AND 3261... 50-60 HEAD OF CATTLE LOSE ON ROAD (LUB)
0432,60,ALTAMONT,LABETTE,KS,37.19,-95.29,ESTIMATED 55-60 MPH WINDS AND PEA SIZED HAIL. (ICT)
0435,60,GREENBUSH,CRAWFORD,KS,37.51,-94.99,SHERIFF DEPUTY ESTIMATED WIND GUSTS OF 50 TO 60 MPH. (SGF)
0450,60,WEST MINERAL,CHEROKEE,KS,37.28,-94.92,(SGF)
0620,UNK,1 NNE PAMPA,GRAY,TX,35.56,-100.96,WIND DAMAGE TO ROOF...POWER LINE...AND FENCE REPORTED IN PAMPA (AMA)
Time,Size,Location,County,State,Lat,Lon,Comments
