Time,F_Scale,Location,County,State,Lat,Lon,Comments
1826,UNK,2 E CULLODEN,MONROE,GA,32.86,-84.06,EMERGENCY MANAGER REPORTING TREES DOWN IN THE CULLODEN COMMUNITY. POSSIBLE TORNADO (FFC)
1829,UNK,4 SW CULLODEN,UPSON,GA,32.82,-84.13,SEVERAL TREES SNAPPED OR UPROOTED ALONG MOUNT CARMEL ROAD IN UPSON COUNTY. EF-0 TORNADO CONFIRMED FROM NWS SURVEY AND ARCHIVED RADAR DATA. ADDITIONAL DETAILS IN PUBLIC (FFC)
2224,UNK,MODESTO,STANISLAUS,CA,37.66,-120.99,INVESTIGATING POSSIBLE TORNADO IN MODESTO/CERES WILL ISSUE LOCAL STORM REPORT UPDATE SOON AS POSSIBLE. (STO)
2300,UNK,1 N CERES,STANISLAUS,CA,37.62,-120.96,UPDATE TO PREVIOUS LSR: EF0 TORNADO IN CERES ESTIMATED ON THE GROUND AROUND 3:00-3:05 PM PST. DAMAGE BETWEEN DAVIS WAY AND NORTH CENTRAL AVE. TO PARK E DRIVE... AND VINEW (ST
2310,UNK,FOLSOM,SACRAMENTO,CA,38.68,-121.15,TORNADO 4 MILES EAST OF BRIGGS RANCH DRIVE IN FOLSOM. DAMAGE AND INTENSITY UNKNOWN AT THIS TIME... WILL FOLLOW UP WITH ANOTHER LOCAL STORM REPORT. (STO)
2310,UNK,2 NW EL DORADO HILLS,EL DORADO,CA,38.7,-121.1,EF1 DAMAGE HAS BEEN CONFIRMED IN EL DORADO HILLS AND CAMERON PARK. SEVERAL RESIDENCES WERE AFFECTED... WITH ROOFS DAMAGED... FENCES BLOWN OVER... AND LARGE TREES UPROOTED. ON
2315,UNK,1 N CERES,STANISLAUS,CA,37.62,-120.96,EF0 DAMAGE HAS BEEN CONFIRMED IN CERES FROM DAVIS RD TO VINEWOOD DR. A CARPORT COLLAPSED CAUSING DAMAGE TO A HOUSE. SEVERAL FENCES WERE DAMAGED AND SEVERAL TREES WERE D (STO)
Time,Speed,Location,County,State,Lat,Lon,Comments
1627,60,2 E OPELIKA,LEE,AL,32.66,-85.34,STRONG WIND GUSTS WERE REPORTED TO CAUSE BROKEN WINDOWS AND DOWNING OF TREES (BMX)
2116,UNK,13 SE LINCOLNTON,COLUMBIA,GA,33.64,-82.34,TREE ACROSS ROADWAY ON RAY OWENS ROAD AT EUBANK DRIVE (CAE)
2131,UNK,3 ENE CLARKS HILL,EDGEFIELD,SC,33.67,-82.11,TREES DOWN ON GARRETT ROAD IN EDGEFIELD COUNTY. (CAE)
2145,UNK,1 SSW EDGEFIELD,EDGEFIELD,SC,33.77,-81.94,TREES DOWN ON SWEETWATER ROAD (CAE)
2225,UNK,9 S SUMMIT,LEXINGTON,SC,33.79,-81.42,TREES IN ROADWAY FAIRVIEW ROAD AND TRUEX ROAD (CAE)
2235,UNK,6 W FLOWOOD,HINDS,MS,32.32,-90.2,UTILITY LINES DOWNED AT MARTIN LUTHER KING JR DR AND CARVER ST IN JACKSON (JAN)
2250,UNK,1 NE MODESTO,STANISLAUS,CA,37.68,-120.98,STRAIGHT LINE WINDS. TREE DOWN AT COFFEE AND ATHENS ROAD. TREE BROUGHT DOWN 12 POWER POLES. SHALLOW ROOTS ON TREE. (STO)
0010,UNK,1 W MOSS,JASPER,MS,31.82,-89.19,A TREE WAS DOWN ON HIGHWAY 15. (JAN)
0520,UNK,HOMER,CLAIBORNE,LA,32.79,-93.06,TREE DOWN ON WEST 3RD STREET IN HOMER (SHV)
Time,Size,Location,County,State,Lat,Lon,Comments
2210,275,1 W TERRY,HINDS,MS,32.1,-90.32,PUBLIC REPORT FROM GAS STATION OF HAILSTONES UP TO THE SIZE OF BASEBALLS FALLING ALONG GREEN GABLE ROAD. (JAN)
2230,200,4 SSW JACKSON,HINDS,MS,32.27,-90.23,AT LEAST 2 INCH SIZED HAIL REPORTED IN BYRAM. RELAYED VIA SOCIAL MEDIA. (JAN)
2233,100,TERRY,HINDS,MS,32.1,-90.3,QUARTER SIZED HAIL REPORTED IN TERRY. (JAN)
0250,100,1 ENE CEDAR CREEK,SCHLEY,GA,32.4,-84.37,PUBLIC REPORTED QUARTER INCH HAIL IN EXTREME NORTHERN SCHLEY COUNTY. (FFC)
