Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1320,UNK,6 SSE COUNTRY CLUB VILL,BUCHANAN,MO,39.76,-94.77,4 TO 6 INCH HEALTHY TREES KNOCKED OVER... BUT NOT SNAPPED NEAR ST JOSEPH. EXPECTED WIND SPEED OF 45 TO 55 MPH. (EAX)
1930,UNK,3 NNE FRUIT COVE,DUVAL,FL,30.14,-81.6,DOWNED POWER LINES ON HOOD LANDING RD... SOUTH OF JULINGTON CREEK RD. TIME ESTIMATED WITH RADAR. (JAX)
2237,UNK,NAYLOR,LOWNDES,GA,30.91,-83.08,TREES DOWN NEAR NAYLOR (TAE)
2258,60,1 SSW MOODY AFB,LOWNDES,GA,30.97,-83.19,KVAD REPORTED 52KT GUST AT THE 23Z HOURLY OB. (TAE)
2325,UNK,1 W LOWRY CITY,ST. CLAIR,MO,38.14,-93.75,PULSE THUNDERSTORM WIND GUSTS DAMAGED A FARM OUTBUILDING ON HIGHWAY A WEST OF LOWRY CITY. (SGF)
2340,UNK,VALLEY SCHOOLS,BRISCOE,TX,34.38,-100.99,PORTION OF METAL ROOF TORN FROM HOUSE. TIME ESTIMATED FROM RADAR. (LUB)
0025,76,2 WSW CLARENDON,DONLEY,TX,34.92,-100.93,(AMA)
0517,UNK,1 S REMINGTON,JASPER,IN,40.75,-87.15,ONE LARGE TREE DOWNED. (LOT)
0705,58,2 WNW ATLANTIC,CASS,IA,41.41,-95.05,THE ATLANTIC AWOS GUSTED TO 50 KTS. (DMX)
0715,UNK,ATLANTIC,CASS,IA,41.4,-95.01,SEVERAL LARGE LIMBS DOWN AND DAMAGE TO A SHED. REPORT VIA SOCIAL MEDIA. (DMX)
Time,Size,Location,County,State,Lat,Lon,Comments
0043,100,4 NNW SOUTH LAKE TAHOE,DOUGLAS,NV,39,-120,HAIL OF 1 INCH DIAMETER WAS REPORTED AT D. L. BLISS STATE PARK AT LAKE TAHOE. (REV)
0705,125,WOLCOTT,WHITE,IN,40.76,-87.04,(IWX)
0705,100,3 E DICKENS,CLAY,IA,43.14,-94.97,(FSD)
0708,100,1 NNW RUTHVEN,PALO ALTO,IA,43.14,-94.9,(DMX)
1000,225,8 S DUPREE,ZIEBACH,SD,44.93,-101.59,(UNR)
1045,175,8 S RIDGEVIEW,DEWEY,SD,44.96,-100.8,(ABR)
1136,100,9 SW SUTTON BAY REC ARE,SULLY,SD,44.78,-100.47,(ABR)
