Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2202,UNK,4 NNW ADDY,STEVENS,WA,48.4,-117.85,4 LARGE PINE TREES DOWN. SUDDEN OUTFLOW WINDS. (OTX)
2340,62,7 SE GLEN,BEAVERHEAD,MT,45.39,-112.6,STRONG WINDS COMBINED WITH A LINE OF THUNDERSTORMS TO PRODUCE GUSTS TO 62 MPH. (TFX)
2357,64,5 NE DILLON,BEAVERHEAD,MT,45.26,-112.55,SYNOPTIC SCALE WINDS WITH A LINE OF THUNDERSTORMS PRODUCED GUSTS TO 64 MPH. (TFX)
0040,71,8 W TOWNSEND,BROADWATER,MT,46.31,-111.7,PREEXISTING STRONG WINDS COMBINED WITH FAST MOVING THUNDERSTORMS TO PRODUCE GUSTS TO 71 MPH AT ELKHORN RAWS AT 6010 FEET ELEVATION. (TFX)
0119,58,2 NW BELGRADE,GALLATIN,MT,45.8,-111.21,(TFX)
0121,65,3 SSE BOZEMAN,GALLATIN,MT,45.64,-111.02,STRONG WINDS COMBINED WITH A LINE OF THUNDERSTORMS TO PRODUCE GUSTS TO 65 MPH. (TFX)
0346,65,10 E MOLT,YELLOWSTONE,MT,45.85,-108.73,(BYZ)
Time,Size,Location,County,State,Lat,Lon,Comments
