Time,F-Scale,Location,County,State,Lat,Lon,Comments
1818,UNK,2 S GIBSON CITY,FORD,IL,40.44,-88.38,A VERY BRIEF TOUCHDOWN FROM A ROTATING WALL CLOUD. THIS OCCURRED ON THE EAST SIDE OF ILLINOIS HIGHWAY 47. NO DAMAGE WAS REPORTED. (LOT)
Time,Speed,Location,County,State,Lat,Lon,Comments
1530,67,20 SE CASCADE,CASCADE,MT,47.07,-111.4,(TFX)
1657,UNK,3 N LITTLEVILLE,COLBERT,AL,34.63,-87.68,TREE DOWN ON BLUE RD. TIME ESTIMATED BY RADAR (HUN)
1657,UNK,CHEROKEE,COLBERT,AL,34.76,-87.97,POWER OUTAGE. DAMAGE TO ROOF OF LIBRARY. TIME ESTIMATED BY RADAR. (HUN)
1915,UNK,FARMINGTON,FAYETTE,PA,39.81,-79.57,SEVERAL TREES DOWN CAUSED SIGNIFICANT DAMAGE TO VEGETATION (PBZ)
1930,UNK,PARKER,LA PAZ,AZ,34.13,-114.28,POWER LINES DOWN ALONG AZ-95 NORTH AND SOUTH OF PARKER. ALL WASHES RUNNING. (PSR)
2020,UNK,1 N FLEMING-NEON,LETCHER,KY,37.21,-82.7,A TREE WAS DOWNED ON HWY 315. (JKL)
2040,UNK,1 SW FREEDOM,OWEN,IN,39.2,-86.88,TREES DOWNED ON GLORYVILLE ROAD 1 MILE SW OF FREEDOM. TREES ALSO DOWNED ON PARRISH ROAD AND HARRINGTON ROAD NEAR FREEDOM. TIME ESTIMATED FROM RADAR. LATE REPORT. (IND)
2050,UNK,MILLSTONE,LETCHER,KY,37.17,-82.75,TREE DOWN ON HWY 803. (JKL)
2100,UNK,WALWORTH,WAYNE,NY,43.14,-77.27,NUMBEROUS TREES DOWN ACROSS WESTERN WAYNE COUNTY (BUF)
2111,UNK,1 SW THORNTON,LETCHER,KY,37.15,-82.75,TREE AND POWER LINES DOWN ON SERGENT ROAD. (JKL)
2115,UNK,EAST WILLIAMSON,WAYNE,NY,43.23,-77.15,TREE ON HOUSE IN EAST WILLIAMSON AREA (BUF)
2127,UNK,SANDBORN,KNOX,IN,38.9,-87.18,TREE DOWN ON EAST SIDE OF TOWN AT COLLEGE ST AND SCHUTTESVILLE RD OF UNKNOWN CONDITION...APROX 7 INCHES DIAMETER. UNSURE IF STORM RELATED. TIME ESTIMATED. (IND)
2135,UNK,2 N PLAINVILLE,DAVIESS,IN,38.83,-87.15,TREES ACROSS HIGHWAY 57. MARBLE SIZE HAIL. TIME ESTIMATED. (IND)
2139,UNK,SAVANNAH,WAYNE,NY,43.07,-76.76,REPORTED MULTIPLE TREES DOWN. (BUF)
2145,UNK,2 NW NORTON,WISE,VA,36.95,-82.65,DISPATCH REPORTED A COUPLE TREES DOWN OFF OF BRUMMITT HOLLOW ROAD AND GUEST RIVER ROAD. (MRX)
2150,UNK,FAIRPORT,MONROE,NY,43.1,-77.44,TREE DOWN ON HOUSE (BUF)
2200,UNK,PENNINGTON GAP,LEE,VA,36.76,-83.03,DISPATCH REPORTED MULTIPLE TREES DOWN IN THE PENNINGTON GAP AREA. (MRX)
2212,70,WASHINGTON,DAVIESS,IN,38.66,-87.17,(IND)
2216,UNK,3 W BROWNVILLE,JEFFERSON,NY,44.01,-76.04,TREES DOWN (BUF)
2225,UNK,VOLNEY,OSWEGO,NY,43.34,-76.36,TREE DOWN (BUF)
2228,UNK,WHITESVILLE,ALLEGANY,NY,42.04,-77.77,POWERLINES DOWN (BUF)
2230,UNK,2 ENE JONESVILLE,LEE,VA,36.7,-83.08,DISPATCH REPORTED A TREE DOWN OFF CAMPGROUND ROAD. (MRX)
2241,UNK,EDINBURGH,JOHNSON,IN,39.35,-85.97,TWO TREES DOWN. POWERLINES DOWN ON WALNUT STREET JUST NORTH OF BARTHOLOMEW. (IND)
2241,UNK,4 NE FLAT ROCK,SHELBY,IN,39.41,-85.78,REPORTS OF TREES...LIMBS...AND POWER LINES DOWN AND POSSIBLE DAMAGE TO A RESIDENCE BETWEEN 900 SOUTH AND 1000 SOUTH ON STATE ROUTE 9. TIME ESTIMATED. (IND)
2242,UNK,SANDY CREEK,OSWEGO,NY,43.64,-76.09,TREE DOWN (BUF)
2245,UNK,ELLISBURG,JEFFERSON,NY,43.74,-76.13,TREES DOWN (BUF)
2256,UNK,SNEEDVILLE,HANCOCK,TN,36.54,-83.21,DISPATCH REPORTED TWO TREES DOWN...ONE OFF PAUL TRENT ROAD AND THE OTHER OFF HILLSIDE STREET. (MRX)
2320,UNK,TAZEWELL,CLAIBORNE,TN,36.46,-83.58,DISPATCH REPORTED A TREE DOWN IN TAZEWELL. (MRX)
2320,UNK,FRANCISCO,GIBSON,IN,38.33,-87.45,SIDING PEELED OFF A HOUSE. (PAH)
2330,UNK,1 NE MOSS,JASPER,MS,31.83,-89.17,TREES SNAPPED AND UPROOTED NEAR MOSS. REPORT RECEIVED VIA FACEBOOK AND CONFIRMED BY JASPER S.O. (JAN)
2330,UNK,FALL BRANCH,WASHINGTON,TN,36.42,-82.62,DISPATCH REPORTER A TREE DOWN. (MRX)
2335,UNK,2 SW BEAN STATION,GRAINGER,TN,36.32,-83.31,DISPATCH REPORTED A COUPLE TREES DOWN ON HIGHWAY 375. (MRX)
2340,UNK,3 SW BLUFF CITY,SULLIVAN,TN,36.43,-82.31,DISPATCH REPORTED A TREE DOWN OFF ALLISON ROAD. (MRX)
2340,UNK,1 E MACKEY,GIBSON,IN,38.25,-87.37,LARGE BARN BLOWN DOWN...MULTIPLE TREES SNAPPED AND UPROOTED...DEBRIS BLOCKING ROADS...SHINGLES OFF HOUSES (PAH)
2345,64,9 E PEORIA,MARICOPA,AZ,33.69,-112.08,(PSR)
2345,UNK,2 SE DAYTON,RHEA,TN,35.47,-84.99,DISPATCH REPORTED TWO TREES DOWN...ONE OFF OF RAY ROAD AND THE OTHER OFF BLYTHE FERRY ROAD. (MRX)
2345,60,CAMP HILL,CUMBERLAND,PA,40.24,-76.93,(CTP)
2345,UNK,CAMP HILL,CUMBERLAND,PA,40.24,-76.93,LIMBS DOWN (CTP)
2351,UNK,3 NE AUGUSTA SPRINGS,AUGUSTA,VA,38.13,-79.28,TREE DOWN AT THE 800 BLOCK OF LITTLE CALF PASTURE HIGHWAY DUE TO STRONG THUNDERSTORM WINDS. (LWX)
2353,UNK,PAXTONIA,DAUPHIN,PA,40.32,-76.79,TREES DOWN IN LOWER PAXTON TOWNSHIP (CTP)
2354,UNK,RUTLEDGE,GRAINGER,TN,36.27,-83.52,SPOTTER REPORTED HEAVY RAIN,PEA-SIZE HAIL,AND LARGE TREE LIMBS DOWN. (MRX)
2355,UNK,4 WNW MORRISTOWN,HAMBLEN,TN,36.24,-83.36,DISPATCH REPORTED A TREE BLOWN OVER. (MRX)
0010,65,NEWBURGH,WARRICK,IN,37.95,-87.4,SPOTTER REPORTED HEALTHY 10 INCH DIAMETER TREE BLOWN DOWN IN YARD. (PAH)
0012,UNK,GOLDSBORO,YORK,PA,40.15,-76.75,WIRES DOWN ALONG VALLEY ROAD (CTP)
0014,UNK,ELIZABETHTOWN,LANCASTER,PA,40.15,-76.6,TREES AND POWER LINES DOWN (CTP)
0015,UNK,BYBEE,COCKE,TN,36.04,-83.18,DISPATCH REPORTED MULTIPLE TREES DOWN IN THE BYBEE AREA. (MRX)
0025,UNK,3 NE DANDRIDGE,JEFFERSON,TN,36.05,-83.38,DISPATCH REPORTED A TREE DOWN ON OAK GROVE ROAD. (MRX)
0030,UNK,2 NE STRAWBERRY PLAINS,GRAINGER,TN,36.08,-83.66,DISPATCH REPORTED A TREE DOWN ON FRIEND STATION ROAD IN NEW MARKET. (MRX)
0035,UNK,NEWPORT,COCKE,TN,35.96,-83.19,DISPATCH REPORTED MULTIPLE TREES DOWN IN THE NEWPORT AREA. (MRX)
0045,UNK,HARRISON,HAMILTON,TN,35.13,-85.15,DISPATCH REPORTED TWO TREES DOWN...ONE OFF OF GARFIELD ROAD AND THE OTHER OFF OF STILLHILL ROAD. (MRX)
0057,67,2 NNW ANTHEM,MARICOPA,AZ,33.88,-112.15,(PSR)
0100,UNK,4 NE PIGEON FORGE,SEVIER,TN,35.83,-83.51,DISPATCH REPORTED A TREE DOWN ON DIXON BRANCH ROAD. (MRX)
0103,59,TONOPAH,NYE,NV,38.07,-117.23,THUNDERSTORM PRODUCED WIND GUST TO 59 MPH AT 603 PM AT THE TONOPAH AIRPORT. (LKN)
