Time,F_Scale,Location,County,State,Lat,Lon,Comments
1920,UNK,5 W WASKOM,HARRISON,TX,32.49,-94.15,AN EF-1 TORNADO DAMAGED SEVERAL METAL BUILDINGS AT FIVE STAR BUILDERS AND UPROOTED AND SNAPPED TREES ALONG ITS PATH AS IT TRACKED EAST. ESTIMATED PEAK WIND...90 MPH. PA (SHV)
1934,UNK,1 SSE WASKOM,HARRISON,TX,32.46,-94.06,AN EF-1 TORNADO TOUCHED DOWN JUST SOUTH OF I-20 SSE OF WASKOM AND JUST WEST OF MAGNOLIA ROAD. DAMAGE WAS CAUSED TO METAL BUILDINGS AND EQUIPMENT AT RED DIAMOND OILFIELD (SHV)
1939,UNK,1 ENE GREENWOOD,CADDO,LA,32.45,-93.96,*** 1 INJ *** AN EF-1 TORNADO INITIALLY BEGAN JUST NORTH OF I-20 IN GREEDWOOD NEAR THE OLD KELLY TRUCK STOP. TREES WERE UPROOTED AND SNAPPED ALONG THE DAMAGE PATH. SEVE (SHV)
2008,UNK,5 NNE STONEWALL,DE SOTO,LA,32.33,-93.77,AN EF-1 TORNADO BROKE SEVERAL HARDWOOD TREE LIMBS ALONG A SHORT NORTH TO SOUTH PATH. ESTIMATED PEAK WIND...100 MPH. PATH LENGTH...0.25 MILES. PATH WIDTH...250 YARDS. (SHV)
Time,Speed,Location,County,State,Lat,Lon,Comments
1859,UNK,1 NNE IVY,ALBEMARLE,VA,38.06,-78.59,TREE DOWN NEAR 1000 BLOCK OF OWENSVILLE RD (LWX)
1910,62,5 NW RIVERTON,FREMONT,WY,43.09,-108.49,(RIW)
1920,UNK,8 W WASKOM,HARRISON,TX,32.48,-94.2,LARGE TREE SNAPPED 8 MILES WEST OF WASKOM (SHV)
1940,UNK,GREENWOOD,CADDO,LA,32.44,-93.97,SIGNS DOWN ON I-20 AND SHEDS DESTROYED. (SHV)
1955,UNK,SHREVEPORT,CADDO,LA,32.47,-93.8,HAIL COVERING THE GROUND...A FEW TREES DOWN ON SHED (SHV)
1955,UNK,8 W WASKOM,HARRISON,TX,32.48,-94.2,NUMEROUS LIMBS DOWN ON I-20 (SHV)
2015,UNK,SHREVEPORT,CADDO,LA,32.47,-93.8,HAIL DAMAGED VEHICLES...TREES DOWN...POWER LINES DOWN (SHV)
2031,UNK,1 SE GOULDIN,HANOVER,VA,37.77,-77.69,TREE DOWN ON TAYLORS CREEK RD (AKQ)
2045,70,9 ESE BEECHER ISLAND,CHEYENNE,KS,39.84,-101.96,ALSO COPIOUS AMOUNTS OF PEA AND MARBLE SIZED HAIL COVERING THE GROUND (GLD)
2050,UNK,WAKEFIELD,DIXON,NE,42.27,-96.87,SEVERAL 6-8 INCH DIAMETER TREE BRANCHES DOWN IN TOWN. ALSO THERE WAS SOME DIME SIZED HAIL FOR A COUPLE MINUTES. (FSD)
2055,59,2 S KIMBALL,KIMBALL,NE,41.2,-103.66,(CYS)
2120,UNK,MARTIN,RED RIVER,LA,32.1,-93.22,TREES DOWN (SHV)
2130,UNK,1 SE GOULDIN,HANOVER,VA,37.77,-77.69,TREE DOWN ON TAYLORS CREEK RD (AKQ)
2210,UNK,SHACKLEFORDS,KING AND QUEEN,VA,37.55,-76.73,TREE DOWN ON PLAINVIEW LANE (AKQ)
2242,64,13 SE FISHING CREEK,ANZ543,MD,38.22,-76.04,(LWX)
0015,UNK,EL DORADO,UNION,AR,33.22,-92.66,NUMEROUS TREES DOWN...POWER LINES DOWN...SOME STRUCTURAL DAMAGE...SOME COUNTY ROADS PARTIALLY FLOODED (SHV)
Time,Size,Location,County,State,Lat,Lon,Comments
1810,100,9 SE JULESBURG,SEDGWICK,CO,40.9,-102.15,(BOU)
1824,175,2 N ECKLEY,YUMA,CO,40.14,-102.49,(GLD)
1850,100,13 WNW WRAY,YUMA,CO,40.15,-102.45,(GLD)
1851,100,1 S TOPSFIELD,WASHINGTON,ME,45.4,-67.74,HALF OF HAILSTONES QUARTER SIZED AND HALF DIME SIZED. HAIL COVERING GROUND. (CAR)
1854,100,4 NNE WRAY,YUMA,CO,40.13,-102.2,DELAYED REPORT FROM A COCORAHS OBSERVER OF THREE QUARTER INCH TO ONE INCH IN DIAMETER HAIL. (GLD)
1927,100,WRAY,YUMA,CO,40.08,-102.23,NICKEL TO QUARTER SIZE HAIL IN WRAY. (GLD)
1953,100,2 N WINSIDE,WAYNE,NE,42.21,-97.17,HAIL UP TO QUARTER SIZE (OAX)
1955,100,9 S HAYES CENTER,HAYES,NE,40.38,-101.02,HAIL IS COVERING THE GROUND WITH THE LARGEST STONES BEING QUARTER SIZED. (LBF)
1957,175,COOPER,WASHINGTON,ME,44.96,-67.44,(CAR)
1957,175,CALAIS,WASHINGTON,ME,45.19,-67.28,(CAR)
2008,175,SHREVEPORT,CADDO,LA,32.47,-93.8,HOUSE HAD ROOF PEELED BACK . PORCH KNOCKED OFF. (SHV)
2054,100,30 SE SHREVEPORT,RED RIVER,LA,32.16,-93.43,INTERSECTION OF HWY 71 AND HWY 4 (SHV)
2145,150,5 N CAMPTI,NATCHITOCHES,LA,31.97,-93.11,(SHV)
0055,100,26 S MERRIMAN,CHERRY,NE,42.54,-101.7,GROUND IS COVERED WITH NICKEL TO QUARTER SIZE HAIL. (LBF)
