Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1840,59,5 E DARES BEACH,ANZ533,MD,38.56,-76.41,(LWX)
1905,UNK,3 NW JACKSONBORO,COLLETON,SC,32.8,-80.49,TREE IN THE ROADWAY AT EAST JACKSONBORO ROAD AND SC HIGHWAY 64. (CHS)
1931,UNK,4 N NESMITH,WILLIAMSBURG,SC,33.73,-79.52,TREE DOWN ON A POWERLINE ALONG HIGHWAY 261 NEAR THE STUCKEY AIRPORT. (ILM)
2014,62,NE AKRON,WASHINGTON,CO,40.16,-103.21,(BOU)
2150,69,1 WSW POINT LOOKOUT,ANZ537,MD,38.03,-76.34,(LWX)
2205,UNK,1 W CHIP,CRAVEN,NC,35.23,-77.15,REPORT OF FOUR CEDAR TREES BLOWN DOWN WITH TOPS BROKEN OFF. SHINGLES AND GUTTERS BLOWN OFF STORAGE SHED. (MHX)
0130,UNK,1 WSW GLENNS,GLOUCESTER,VA,37.56,-76.63,TREES DOWN ON LEWIS B PULLER HWY (AKQ)
Time,Size,Location,County,State,Lat,Lon,Comments
