Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1415,UNK,4 E COLFAX,WHITMAN,WA,46.88,-117.28,NUMEROUS TREES DOWN AND DAMAGE TO BARN AND SHED AT A FAMILY FARM NEAR COLFAX. (OTX)
1842,UNK,4 NNW LINDEN,HARNETT,NC,35.31,-78.78,1 TREE DOWN ON BUNN LEVEL ROAD (RAH)
1850,UNK,6 NE NINE TIMES,PICKENS,SC,34.96,-82.76,TREE AND POWER LINE BLOCKING BOTH LANES OF HOLLY SPRINGS SCHOOL ROAD. ANOTHER TREE WAS BLOWN DOWN ON MEECE MILL RD NEAR GRAVLEY RD. (GSP)
1850,UNK,ABERDEEN,MOORE,NC,35.14,-79.42,2 TREES DOWN (RAH)
1851,UNK,FUQUAY-VARINA,WAKE,NC,35.59,-78.79,TREE ON A POWERLINE IN FUQUAY-VARINA (RAH)
1900,UNK,2 SSE COLUMBUS,POLK,NC,35.21,-82.19,2 TREES SNAPPED AND 2 LARGE LIMBS DOWN ALONG I-26 BETWEEN MILE MARKERS 69 AND 70. (GSP)
1902,UNK,4 WSW LINDEN,CUMBERLAND,NC,35.24,-78.82,ROOF BLOWN OFF A WOODEN BARN... SEVERAL TREES DOWN (RAH)
1914,UNK,2 ESE LAKE WYLIE,MECKLENBURG,NC,35.1,-81.01,MULTIPLE TREES DOWN ON SOUTH POINT AND REESE WILSON ROADS. (GSP)
1914,UNK,4 NNE LAKE WYLIE,GASTON,NC,35.17,-81.03,MULTIPLE TREES DOWN ON SOUTH POINT AND REESE WILSON ROADS. (GSP)
1916,UNK,2 WSW SILVER CITY,HOKE,NC,34.99,-79.26,1 TREE AND 2 POWER POLES DOWN ALONG HIGHWAY 211 2 MILES WEST OF RAEFORD (RAH)
1930,UNK,7 WSW LINDEN,CUMBERLAND,NC,35.21,-78.85,1 TREE DOWN (RAH)
1935,UNK,5 NNW PINEVILLE,MECKLENBURG,NC,35.15,-80.93,TREES DOWN ON WEST ARROWOOD ROAD NEAR SOUTH TRYON STREET. TIME ESTIMATED BY RADAR. (GSP)
1935,UNK,HOLLY SPRINGS,WAKE,NC,35.66,-78.84,LARGE LIMB ON POWER LINE - BLOWN TRANSFORMER (RAH)
1944,UNK,3 ENE CATAWBA,LANCASTER,SC,34.88,-80.86,VAN WYCK POST OFFICE REPORTED TREES DOWN ON VAN WYCK ROAD 2 MILES NORTH OF TOWN. TIME ESTIMATED BASED ON RADAR. (CAE)
1957,UNK,ESE STALLINGS,UNION,NC,35.08,-80.69,TREE DOWN ON COMMANCHE LANE. (GSP)
2000,UNK,4 SW KODAK,SEVIER,TN,35.93,-83.68,A COUPLE OF TREES DOWN. (MRX)
2002,65,3 SSE STALLINGS,UNION,NC,35.04,-80.66,PUBLIC REPORT OF 65 MPH GUSTS MEASURED ON WEATHER SENSOR. (GSP)
2008,UNK,2 NE ROCK HILL,YORK,SC,34.96,-81,A COUPLE OF TREES DOWN ON HUEY ROAD NEAR MT GALLANT ROAD. (GSP)
2010,UNK,CHESTERFIELD,CHESTERFIELD,SC,34.74,-80.09,SHERIFFS OFFICE REPORTED POWERLINES AND TREES DOWN IN THE TOWN OF CHESTERFIELD (CAE)
2015,UNK,3 SW EVERGREEN,APPOMATTOX,VA,37.28,-78.82,TREES DOWN ON RED HOUSE ROAD (RNK)
2024,UNK,5 E MONROE,UNION,NC,34.99,-80.45,SEVERAL REPORTS OF TREES DOWN IN THE MONROE AND WINGATE AREAS. TIME ESTIMATED WITH RADAR. (GSP)
2025,UNK,2 WSW MENOMINEE,MENOMINEE,MI,45.11,-87.65,DELAYED REPORT. DOZENS OF SNAPPED BRANCHES AND SEVERAL LARGE TREES GREATER THAN 18 INCHES IN DIAMETER FELL ONTO GRAVE MARKERS AT RIVERSIDE CEMETERY. (MQT)
2031,UNK,4 NW GREAT FALLS,CHESTER,SC,34.61,-80.96,TREES DOWN IN ROAD ON STROUGH RD (GSP)
2040,60,3 S AYDEN,PITT,NC,35.43,-77.42,LOTS OF LARGE TREE LIMBS DOWN (MHX)
2040,UNK,2 W HELENS CROSSROADS,PITT,NC,35.44,-77.37,PUBLIC REPORTED A TREE DOWN ALONG GUM SWAMP ROAD (MHX)
2050,UNK,2 N PEACHLAND,ANSON,NC,35.02,-80.27,SEVERAL LARGE TREES DOWN (RAH)
2050,UNK,4 N MARSHVILLE,UNION,NC,35.04,-80.37,SEVERAL POWER LINES DOWN ON ANSONVILLE ROAD. (GSP)
2056,61,4 NW FLORENCE,FLORENCE,SC,34.22,-79.84,DOWNBURST VISUALLY OBSERVED AND MEASURED WIND GUST TO 61 MPH (ILM)
2100,69,6 SSW WASHINGTON,MCCLAIN,OK,34.98,-97.52,(OUN)
2103,UNK,LILESVILLE,ANSON,NC,34.97,-79.99,NUMEROUS TREES AND POWER LINES DOWN AND SOME CARPORT DAMAGE IN LILESVILLE. TIME ESTIMATED BY RADAR. LOCATION IS ESTIMATED AT THIS TIME. (RAH)
2109,UNK,2 W FLORENCE,FLORENCE,SC,34.18,-79.82,LARGE BRANCHES DOWN (ILM)
2115,UNK,2 W ROCKINGHAM,RICHMOND,NC,34.94,-79.79,POWERLINES DOWN ON YATES HILL ROAD (RAH)
2115,UNK,DARLINGTON HEIGHTS,PRINCE EDWARD,VA,37.2,-78.6,TREE DOWN (AKQ)
2120,UNK,WASHINGTON,BEAUFORT,NC,35.56,-77.05,SEVERAL LARGE TREE LIMBS DOWN ON MARKET STREET. TIME ESTIMATED BY RADAR. (MHX)
2130,UNK,1 NNE MOUNT GILEAD,MONTGOMERY,NC,35.23,-80,DOT REPORTED TWO TREES BLOWN DOWN IN VICINITY OF MT. GILEAD. TIME ESTIMATED. (RAH)
2140,UNK,2 NE PINETOWN,BEAUFORT,NC,35.63,-76.88,SEVERAL LARGE TREE LIMBS DOWN ON HWY 32. TIME ESTIMATED BY RADAR. (MHX)
