Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2031,73,1 E LAKE MOHAWK,SUSSEX,NJ,41.02,-74.64,(PHI)
2033,UNK,SPARTA TWP,SUSSEX,NJ,41.03,-74.62,SEVERAL TREES DOWN (PHI)
2043,UNK,LAKE TELEMARK,MORRIS,NJ,40.96,-74.5,LARGE TREE LIMBS DOWN. TIME ESTIMATED FROM RADAR. (PHI)
2057,UNK,NEW CANAAN,FAIRFIELD,CT,41.14,-73.49,TREE SNAPPED AND DOWNED NEAR RAILROAD CROSSING AT TALMAGE HILL STATION (OKX)
2152,UNK,1 NNE NEW CASSEL,NASSAU,NY,40.77,-73.56,LARGE TREE BRANCH DOWN AT INTERSECTION OF NORTHERN STATE PARKWAY AND WANTAGH PARKWAY (OKX)
2350,60,9 SSW CLARETON,WESTON,WY,43.58,-104.74,(UNR)
0115,62,4 E DOWNTOWN SPEARFISH,LAWRENCE,SD,44.48,-103.79,(UNR)
Time,Size,Location,County,State,Lat,Lon,Comments
1617,100,9 SSE FORT SUMNER,DE BACA,NM,34.36,-104.18,(ABQ)
1730,100,HARTSHORNE,PITTSBURG,OK,34.85,-95.56,NICKEL TO QUARTER SIZED HAIL REPORTED IN HARTSHORNE. REPORT RECEIVED VIA SOCIAL MEDIA. (TSA)
1810,125,3 NW ELK SPRINGS,MOFFAT,CO,40.38,-108.49,THE LARGE HAIL FELL ON FIREFIGHTERS AT THE CALICO WILDFIRE. (GJT)
2031,150,2 NE CROWLEY,CROWLEY,CO,38.22,-103.83,. (PUB)
2057,175,SUGAR CITY,CROWLEY,CO,38.23,-103.66,. (PUB)
2150,175,3 N RATON CREWS AIRPORT,COLFAX,NM,36.78,-104.5,NRA WHITTINGTON CENTER FOUNDER POST (ABQ)
2310,100,5 ENE YESO,DE BACA,NM,34.46,-104.53,QUARTER SIZE HAIL 5 ENE OF YESO AT 5...10P MDT. (ABQ)
0053,100,3 ESE KERSEY,WELD,CO,40.37,-104.51,(BOU)
0222,125,NEW RAYMER,WELD,CO,40.61,-103.83,WIND SPEED MEASURED AT 65 MPH. (BOU)
0415,100,4 E FORT SUMNER,DE BACA,NM,34.47,-104.16,(ABQ)
