Time,F_Scale,Location,County,State,Lat,Lon,Comments
2131,UNK,HOLLANDALE,FREEBORN,MN,43.76,-93.21,DAMAGE PHOTOS FROM KAAL-TV BROADCAST METEOROLOGIST CLEARLY SHOW TORNADIC DAMAGE TO A CORN FIELD AND TREES ON THE NORTHWEST CORNER OF HWY 251 AND ZUYDER ZEE AVE. TORNADO (MPX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1203,77,2 NNE JAMESTOWN,STUTSMAN,ND,46.94,-98.69,(BIS)
1220,UNK,3 SW SANBORN,BARNES,ND,46.91,-98.27,SEMI TRUCK AND TRAILER BLOWN OFF OF INTERSTATE 94 NEAR MP178. (FGF)
1230,80,4 SSW SANBORN,BARNES,ND,46.89,-98.26,A WIDE SWATH OF DAMAGING WINDS AND HAIL RAKED ACROSS NORTHERN HEMEN TOWNSHIP. WIND DRIVEN HAIL STRIPPED MATURING BEAN AND CORN FIELDS DOWN TO STUMPS. TREES WERE BROKEN (FGF)
1250,59,VALLEY CITY,BARNES,ND,46.92,-98.01,THE WIND GUST WAS MEASURED AT THE VALLEY CITY AIRPORT. (FGF)
1300,UNK,1 S ORISKA,BARNES,ND,46.92,-97.79,SEMI CARRYING ANHYDROUS AMMONIA ROLLED ON ITS SIDE IN THE EASTBOUND LANE OF INTERSTATE 94. TIME ESTIMATED BASED ON RADAR. LOCATION ESTIMATED AWAITING FURTHER REPORTS. (FGF)
1318,60,1 N VERONA,LAMOURE,ND,46.38,-98.07,PEA SIZE HAIL (BIS)
1358,UNK,6 ESE CHESTERTON,PORTER,IN,41.56,-86.95,40FT WILLOW TREE UPROOTED... 10-12 FOOT PEAR TREE SNAPPED AND SOME CORN FLATTENED. TIME ESTIMATED BASED ON RADAR. (LOT)
1402,63,8 W HAVANA,SARGENT,ND,45.95,-97.78,PEAK WIND MEASURED AT A PERSONAL WEATHER STATION NEAR THE SD BORDER. (FGF)
1420,UNK,5 SE RUTLAND,SARGENT,ND,46,-97.43,SEVERAL LARGE 4 TO 6 INCH DIAMETER TREE BRANCHES BROKEN DOWN AROUND FARMSTEADS AND IN SHELTER BELTS ACROSS TEWAUKON TOWNSHIP. ALSO BRIEF PERIOD OF DIME TO NICKEL SIZED (FGF)
1845,UNK,GILBERT,LEXINGTON,SC,33.92,-81.39,SOCIAL MEDIA REPORT AND IMAGES OF TREES DOWN NEAR GILBERT. TIME ESTIMATED FROM PUBLIC AND FROM RADAR. (CAE)
1850,UNK,FORESTDALE,JEFFERSON,AL,33.58,-86.9,FORESTDALE FIRE AND RESCUE RESPONDING TO LARGE TREE THAT FELL AND DOWNED POWER LINES ALONG MALINDA DRIVE. ESTIMATED 40 TO 50 MPH WINDS. LOCATION APPROXIMATE. TIME ESTIM (BMX)
1920,UNK,DARWIN SUBDIVISION,GREENE,GA,33.55,-83.17,A TREE WAS BLOWN DOWN NEAR MILE MARKER 132 ON I-20 BLOCKING PART OF THE ROADWAY. (FFC)
1925,UNK,1 S POLLOCKSVILLE,JONES,NC,34.99,-77.22,REPORTS OF SEVERAL TREES DOWN ON HIGHWAY 17 NEAR POLLOCKSVILLE. (MHX)
1925,UNK,5 SSE CLEMENTS,REDWOOD,MN,44.32,-95.01,BIG EVERGREENS SNAPPED OFF OR PUSHED OVER. GARAGE WALL PEELED OFF. KLGR RADIO RELAYED. (MPX)
1930,UNK,1 NE SPRINGFIELD,BROWN,MN,44.24,-94.96,TWO BOX CARS BLOWN OFF TRACK AT THE CO-OP. (MPX)
1932,UNK,1 NW MARTINEZ,COLUMBIA,GA,33.53,-82.1,TREES DOWN AND TRAFFIC LIGHTS DOWN NEAR THE PASS AND CLARKE POINTE NEAR EVANS. (CAE)
1939,UNK,3 WSW REMBERT,SUMTER,SC,34.08,-80.58,TREES AND POWER LINE DOWN REPORTED AT STATE FARM RD REMBERT... SC. (CAE)
1955,UNK,1 S PLANT YATES,COWETA,GA,33.44,-84.9,A TREE WAS BLOWN DOWN ONTO POWER LINES ON WAGERS MILL RD. (FFC)
2005,69,5 SSE SEARLES,BROWN,MN,44.17,-94.38,HOME WEATHER SENSOR MEASURED WIND GUST. ALSO HAD TREE DAMAGE IN THE AREA... WITH POWER OUT AS WELL. SPOTTER ALSO REPORTED SOME SOYBEANS HAD BEEN FLATTENED IN NEARBY FIE (MPX)
2020,64,3 NE MADELIA,BLUE EARTH,MN,44.08,-94.37,MESONET STATION MADELIA 3 ENE /MN045/ ROAD SIDE EQUIPMENT...STILL AWAITING COLLATERAL DAMAGE REPORTS FOR CONFORMATION OF THIS EVENT. (MPX)
2020,UNK,LAKE CRYSTAL,BLUE EARTH,MN,44.1,-94.22,BRANCHES DOWN AND POWER OUT. (MPX)
2028,72,2 SSE OREGON INLET,MAINLAND DARE,NC,35.77,-75.53,(MHX)
2030,UNK,1 S MANKATO,BLUE EARTH,MN,44.15,-93.99,LARGE TREE DOWN IN FRONT YARD. VIA SOCIAL MEDIA. (MPX)
2100,UNK,6 E EHRHARDT,BAMBERG,SC,33.09,-80.91,TREES REPORTED ON ROADWAY HICKS RD. AND HUNTER'S CHAPEL RD. TIME EST BY RADAR. (CAE)
2104,UNK,4 NNW SMOAKS,COLLETON,SC,33.14,-80.84,SOUTH CAROLINA HIGHWAY PATROL REPORTED A TREE DOWN AND IN THE ROADWAY ON BUCKHEAD ROAD NEAR BEREA ROAD. DAMAGE ASSOCIATED WITH THUNDERSTORM OUTFLOW. (CHS)
2114,59,2 WSW WASECA,WASECA,MN,44.07,-93.55,REPORTED AT ACQ AIRPORT. (MPX)
2120,UNK,EADYTOWN,BERKELEY,SC,33.41,-80.14,TREE DOWN AT 1080 THOMAS WALTERS RD. TIME ESTIMATED BY RADAR. (CHS)
2120,UNK,1 N EUTAWVILLE,ORANGEBURG,SC,33.41,-80.34,PUBLIC REPORTED TREES DOWN ON MONCKS CORNER RD NEAR SC HWY 6. TIME ESTIMATED. . (CAE)
2140,UNK,3 ENE EADYTOWN,BERKELEY,SC,33.43,-80.09,TREE DOWN ON PINEVILLE CIRCLE. TIME ESTIMATED BY RADAR. (CHS)
2140,UNK,1 S BARNHILL,GEORGETOWN,SC,33.69,-79.37,TREE DOWN AT BARNHILL AND MENTION ROAD. (ILM)
2143,UNK,9 W HAYFIELD,DODGE,MN,43.89,-93.03,TREES REPORTED DOWN ALONG COUNTY LINE NEAR BLOOMING PRAIRIE (ARX)
2144,UNK,3 ENE REEVESVILLE,DORCHESTER,SC,33.23,-80.61,WARNING POINT AND HIGHWAY PATROL REPORTED THREE TREES DOWN AROUND REEVESVILLE. WINNINGHAM ROAD AT REEVES FARM ROAD... INDEPENDENT SCHOOL ROAD AT WHITE STONE DRIVE... LE (CHS)
2146,UNK,3 ENE MILEY,COLLETON,SC,32.96,-80.98,HIGHWAY PATROL REPORTED TREE DOWN AT THE INTERSECTION OF CROSS SWAMP ROAD AND CONNLEY ROAD. (CHS)
2158,UNK,1 NW AUSTIN,MOWER,MN,43.68,-92.98,LARGE BRANCHES DOWN (ARX)
2200,UNK,HAYFIELD,DODGE,MN,43.89,-92.85,GAZEBO MOVED AND LARGE TREE DOWN. TIME ESTIMATED FROM RADAR. (ARX)
2223,60,HAYFIELD,DODGE,MN,43.89,-92.85,(ARX)
2224,UNK,3 WNW SPRING VALLEY,MOWER,MN,43.7,-92.45,LOTS OF TREES BLOWN DOWN. (ARX)
2232,65,ROCK DELL,OLMSTED,MN,43.91,-92.65,(ARX)
2240,UNK,3 WSW GRAY COURT,LAURENS,SC,34.59,-82.17,DEPT OF HIGHWAYS REPORTED A TREE DOWN IN THE ROADWAY ON SC-101 & SWEETBRIAR RD IN GRAY COURT (GSP)
2241,UNK,1 SSE LAURENS,LAURENS,SC,34.48,-82.02,LAW ENFORCEMENT REPORTED A TREE DOWN ON FAIRVIEW RD IN LAURENS (GSP)
2245,UNK,1 W RACINE,MOWER,MN,43.78,-92.5,BARN BLOWN DOWN. ANOTHER OUT BUILDING ALSO SUSTAINED DAMAGE. TIME ESTIMATED FROM RADAR. (ARX)
2248,UNK,2 SSE SUMMERVILLE,DORCHESTER,SC,32.99,-80.16,SC STATE HIGHWAY PATROL REPORTED A TREE DOWN AT THE INTERSECTION OF MILES JAMISON ROAD AND GREENHURST AVENUE. TIME WAS ESTIMATED FROM RADAR DATA. (CHS)
2248,60,STEWARTVILLE,OLMSTED,MN,43.86,-92.49,(ARX)
2308,UNK,3 W PRESTON,FILLMORE,MN,43.67,-92.14,LOTS OF TREE DAMAGE ON SECONDARY ROADS WEST OF PRESTON. (ARX)
2309,73,1 NW CARIMONA,FILLMORE,MN,43.68,-92.18,MEASURED AT THE FILLMORE COUNTY AIRPORT. (ARX)
2313,65,RUSHFORD,FILLMORE,MN,43.81,-91.75,TREES AND POWER LINES DOWN. LOSS POWER AND PEA SIZE HAIL. (ARX)
