Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2155,67,2 NE PASTURA,GUADALUPE,NM,34.8,-104.91,(ABQ)
0345,UNK,2 E DEXTER,CHAVES,NM,33.19,-104.33,LARGE TREE BLOWN OVER ONTO PICKUP TRUCK EAST OF DEXTER. (ABQ)
0400,65,DEXTER,CHAVES,NM,33.19,-104.37,A LARGE CARPORT COLLAPSED ONTO 2 VEHICLES AT THE U.S. WILDLIFE FISH HATCHERY NEAR DEXTER. (ABQ)
Time,Size,Location,County,State,Lat,Lon,Comments
1204,100,2 NNW RAMONA,LAKE,SD,44.14,-97.23,(FSD)
1336,100,2 WSW TRENT,MOODY,SD,43.9,-96.7,(FSD)
2030,100,1 SSE DILIA,GUADALUPE,NM,35.18,-105.06,(ABQ)
2206,100,2 SW PASTURA,GUADALUPE,NM,34.76,-104.97,NWS EMPLOYEE REPORTED 1.0 INCH HAIL ON STATE ROAD 54 SOUTHWEST OF PASTURA. (ABQ)
0000,100,1 ENE CARSON CITY,CARSON CITY,NV,39.18,-119.75,PUBLIC REPORTED QUARTER SIZED HAIL NEAR THE CARSON CITY HIGH SCHOOL. (REV)
0107,175,10 SSW PRITCHETT,BACA,CO,37.25,-102.96,(PUB)
0452,175,ARTESIA,EDDY,NM,32.85,-104.43,(MAF)
