Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1201,UNK,3 NW HOUMA,TERREBONNE,LA,29.61,-90.74,LARGE TREE LIMB DOWNED BY STRONG WINDS. WAS COMPLETELY BLOCKING THE ROADWAY IN BROADMOOR SUBDIVISION. (LIX)
1220,UNK,2 N PICAYUNE,PEARL RIVER,MS,30.56,-89.68,A FEW TREE LIMBS BLOWN DOWN ALONG WITH A POWER LINE. TIME ESTIMATED BASED ON RADAR. (LIX)
1240,UNK,LAKE CATHERINE,ORLEANS,LA,30.11,-89.71,SIGNIFICANT STRUCTURAL DAMAGE TO A BUILDING. TIME ESTIMATED BY RADAR. (LIX)
1245,UNK,1 WNW GERONIMO,GUADALUPE,TX,29.67,-97.98,NUMEROUS LARGE TREE LIMBS DOWN (EWX)
1600,UNK,9 SSW BOLING-IAGO,WHARTON,TX,29.14,-95.98,TREES DOWN AND DEBRIS ON ROAD ON HIGHWAY 60 AT WHARTON MATAGORDA COUNTY LINE AREA. (HGX)
1615,60,BAY CITY,MATAGORDA,TX,28.98,-95.96,WINDS OF 32 MPH GUSTING TO 60 MPH REPORTED IN BAY CITY. (HGX)
1814,UNK,HILLIARD,FRANKLIN,OH,40.04,-83.14,TREE DOWNED (ILN)
1822,UNK,4 NW WESTERVILLE,DELAWARE,OH,40.17,-82.96,TREES DOWN NEAR ORANGE ROAD AND BALE-KENYON ROAD. TIME ESTIAMTED AND BASED ON RADAR. (ILN)
1835,UNK,GALLIPOLIS,GALLIA,OH,38.82,-82.19,LOOSE ROOFING MATERIALS BLOWN ONTO VEHICLE CAUSING MINOR DAMAGE (RLX)
1844,UNK,GRANVILLE,LICKING,OH,40.07,-82.5,POWER LINES REPORTED DOWN. TIME ESTIMATED AND BASED ON RADAR. (ILN)
1900,UNK,WAYNESBURG,GREENE,PA,39.9,-80.19,ROOF DAMAGED ON MORRIS STREET. TIME MODIFIED BASED ON RADAR (PBZ)
1905,UNK,2 S GAMBIER,KNOX,OH,40.35,-82.39,TWO LARGE LIMBS DOWN. DIME SIZE HAIL. (CLE)
1923,UNK,WAYNESBURG,GREENE,PA,39.9,-80.19,ROOF DAMAGED ON MORRIS STREET. (PBZ)
2000,UNK,10 N TITUSVILLE,CRAWFORD,PA,41.77,-79.67,A TREE AND LARGE LIMB DOWN. (CLE)
2010,UNK,CARNEGIE,ALLEGHENY,PA,40.41,-80.09,TREES AND WIRES DOWN CARNEGIE... GREEN TREE... SCOTT TOWNSHIP. (PBZ)
2018,UNK,FAIRVIEW PARK,CUYAHOGA,OH,41.44,-81.85,TREE FELL ON MAIL TRUCK. (CLE)
2029,UNK,2 S UNION CITY,ERIE,PA,41.87,-79.84,COUPLE OF TREES DOWN. (CLE)
2030,UNK,CALLERY,BUTLER,PA,40.74,-80.04,TREE DOWN ONTO POWER LINE. TIME MODIFIED BASED ON RADAR. (PBZ)
2030,UNK,1 S CONEWANGO,CATTARAUGUS,NY,42.22,-79.03,TREE DOWN. (BUF)
2040,UNK,FREEPORT,ARMSTRONG,PA,40.68,-79.68,TREES AND POWER LINES DOWN. (PBZ)
2041,UNK,10 N PAINT ROCK,RUNNELS,TX,31.65,-99.93,6 INCH DIAMETER TREE LIMB DOWN ALONG US83 (SJT)
2050,UNK,BUTLER,BUTLER,PA,40.86,-79.9,TREE DOWN ON CAR AT INTERSECTION OF ROUTES 8 AND 422. (PBZ)
2055,UNK,3 W KITTANNING,ARMSTRONG,PA,40.83,-79.58,TREES DOWN (PBZ)
2055,UNK,3 W WARREN,TRUMBULL,OH,41.24,-80.87,TREES AND BRANCHES DOWN IN CHAMPION AND LEAVITTSBURG. WINDS ESTIMATED AT 55 MPH. (CLE)
2058,UNK,4 E ROWENA,RUNNELS,TX,31.65,-99.98,TELEPHONE POLLS DOWN ALONG HIGHWAY 67 (SJT)
2100,UNK,LOCKPORT,LAFOURCHE,LA,29.64,-90.54,A TREE WAS BLOWN DOWN ONTO A MOBILE HOME. (LIX)
2115,UNK,CALLENSBURG,CLARION,PA,41.13,-79.56,ONE TREE DOWN (PBZ)
2120,UNK,LIMESTONE,CLARION,PA,41.13,-79.33,TRESS AND WIRES DOWN. (PBZ)
2121,UNK,DUNKARD,GREENE,PA,39.74,-79.97,TREES REPORTED DOWN IN DUNKARD AND PERRY TOWNSHIP (PBZ)
2135,UNK,UNIONTOWN,FAYETTE,PA,39.9,-79.72,TREES AND POWER LINES DOWN. (PBZ)
2152,UNK,4 NE RADFORD,MONTGOMERY,VA,37.17,-80.51,ONE TREE DOWN ALONG PEPPERS FERRY ROAD IN BETWEEN JADE DRIVE AND ONYX DRIVE (RNK)
2200,62,10 NW PAHOKEE,AMZ610,FL,26.92,-80.77,(MFL)
2200,60,REAGAN WELLS,UVALDE,TX,29.55,-99.8,WIND GUST TO 60 MPH WITH BRIEF ONE QUARTER INCH HAIL (EWX)
