Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1950,UNK,4 ENE NORMAN,CLEVELAND,OK,35.24,-97.38,10-12 INCH DIAMETER TREE LIMBS DOWN AT 48TH AND ROBINSON (OUN)
1956,63,4 ENE NORMAN,CLEVELAND,OK,35.24,-97.38,(OUN)
0025,60,12 NE BRADY,MCCULLOCH,TX,31.26,-99.19,(SJT)
0043,UNK,HAMILTON,HAMILTON,TX,31.7,-98.12,THUNDERSTORM WINDS CAUSED A ROOF COLLAPSE OF A SUPERMARKET IN THE CITY. UNKNOWN IF THERE ARE INJURIES AT THIS TIME. SEVERAL TREES DOWNED IN THE CITY. (FWD)
0143,UNK,HAMILTON,HAMILTON,TX,31.7,-98.12,THUNDERSTORM WINDS CAUSED A ROOF COLLAPSE OF A SUPERMARKET IN THE CITY. UNKNOWN IF THERE ARE INJURIES AT THIS TIME. SEVERAL TREES DOWNED IN THE CITY. (FWD)
Time,Size,Location,County,State,Lat,Lon,Comments
1445,150,12 ENE ROCKSPRINGS,EDWARDS,TX,30.08,-100.03,(EWX)
1935,125,1 W WINDTHORST,ARCHER,TX,33.58,-98.45,(OUN)
1935,100,3 N COMANCHE,STEPHENS,OK,34.41,-97.97,(OUN)
2002,175,3 N JACKSBORO,JACK,TX,33.26,-98.17,(FWD)
2014,250,4 N TERRAL,JEFFERSON,OK,33.95,-97.94,(OUN)
2022,175,JACKSBORO,JACK,TX,33.22,-98.17,QUARTER TO GOLF BALL SIZE HAIL 9 NNE OF JACKBORO (FWD)
2034,100,4 W NOCONA,MONTAGUE,TX,33.78,-97.8,QUARTER HAIL 4 W NOCONA REPORTED BY MEDIA SPOTTER (FWD)
2035,125,1 W WINDTHORST,ARCHER,TX,33.58,-98.45,(OUN)
2051,150,5 SE BOWIE,MONTAGUE,TX,33.52,-97.79,(FWD)
2102,175,3 N JACKSBORO,JACK,TX,33.26,-98.17,(FWD)
2107,175,ALVORD,WISE,TX,33.37,-97.68,(FWD)
2107,175,4 N ALVORD,MONTAGUE,TX,33.43,-97.68,(FWD)
2114,250,4 N TERRAL,JEFFERSON,OK,33.95,-97.94,(OUN)
2122,175,JACKSBORO,JACK,TX,33.22,-98.17,QUARTER TO GOLF BALL SIZE HAIL 9 NNE OF JACKBORO (FWD)
2124,100,MARIETTA,LOVE,OK,33.93,-97.12,(OUN)
2126,100,1 N ALVORD,WISE,TX,33.38,-97.68,1 N ALVORD (FWD)
2134,100,5 WSW DECATUR,WISE,TX,33.2,-97.68,AT THE ALLSUPS IN BRIDGEPORT (FWD)
2134,100,4 W NOCONA,MONTAGUE,TX,33.78,-97.8,QUARTER HAIL 4 W NOCONA REPORTED BY MEDIA SPOTTER (FWD)
2140,100,1 N MINERAL WELLS,PALO PINTO,TX,32.81,-98.1,(FWD)
2148,100,2 N MUENSTER,COOKE,TX,33.68,-97.38,(FWD)
2151,150,5 SE BOWIE,MONTAGUE,TX,33.52,-97.79,(FWD)
2154,275,DECATUR,WISE,TX,33.23,-97.6,MEASURED BETWEEN 2.75 AND 3.00 INCH HAIL AT 287 REST STOP NORTH OF DECATUR. (FWD)
2207,100,4 N ALVORD,MONTAGUE,TX,33.43,-97.68,ONE INCH HAIL 4 N ALVORD (FWD)
2209,100,3 N CHICO,WISE,TX,33.34,-97.82,3 N CHICO (FWD)
2216,100,ROSSTON,COOKE,TX,33.48,-97.45,(FWD)
2224,100,MARIETTA,LOVE,OK,33.93,-97.12,(OUN)
2226,100,1 N ALVORD,WISE,TX,33.38,-97.68,1 N ALVORD (FWD)
2234,100,5 WSW DECATUR,WISE,TX,33.2,-97.68,AT THE ALLSUPS IN BRIDGEPORT (FWD)
2240,100,1 N MINERAL WELLS,PALO PINTO,TX,32.81,-98.1,(FWD)
2245,125,2 E THRIFTY,BROWN,TX,31.81,-99.1,(SJT)
2246,150,8 ESE CROSS CUT,BROWN,TX,31.99,-99.01,PEA SIZE HAIL...WITH SOME HAILSTONES TO HALF DOLLAR SIZE...OCCURRED OVER A 30 MIN DURATION. HAIL ACCUMULATED TO A 4 INCH DEPTH. (SJT)
2248,100,2 N MUENSTER,COOKE,TX,33.68,-97.38,(FWD)
2254,275,DECATUR,WISE,TX,33.23,-97.6,MEASURED BETWEEN 2.75 AND 3.00 INCH HAIL AT 287 REST STOP NORTH OF DECATUR. (FWD)
