Time,F_Scale,Location,County,State,Lat,Lon,Comments
1451,UNK,BRADY,MCCULLOCH,TX,31.14,-99.33,SHERIFF DEPT. REPORTED TORNADO ON SOUTH SIDE OF BRADY. POWER POLES DOWN AND ROOF DAMAGE REPORTED. (SJT)
1516,UNK,1 S BRADY,MCCULLOCH,TX,31.12,-99.34,CORRECTS PREVIOUS TORNADO REPORT FROM 1 S BRADY. NWS STORM SURVEY FINDS EVIDENCE CONFIRMING AN EF0 TORNADO IN BRADY TODAY. TREE BRANCHES WERE DOWN... THERE WAS AN UPROO (SJT)
1820,UNK,3 NE BYNUM,HILL,TX,32,-96.96,DEBRIS SIGNATURE NEAR BYNUM (FWD)
1820,UNK,HILLSBORO,HILL,TX,32,-97.13,SOCIAL MEDIA PHOTOS RECEIVED OF DAMAGE IN HILLSBORO (FWD)
1906,UNK,1 N ANGUS,NAVARRO,TX,32.03,-96.43,EMERGENCY MANAGER REPORTED TORNADO ON I-45 NORTH OF ANGUS (FWD)
2058,UNK,4 SE TEAGUE,FREESTONE,TX,31.54,-96.18,SPOTTER REPORTED TORNADO 7 NNW OF BUFFALO. (FWD)
2204,UNK,HENDERSON,RUSK,TX,32.16,-94.8,THE TORNADO WAS ON THE GROUND AND POWER FLASHES. (SHV)
2219,UNK,7 SW BECKVILLE,PANOLA,TX,32.17,-94.55,AN EF-0 TORNADO BEGAN ALONG FM 1251 AND SNAPPED AND UPROOTED NUMEROUS TREES ALONG A 1.3 MILE PATH BEFORE LIFTING JUST NORTH OF CR 241 . MAXIMUM WINDS WERE ESTIMATED AT (SHV)
2359,UNK,4 NNE QUARTZSITE,LA PAZ,AZ,33.71,-114.18,**DELAYED REPORT...BRIEF WEAK LANDSPOUT TORNADO SPOTTED 4 MI. NE OF QUARTZSITE TOUCHED DOWN AROUND 4:59 PM AND WAS ON THE GROUND FOR ABOUT 5 MINUTES. (PSR)
0022,UNK,14 NNW LIGURTA,YUMA,AZ,32.86,-114.36,DELAYED REPORT. CORRECTS PREVIOUS FUNNEL CLOUD REPORT TO TORNADO. SPOTTED 10 MI. N OF FORTUNA FOOTHILLS NEAR HWY. 95. TORNADO TOUCHED DOWN AROUND 5:22 PM (+- 5 MINUTES) (PSR)
Time,Speed,Location,County,State,Lat,Lon,Comments
1251,UNK,3 NNE KNICKERBOCKER,TOM GREEN,TX,31.31,-100.6,60 MPH WINDS. (SJT)
1807,UNK,WAXAHACHIE,ELLIS,TX,32.4,-96.85,WIND DAMAGE REPORTED AT WAXAHACHIE HIGH SCHOOL (FWD)
1915,UNK,MILDRED,NAVARRO,TX,32.04,-96.34,SOCIAL MEDIA REPORT OF DAMAGE NEAR MILDRED. (FWD)
2130,UNK,HENDERSON,RUSK,TX,32.14,-94.8,SEVERAL TREES DOWN. (SHV)
2130,UNK,2 E KILGORE,GREGG,TX,32.39,-94.83,SEVERAL TREES DOWN. (SHV)
2230,UNK,KILGORE,GREGG,TX,32.39,-94.83,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM 2 E KILGORE. SEVERAL TREES DOWN. (SHV)
2303,UNK,5 SW DE BERRY,PANOLA,TX,32.27,-94.21,LARGE TREE DOWN ON CR 314 5 MILES SOUTHWEST OF DE BERRY. (SHV)
0000,UNK,8 SSW WASKOM,PANOLA,TX,32.37,-94.09,MULTIPLE TREES DOWN ON FM 9 REPORTED BY EMERGENCY MANAGER. (SHV)
0035,UNK,10 NNE WELLS,NACOGDOCHES,TX,31.63,-94.89,TREES AND BRANCHES DOWN. (SHV)
Time,Size,Location,County,State,Lat,Lon,Comments
2010,150,10 SE ATHENS,HENDERSON,TX,32.1,-95.73,PING PONG BALL SIZE HAIL REPORTED BY SPOTTER ON 175 SOUTH OF ATHENS (FWD)
2040,100,5 S NOONDAY,SMITH,TX,32.17,-95.41,(SHV)
