Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2109,67,3 ESE HOEHNE,LAS ANIMAS,CO,37.26,-104.34,TRINIDAD ASOS. (PUB)
2222,68,5 NNE LA JUNTA,OTERO,CO,38.05,-103.51,(PUB)
2305,UNK,22 SSW STRATTON,CHEYENNE,CO,39.01,-102.76,TREE KNOCKED DOWN. TIME ESTIMATED FROM RADAR. RELAYED VIA TWITTER. (GLD)
2307,58,2 ENE CLAYTON,UNION,NM,36.46,-103.14,KCAO ASOS. (ABQ)
2308,59,FIRSTVIEW,CHEYENNE,CO,38.82,-102.53,(GLD)
0000,59,5 S BURLINGTON,KIT CARSON,CO,39.23,-102.27,VISIBILITY DROPPED TO 3 MILES. (GLD)
0010,78,1 N WESKAN,WALLACE,KS,38.87,-101.96,SUSTAINED 60-65 MPH FOR 2 MIN. REPORT VIA SPOTTERNETWORK. (GLD)
0022,UNK,1 W RULETON,SHERMAN,KS,39.34,-101.9,TWO POWER POLES SNAPPED. EST 65 MPH WINDS. RELAYED VIA SPOTTERNETWORK. (GLD)
0025,65,2 S MANTER,STANTON,KS,37.49,-101.89,(DDC)
0032,65,LAKESIDE,SHERIDAN,NE,42.06,-102.46,(LBF)
0033,63,2 ENE JOHNSON CITY,STANTON,KS,37.58,-101.72,(DDC)
0051,58,10 SSE PARKS,CHEYENNE,KS,39.92,-101.64,(GLD)
0058,84,1 ESE KENDALL,KEARNY,KS,37.93,-101.52,A TREE LIMB WAS BLOWN ONTO HOUSE ACROSS THE ROAD FROM THIS LOCATION. POWERLINES WERE ALSO BLOWN DOWN. (DDC)
0100,71,2 E GOODWELL,TEXAS,OK,36.6,-101.6,OKLAHOMA MESONET (AMA)
0100,60,2 S VENANGO,PERKINS,NE,40.73,-102.04,(LBF)
0110,UNK,BENKELMAN,DUNDY,NE,40.05,-101.54,3 INCH LIVE COTTONWOOD TREE BRANCH DOWN. TIME ESTIMATED FROM RADAR. (GLD)
0110,65,10 NE CHAPPELL,DEUEL,NE,41.2,-102.33,(LBF)
0118,59,GRUVER,HANSFORD,TX,36.25,-101.41,(AMA)
0120,UNK,LAKIN,KEARNY,KS,37.94,-101.26,WIND DAMAGE OCCURRED TO THE SIDE OF A MOBILE HOME. POWERLINES WERE ALSO BLOWN DOWN. (DDC)
0128,70,COLBY,THOMAS,KS,39.39,-101.05,(GLD)
0137,70,4 N ATWOOD,RAWLINS,KS,39.87,-101.04,(GLD)
0204,68,HAYES CENTER,HAYES,NE,40.51,-101.02,(LBF)
0205,68,GRINNELL,GOVE,KS,39.12,-100.63,TIME ESTIMATED FROM RADAR. (GLD)
0215,60,6 SE WALLACE,LINCOLN,NE,40.78,-101.08,(LBF)
0222,UNK,GOODLAND,SHERMAN,KS,39.35,-101.71,ONE OR BOTH OF THE GLASS DOORS WERE BROKEN AT COWBOY CORNER EITHER FROM BEING BLOWN OPEN BY WIND OR SOMETHING BEING BLOWN INTO IT/THEM. NO IDEA YET AS TO WHEN EXACTLY T (GLD)
0315,UNK,9 SE STAPLETON,LINCOLN,NE,41.39,-100.39,WOOD FRAME MACHINE SHED WAS DESTROYED. SOUTH DOOR WAS OPEN DURING THE STORM. (LBF)
Time,Size,Location,County,State,Lat,Lon,Comments
2358,100,1 SSW KANORADO,SHERMAN,KS,39.32,-102.05,(GLD)
0027,100,10 S SHARON SPRINGS,WALLACE,KS,38.75,-101.75,(GLD)
0030,100,12 S LAIRD,YUMA,CO,39.91,-102.1,MOSTLY DIME TO NICKEL SIZE BUT A FEW WERE QUARTER SIZE. LASTED FOR ONE MINUTE. (GLD)
0130,100,LEWELLEN,GARDEN,NE,41.33,-102.14,(LBF)
0135,150,11 NW BRULE,KEITH,NE,41.21,-102.04,(LBF)
