Time,F_Scale,Location,County,State,Lat,Lon,Comments
1331,UNK,4 NW CARVILLE,IBERVILLE,LA,30.27,-91.15,A WEAK TORNADO TOUCHED DOWN AT AN INDUSTRIAL PLANT ON LA HIGHWAY 405 SOUTHEAST OF PLAQUEMINE LOUISIANA. A SMALL AREA OF SIDING AND ROOF WAS PULLED OFF A METAL BUILDING. (LIX)
1335,UNK,1 S PLAQUEMINE,IBERVILLE,LA,30.27,-91.24,TORNADO TOUCH DOWN AT AN INDUSTRIAL PLANT ON HIGHWAY 405. LIGHT TO MODERATE ROOF DAMAGE REPORTED. (LIX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1321,UNK,NATCHEZ,ADAMS,MS,31.55,-91.39,TREE DOWN ON HOUSE ON BISHOP ST. (JAN)
1355,UNK,FAYETTE,JEFFERSON,MS,31.71,-91.06,TREES DOWN COUNTY WIDE. (JAN)
1402,UNK,1 SE PORT GIBSON,CLAIBORNE,MS,31.94,-90.97,TREES DOWN ALONG NATCHEZ TRACE PARKWAY AND HWY 547. (JAN)
1635,UNK,1 S FRANKLINTON,WASHINGTON,LA,30.83,-90.14,WIND DAMAGE TO SEVERAL VEHICLES AND ROOF DAMAGE TO A BUSINESS ALONG HIGHWAY 16. (LIX)
0354,UNK,4 SW BIRMINGHAM,JEFFERSON,AL,33.5,-86.86,AN APARTMENT COMPLEX ON PRINCETON AVENUE SUSTAINED SIGNIFICANT ROOF DAMAGE. (BMX)
0421,UNK,4 SW BIRMINGHAM,JEFFERSON,AL,33.5,-86.86,AN APARTMENT COMPLEX ON PRINCETON AVENUE SUSTAINED SIGNIFICANT ROOF DAMAGE. (BMX)
Time,Size,Location,County,State,Lat,Lon,Comments
