Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2000,UNK,ELLINGTON,TOLLAND,CT,41.9,-72.47,3 INCH DIAMETER BRANCHES DOWN. (BOX)
2212,UNK,WEST SPRINGFIELD,HAMPDEN,MA,42.12,-72.65,TREE DOWN ON A CAR ON ELM STREET. A WINDOW BROKEN ON MAIN STREET...PRESUMABLY FROM COMBINATION OF WIND AND HAIL. (BOX)
2230,UNK,3 W BOYDS,FERRY,WA,48.71,-118.2,1 TREE DOWN ACROSS JACKKNIFE ROAD. TIME ESTIMATED BASED ON RADAR AND DIAMETER OF THE TREE UNKNOWN. (OTX)
2255,UNK,1 N NATURAL DAM,CRAWFORD,AR,35.66,-94.39,LARGE TREE LIMB BLOCKING THE ROAD NORTH OF NATURAL DAM NEAR MOUNTIAN FORK CREEK. (TSA)
2300,UNK,BAINBRIDGE,DECATUR,GA,30.91,-84.58,2 TREES REPORTED BLOWN DOWN BY THUNDERSTORM. (TAE)
2340,UNK,3 NW MARIANNA,JACKSON,FL,30.81,-85.28,TREES BLOWN DOWN AT BAKER CREEK RD NEAR JENNY LN. (TAE)
0000,UNK,BLUE SPRING,JACKSON,FL,30.79,-85.14,TREES BLOWN DOWN. (TAE)
0645,60,2 ENE ROCKERVILLE,PENNINGTON,SD,43.97,-103.33,(UNR)
0700,UNK,SHERBURN,MARTIN,MN,43.65,-94.73,MANY BRANCHES AND A TREE BLOWN DOWN. DELAYED REPORT. TIME ESTIMATED. (MPX)
0800,65,5 NW SCENIC,PENNINGTON,SD,43.83,-102.62,(UNR)
Time,Size,Location,County,State,Lat,Lon,Comments
2020,100,WOODLAND,AROOSTOOK,ME,46.89,-68.14,HAIL RANGED FROM 1/2 TO 1 INCH IN DIAMETER. REPORTED VIA FACEBOOK. (CAR)
2100,175,MAPLETON,AROOSTOOK,ME,46.68,-68.16,REPORT VIA FACEBOOK OF GOLF BALL SIZED HAIL THAT QUICKLY TURNED TO PENNY SIZED. (CAR)
2117,175,CHEYENNE,LARAMIE,WY,41.15,-104.79,IN TOWN SOUTH OF I-80 (CYS)
2155,100,4 SSW BLACK FOREST,EL PASO,CO,38.96,-104.73,(PUB)
2212,125,WEST SPRINGFIELD,HAMPDEN,MA,42.12,-72.65,QUARTER TO HALF DOLLAR SIZE HAIL IN MAIN STREET AREA...ACCUMULATED UP TO 2 INCHES IN SPOTS. CAR WITH NUMEROUS HAIL DENTS ON FAIRVIEW AVE. MULTIPLE REPORTS OF NICKEL SIZ (BOX)
2215,100,5 W FALCON,EL PASO,CO,38.93,-104.71,(PUB)
2227,100,LONGMEADOW,HAMPDEN,MA,42.05,-72.57,QUARTER SIZE HAIL. (BOX)
2228,100,2 NE KENNEBUNK,YORK,ME,43.4,-70.52,(GYX)
2255,100,1 ESE ANTELOPE,SHERIDAN,MT,48.68,-104.44,HAILSTONES QUARTER-SIZE AND SMALLER. ACCOMPANIED BY HEAVY RAIN. (GGW)
0350,100,19 S ECHETA,CAMPBELL,WY,44.18,-105.86,(UNR)
0530,100,4 N CURRIE,MURRAY,MN,44.13,-95.67,(FSD)
0602,125,S WESTBROOK,COTTONWOOD,MN,44.04,-95.43,(FSD)
0640,100,SAVAGETON,CAMPBELL,WY,43.86,-105.79,(UNR)
