Time,F_Scale,Location,County,State,Lat,Lon,Comments
1933,UNK,EASTPOINT,FRANKLIN,FL,29.75,-84.87,WATERSPOUT MOVED ONSHORE CAUSING MINOR DAMAGE IN EASTPOINT. (TAE)
Time,Speed,Location,County,State,Lat,Lon,Comments
1339,60,GULFPORT AIRPORT,HARRISON,MS,30.4,-89.07,PEAK WIND 33052KT/1339UTC (LIX)
1353,UNK,5 WNW LONG BEACH,HARRISON,MS,30.38,-89.26,MULTIPLE TREES AND POWER LINES DOWN ALONG CUEVAS-DELISLE ROAD. (LIX)
1440,UNK,GRAND BAY,MOBILE,AL,30.48,-88.34,POWER LINE DOWN NEAR GRAND BAY ESTIMATED 46 MPH. (MOB)
1506,UNK,17 SSW MOBILE,MOBILE,AL,30.48,-88.22,POWER LINES DOWN ON DAUPHIN ISLAND PARKWAY AT RIVER ROAD. RADAR MEASURED 45 KTS. (MOB)
1506,UNK,17 SSW MOBILE,CRENSHAW,AL,31.82,-86.26,POWER LINES DOWN ON DAUPHIN ISLAND PARKWAY AT RIVER ROAD. RADAR MEASURED 45 KTS. (MOB)
1545,UNK,GULF SHORES,BALDWIN,AL,30.25,-87.7,TWO LARGE OAK TREES DOWN AGAINST A HOUSE IN GULF SHORES. (MOB)
1600,UNK,FAIRHOPE,BALDWIN,AL,30.52,-87.9,TREE DOWN ON ROUTE 104 IN FAIRHOPE. REPORTED BY BLADWIN EMA. (MOB)
1935,UNK,EASTPOINT,FRANKLIN,FL,29.75,-84.87,TREES AND POWERLINES DOWN IN EASTPOINT. (TAE)
2015,UNK,PORT ST. JOE,GULF,FL,29.81,-85.3,POWER LINE DOWN ON WESTCOTT CIRCLE (TAE)
2101,82,18 S ST GEORGE ISLAND,GMZ755,FL,29.41,-84.86,C TOWER MEASURED GUST OF 71 KNOTS AT AN ELEVATION OF 35 METERS ABOVE THE SURFACE. (TAE)
2147,UNK,3 NW INTERLACHEN,PUTNAM,FL,29.65,-81.93,CENTRAL DISPATCH REPORTED A TREE AND POWER LINES DOWN AT BIRCH STREET AND LAKEVIEW TRAIL. (JAX)
2325,UNK,4 SSE JENNINGS,HAMILTON,FL,30.54,-83.08,CENTRAL DISPATCH REPORTED A TREE DOWN ON NW 66TH BLVD. (JAX)
2330,UNK,5 SE CHIEFLAND,LEVY,FL,29.43,-82.8,TREES AND POWER LINES DOWN NEAR CHIEFLAND AND ALSO NEAR GULF HAMMOCK. (TBW)
0006,58,MULHALL,LOGAN,OK,36.06,-97.4,(OUN)
0055,UNK,2 SE BLACKSHEAR,PIERCE,GA,31.27,-82.22,DISPATCH REPORTED MULTIPLE TREES DOWN COUNTY-WIDE. (JAX)
0147,UNK,THALMANN,GLYNN,GA,31.29,-81.69,CENTRAL DISPATCH REPORTED NUMEROUS TREES DOWN IN THE THALMANN AREA. (JAX)
0203,UNK,DARIEN,MCINTOSH,GA,31.37,-81.43,POLICE OFFICERS REPORTED SEVERAL LARGE LIMBS DOWN ACROSS THE DARIEN AREA. SIZE OF LIMBS ESTIMATED AT ROUGHLY 4 INCHES IN DIAMETER. TIME ESTIMATED BY RADAR. (CHS)
0222,UNK,SAPELO ISLAND,MCINTOSH,GA,31.48,-81.24,THE ISLAND MANAGER REPORTED SEVERAL TREES DOWN ACROSS THE SOUTHWESTERN PORTION OF THE ISLAND. ONE TREE DOWN ON A PARKED CAR. DAMAGE TO NUMEROUS ALUMINIUM SIGNS. NO INJU (CHS)
0230,UNK,5 SSW PALM BAY,BREVARD,FL,27.92,-80.69,ONE WINDOW BLOWN OUT AND LAWN FURNITURE,TRASH CANS,AND GRILL BLOWN AROUND YARD ON POMELLO AVE. POSSIBLE TORNADO. TIME ESTIMATED BY RADAR. REPORT VIA SOCIAL MEDIA. (MLB)
0230,86,5 SE VALONA,MCINTOSH,GA,31.42,-81.29,MEASURED BY THE NATIONAL ESTUARINE RESEARCH SYSTEM OBSERVATION SITE AT SAPELO ISLAND. (CHS)
Time,Size,Location,County,State,Lat,Lon,Comments
1943,100,EASTPOINT,FRANKLIN,FL,29.74,-84.89,QUARTER SIZE HAIL AND ESTIMATED WIND GUSTS OF 50 MPH. (TAE)
2227,100,N ALTAMONTE SPRINGS,SEMINOLE,FL,28.66,-81.4,A TRAINED SPOTTER REPORTED QUARTER SIZED HAIL AT 625PM LOCAL IN ALTAMONTE SPRINGS. (MLB)
2230,100,5 NE OCKLAWAHA,MARION,FL,29.09,-81.87,ONE INCH DIAMETER HAIL NE OF OCKLAWAHA (JAX)
