Time,F_Scale,Location,County,State,Lat,Lon,Comments
2239,UNK,1 W BELCHERVILLE,MONTAGUE,TX,33.8,-97.85,TORNADO 1 W OF BELCHERVILLE (FWD)
2334,UNK,3 W ADA,PONTOTOC,OK,34.78,-96.71,AN F0 TORNADO DEVELOPED JUST WEST OF THE CITY OF ADA AND MOVED NORTHEAST ABOUT ONE MILE. A MOBILE HOME WAS DAMAGED NEAR THE BEGINNING OF THE TORNADO PATH AND TREES WERE (OUN)
2358,UNK,SUNSET,MONTAGUE,TX,33.45,-97.77,NEAR 287 IN SUNSET (FWD)
0106,UNK,6 SE GRANBURY,HOOD,TX,32.39,-97.73,TORNADO IN PECAN PLANTATION (FWD)
0106,UNK,GRANBURY,HOOD,TX,32.45,-97.8,PRELIMINARY RATING OF EF-4 (FWD)
0230,UNK,CLEBURNE,JOHNSON,TX,32.35,-97.4,PRELIMINARY RATING OF EF-3 WITH MAX WINDS ESTIMATED AT 140 MPH. MAX WIDTH ESTIMATED AT 0.6 MILES. MOST SIGNIFICANT DAMAGE JUST SOUTHEAST OF LAKE PAT CLEBURNE. (FWD)
0242,UNK,6 ESE CLEBURNE,JOHNSON,TX,32.32,-97.31,BRIEF TORNADO TOUCHDOWN WITH MINOR DAMAGE. PRELIMINARY RATING EF-0 WITH ESTIMATED MAX WIND SPEED OF 85 MPH. (FWD)
Time,Speed,Location,County,State,Lat,Lon,Comments
1756,UNK,KENNEDALE,TARRANT,TX,32.65,-97.22,ROOF PEALED OFF A BUILDING WITH INTERIOR DAMAGE. PUBLIC STORAGE UNTIS NEXT DOOR LAST WALLS AND ROOFS. (FWD)
2135,63,2 SW SNYDER,SCURRY,TX,32.69,-100.94,(MAF)
2210,63,2 SW SNYDER,SCURRY,TX,32.69,-100.94,(MAF)
2220,61,GOLD HILL,TOOELE,UT,40.28,-113.7,WEST SALT FLATS - 4237 FT (SLC)
2235,58,4 W SWEETWATER,NOLAN,TX,32.47,-100.47,(SJT)
2255,UNK,1 W TRENT,TAYLOR,TX,32.49,-100.14,FEW LIMBS DOWN. LARGEST LIMB 2-3 INCH DIAMETER BY 4-5 FEET LONG. (SJT)
2300,68,SYRACUSE,DAVIS,UT,41.04,-112.23,ANTELOPE ISLAND S.P. - 4199 FT (SLC)
2305,UNK,FEATHERSTON,PITTSBURG,OK,35.08,-95.49,SEVERAL POWER LINES DOWN,1 STORAGE BUILDING FLIPPED,ANOTHER BLOWN INTO A LINE OF TREES,A PONTOON BOAT FLIPPED OVER. (TSA)
2335,UNK,MILLSAP,PARKER,TX,32.75,-98.02,DAMAGE TO A ROOF AND A TELEPHONE POLE DOWN IN MILLSAP (FWD)
2345,UNK,3 NW STONEWALL,PONTOTOC,OK,34.68,-96.56,A DOZEN POWER POLES DOWNED ALONG WITH A FEW LARGE TREE LIMBS. TIME ESTIMATED FROM RADAR. (OUN)
2345,UNK,2 NW ADA,PONTOTOC,OK,34.8,-96.69,TRAILER HOME COLLAPSED AND ROOF BLOWN OFF SANDY CREEK TRAILER PARK. 7 OTHER TRAILERS DAMAGED. (OUN)
0000,65,MILLSAP,PARKER,TX,32.75,-98.02,(FWD)
0114,60,BRONTE,COKE,TX,31.89,-100.3,(SJT)
0131,59,2 SSE GRAPEVINE,TARRANT,TX,32.9,-97.07,DFW ASOS (FWD)
0221,80,CLEBURNE,JOHNSON,TX,32.35,-97.4,AT THE CLEBURNE HOSPITAL (FWD)
0356,UNK,6 ENE RICHLAND SPRINGS,SAN SABA,TX,31.3,-98.85,SEVERAL LARGE LIMBS DOWN. (SJT)
0357,59,2 SW HAMILTON,HAMILTON,TX,31.68,-98.14,(FWD)
0430,UNK,KENNEDALE,TARRANT,TX,32.65,-97.22,ROOF PEALED OFF A BUILDING WITH INTERIOR DAMAGE. PUBLIC STORAGE UNTIS NEXT DOOR LAST WALLS AND ROOFS. (FWD)
0436,UNK,5 W SAN SABA,SAN SABA,TX,31.2,-98.8,SEVERAL LARGE BRANCHES DOWN. LARGEST BRANCHES WERE 12 INCH DIAMETER BY 8-10 FEET LONG. (SJT)
0454,UNK,1 E NELLIE,COSHOCTON,OH,40.34,-82.04,LARGE TREES DOWN ALONG THE WALHONDING RIVER... AND ONE SMALL WOOD SHED WITH SMALL BOAT BLOWN INTO RIVER. (PBZ)
0500,UNK,SAN SABA,SAN SABA,TX,31.2,-98.72,LARGE PECAN LIMBS DOWN. DIAMETER OF 6-12 INCHES BY 8 FEET LONG. (SJT)
0505,UNK,ENNIS,ELLIS,TX,32.33,-96.63,TREE AND ROOF DAMAGE IN DOWNTOWN ENNIS. SPOTTERS ESTIMATED 70 MPH WINDS. (FWD)
Time,Size,Location,County,State,Lat,Lon,Comments
1254,100,1 E HOLLEY,ORLEANS,NY,43.22,-78.01,LASTED FOR ABOUT A MINUTE...THEN RAIN MELTED IT AWAY. HAIL COVERED ROAD. (BUF)
1926,100,RATLIFF CITY,CARTER,OK,34.45,-97.51,(OUN)
2033,100,RATLIFF CITY,CARTER,OK,34.45,-97.51,(OUN)
2105,100,NOLAN,NOLAN,TX,32.27,-100.24,(SJT)
2130,100,HUGO,CHOCTAW,OK,34.01,-95.51,(TSA)
2211,275,RINGGOLD,MONTAGUE,TX,33.82,-97.95,HAIL TO BASEBALL SIZE. GOLFBALL HAIL COVERING THE GROUND. (FWD)
2235,150,1 E ZEPHYR,BROWN,TX,31.68,-98.78,(SJT)
2305,100,RYAN,JEFFERSON,OK,34.02,-97.95,(OUN)
2315,175,2 S VASHTI,CLAY,TX,33.52,-98.05,(OUN)
2325,400,MINERAL WELLS,PALO PINTO,TX,32.8,-98.1,IN MINERAL WELLS (FWD)
2330,150,MORGAN MILL,ERATH,TX,32.38,-98.17,(FWD)
2332,175,PRIDDY,MILLS,TX,31.67,-98.52,(FWD)
2332,175,MILLSAP,PARKER,TX,32.75,-98.02,LARGER THAN GOLFBALL HAIL (FWD)
0000,275,CARADAN,MILLS,TX,31.55,-98.48,BASEBALL HAIL IN CARADAN (FWD)
0006,175,4 W WEATHERFORD,PARKER,TX,32.77,-97.87,(FWD)
0010,125,5 E OKETO,MARSHALL,KS,39.96,-96.5,(TOP)
0017,175,2 S INDIAN GAP,HAMILTON,TX,31.64,-98.42,GOLFBALL HAIL SOUTH OF INDIAN GAP NEAR THE HAMILTON/MILLS COUNTY LINE (FWD)
0020,275,2 W ALVORD,WISE,TX,33.37,-97.71,JUST WEST OF ALVORD (FWD)
0035,175,3 W WEATHERFORD,PARKER,TX,32.77,-97.85,(FWD)
0055,100,4 W SUMMERFIELD,MARSHALL,KS,39.99,-96.43,LOCATED ON THE STATE LINE (TOP)
0056,275,GRANBURY,HOOD,TX,32.45,-97.8,60 MPH WIND ALSO REPORTED. PIRATE DRIVE IN GRANBURY (FWD)
0058,100,2 SW WICHITA FALLS,WICHITA,TX,33.89,-98.52,PEA TO QUARTER HAIL (OUN)
0112,275,1 SSE SHIVE,HAMILTON,TX,31.61,-98.22,(FWD)
0120,100,6 SSW WINDTHORST,ARCHER,TX,33.5,-98.48,NICKEL TO QUARTER HAIL (OUN)
0156,175,CLEBURNE,JOHNSON,TX,32.35,-97.4,2100 BLOCK OF PEBBLECREEK (FWD)
0315,100,ZEPHYR,BROWN,TX,31.68,-98.79,(SJT)
0335,125,1 S HANNIBAL,MARION,MO,39.69,-91.38,(LSX)
0341,175,5 N AZLE,TARRANT,TX,32.97,-97.53,(FWD)
0344,150,2 NNW LAREDO,GRUNDY,MO,40.05,-93.46,MEASURED AFTER STORM PASSED...A FEW STONES UP TO PING PONG SIZE AND TREE LEAF DAMAGE (EAX)
0420,175,COVINGTON,HILL,TX,32.18,-97.27,(FWD)
0655,100,10 NW LLANO,LLANO,TX,30.85,-98.79,LARGEST HAIL STONES NEAR A QUARTER IN SIZE. (EWX)
