Time,F-Scale,Location,County,State,Lat,Lon,Comments
2140,UNK,1 ENE MOUNT PLEASANT,OUTER BANKS HYDE,NC,35.42,-76.07,MOTORIST REPORTED A TORNADO WHILE RIDING DOWN HWY-264 MOVING TOWARD THE PAMLICO SOUND (MHX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1725,UNK,SODDY-DAISY,HAMILTON,TN,35.26,-85.17,COUPLE OF TREES DOWN. (MRX)
1745,UNK,10 S LAKESIDE,BOX ELDER,UT,41.06,-112.89,WIND GUST OF 63 MPH DAMAGED WINDOWS ON 7 CARS AT THE UTAH TEST AND TRAINING RANGE. (SLC)
1755,UNK,1 NNE BAMBERG,BAMBERG,SC,33.31,-81.03,DOT REPORTS A FEW TREES DOWN IN THE BAMBERG AREA OVER TO DENMARK. (CAE)
1803,UNK,HARRISON,HAMILTON,TN,35.13,-85.15,FEW TREES DOWN. (MRX)
1816,UNK,5 SSE WINNSBORO MILLS,FAIRFIELD,SC,34.28,-81.04,HIGHWAY PATROL REPORTED POWER LINES DOWN AT THE INTERSECTION OF SYRUP MILL ROAD AND PEACH ROAD. (CAE)
1830,UNK,4 ESE FARMINGTON,DAVIE,NC,35.99,-80.46,SEVERAL BRADFORD PEAR TREES SPLIT OFF HWY 158 IN THE OAK VALLEY COMMUNITY. (GSP)
1840,UNK,3 E GOVAN,BAMBERG,SC,33.22,-81.12,SHERIFF REPORTED TREES DOWN ON EHRHARDT BETWEEN HWY 301 AND OLAR. (CAE)
1840,UNK,WINCHESTER,FRANKLIN,TN,35.19,-86.11,A TREE WAS BLOWN DOWN. TIME ESTIMATED FROM RADAR. (HUN)
1855,UNK,1 SE INDIAN FIELD,DORCHESTER,SC,33.22,-80.54,SC HIGHWAY PATROL REPORTS A TREE DOWN AT THE INTERSECTION OF US-15 AND INDIAN FIELD CIRCLE. (CHS)
1900,UNK,3 ENE BLYTHEWOOD,RICHLAND,SC,34.23,-80.92,BLYTHEWOOD FIRE DEPARTMENT REPORTED A TREE ON A POWERLINE AT BRANHAM RD AND CLAUDE BUNDRICK RD. TIME ESTIMATED BASED ON RADAR. (CAE)
1902,UNK,3 SSW CAESARS HEAD,GREENVILLE,SC,35.06,-82.64,POWERLINES DOWN ON TABLE ROCK ROAD. (GSP)
1905,UNK,6 SE CLAYTON,RABUN,GA,34.82,-83.33,SEVERAL TREES DOWN...FD WAS DISPCTHED TO REMOVE. (GSP)
1912,UNK,ARCHVILLE,POLK,TN,35.13,-84.53,SEVERAL TREES DOWN (MRX)
1915,UNK,1 W FLORAHOME,PUTNAM,FL,29.73,-81.91,A POWERLINE WAS REPORTED DOWN ON COUNTY ROAD 315 NEAR FLORAHOME. (JAX)
1923,UNK,6 N ELLOREE,CALHOUN,SC,33.62,-80.59,TRI COUNTY ELECTRIC COOP REPORTED TREES AND POWER LINES DOWN NEAR LONE STAR. (CAE)
1925,UNK,ETOWAH,MCMINN,TN,35.33,-84.53,SEVERAL TREES DOWN. (MRX)
1927,UNK,6 WSW SIMPSONVILLE,GREENVILLE,SC,34.69,-82.34,TREE IN ROADWAY AT W GEORGIA RD AND GARRISON RD. SCHP. TIME ESTIMATED WITH RADAR. (GSP)
1927,UNK,2 SSE LANDRUM,SPARTANBURG,SC,35.15,-82.17,POWER LINES DOWN ON FRANK CLINTON RD AND ASHEVILLE HWY. WSPA FACEBOOK. TIME ESTIMATED WITH RADAR. (GSP)
1930,UNK,3 SW RUFFIN,COLLETON,SC,32.98,-80.85,THE COLLETON COUNTY WARNING POINT REPORTED TREES AND POWERLINES DOWN IN THE 12000 BLOCK OF BELLS CROSSROADS. (CHS)
1936,UNK,1 NNE SLANDS BRIDGE,DORCHESTER,SC,32.99,-80.24,COUNTY WARNING POINT REPORTS A LARGE TREE DOWN AND BLOCKING THE ROAD. THE TREE CAME DOWN AS A RESULT FROM THE OUTFLOW BOUNDARY IN ADVANCE OF THE THUNDERSTORMS. (CHS)
1938,UNK,4 NNW GREER,GREENVILLE,SC,35,-82.26,TREE DOWN ON WEST GAP CREEK RD NEAR HIGHWAY 101. (GSP)
1945,UNK,KEYSTONE HEIGHTS,CLAY,FL,29.78,-82.03,POWERS LINES DOWN IN KEYSTONE HEIGHTS (JAX)
1945,UNK,4 WSW GREENVILLE,GREENVILLE,SC,34.82,-82.44,POWER LINES DOWN AT JCT OF ANDERSON RD AND WHITE HORSE RD. TIME ESTIMATED WITH RADAR. (GSP)
1947,UNK,CAMDEN,KERSHAW,SC,34.26,-80.61,SHERIFF DISPATCH REPORTED TREES DOWN IN THE CITY OF CAMDEN. (CAE)
1948,UNK,4 SW MONCKS CORNER,BERKELEY,SC,33.15,-80.06,BERKELEY 911 CENTER REPORTS A TREE DOWN ON BRANCH ROAD NEAR ROUTE 17A. (CHS)
2002,65,TUSCALOOSA,TUSCALOOSA,AL,33.24,-87.54,HAND HELD ANEMOMETER MEASURED 65 MPH WINDS ON HACKBERRY LANE. (BMX)
2004,UNK,4 SW MONCKS CORNER,BERKELEY,SC,33.15,-80.06,BERKELEY 911 CENTER REPORTS A TREE DOWN ON BRANCH ROAD NEAR ROUTE 17A. (CHS)
2008,UNK,5 NNE HUGER,BERKELEY,SC,33.17,-79.77,SC HIGHWAY PATROL REPORTS A TREE DOWN ALONG ROUTE 41. (CHS)
2011,UNK,OWENS CROSSROADS,MADISON,AL,34.58,-86.46,A TREE WAS BLOWN DOWN. (HUN)
2015,UNK,3 WNW BRANDON,HILLSBOROUGH,FL,27.94,-82.34,POWER POLES SNAPPED IN HALF NEAR THE INTERSECTION OF FALKENBURG ROAD AND HIGHWAY 60 IN BRANDON. (TBW)
2020,UNK,MADISONVILLE,MONROE,TN,35.52,-84.36,DISPATCH REPORTED SEVERAL TREES DOWN. (MRX)
2025,UNK,1 WNW ANDALUSIA,FLAGLER,FL,29.5,-81.48,EMERGENCY MANAGEMENT REPORTED A TREE DOWN BLOCKING STATE ROUTE 100 IN ANDALUSIA. (JAX)
2030,UNK,BISHOPVILLE,LEE,SC,34.22,-80.25,LEE COUNTY SHERIFFS OFFICE REPORTED MULTIPLE POWERLINES DOWN IN BISHOPVILLE. TIME ESTIMATED BASED ON RADAR. (CAE)
