Time,F_Scale,Location,County,State,Lat,Lon,Comments
2100,UNK,6 SE TOWER CITY,Cass,ND,46.86,-97.59,THE TORNADO TRACKED INTERMITTENTLY FOR A MILE OR SO ACROSS CENTRAL HILL TOWNSHIP... MAINLY OVER OPENED FIELDS. IT KICKED UP CONSIDERABLE DUST ACROSS THE SOUTH FLANK OF (FGF)
2105,UNK,6 SE TOWER CITY,Cass,ND,46.86,-97.59,CALL FROM A SPOTTER WITH A REPORT OF A TORNADO ON THE GROUND (FGF)
2112,UNK,2 NW MICHIGAN,Nelson,ND,48.05,-98.15,A BRIEF TORNADO TOUCHDOWN WAS NOTED OVER AN OPEN FIELD. THE TORNADO TRACKED EASTWARD FOR LESS THAN A QUARTER MILE AN LIFTED BY 413 PM CDT. NO DAMAGE WAS NOTED THOUGH SI (FGF)
2147,UNK,3 SE CHAFFEE,Cass,ND,46.74,-97.31,LOTS OF ROTATION WITH THE STORM... SENDING OUT FUNNEL CLOUDS EVERY FEW MINUTES. A COUPLE BRIEF TOUCHDOWNS WERE EVIDENT IN VIDEO OVER AN OPENED FIELD. PEAK WINDS ESTIMAT (FGF)
2154,UNK,3 WNW NIAGARA,Nelson,ND,48.01,-97.93,A TORNADO LIKELY TRACKED INTERMITTENTLY FOR ABOUT 3 MILES TO ABOUT 1SW NIAGRA BY 506 PM CDT. A FEW SNAPPED OR UPROOTED POPLAR TREES WERE NOTED IN A SHELTER BELT NORTH O (FGF)
2212,UNK,2 WNW EMERADO,Grand Forks,ND,47.93,-97.4,REPORT OF TORNADO TOUCHDOWN FROM GRAND FORKS WARNING POINT. TORNADO TRACKED EASTWARD FOR LESS THAN A HALF MILE... JUST SOUTH OF HIGHWAY 2...AND LIFTED BY 514 PM CDT. NO (FGF)
2221,UNK,5 NW KINDRED,Cass,ND,46.7,-97.1,REPORT OF TORNADO ON THE GROUND (FGF)
2230,UNK,5 E EMERADO,Grand Forks,ND,47.92,-97.26,A TORNADO TRACKED EASTWARD FROM THE FAR NORTHEAST EDGE OF OAKVILLE TOWNSHIP INTO FAR NORTHWEST BRENNA TOWNSHIP... WITH BRIEF AND INTERMITTENT TOUCHDOWNS ALONG A ROUGHLY (FGF)
Time,Speed,Location,County,State,Lat,Lon,Comments
1652,UNK,4 SW DOWNTOWN COLUMBUS,FRANKLIN,OH,39.92,-83.05,SEVERAL TREES DAMAGED. PORTION OF FENCE BLOWN OVER. TIME OF EVENT ESTIMATED FROM RADAR. (ILN)
1715,UNK,5 E GROVE CITY,FRANKLIN,OH,39.88,-82.98,THREE LARGE POWER POLES DOWN ALONG OBETZ ROAD BETWEEN LOCKBOURNE AND PARSONS AVE. TIME ESTIMATED. (ILN)
1740,UNK,5 SW SOUTH BLOOMFIELD,PICKAWAY,OH,39.67,-83.07,NUMEROUS TREES DAMAGED ALONG DARBY ROAD. TIME OF EVENT ESTIMATED FROM RADAR. (ILN)
1846,UNK,5 NW HOCKING HILLS SP,HOCKING,OH,39.48,-82.6,MULTIPLE TREES DOWN. TIME ESTIMATED FROM RADAR DATA. (ILN)
