Time,F_Scale,Location,County,State,Lat,Lon,Comments
1832,UNK,10 NNW DELTA,DELTA,CO,38.88,-108.15,FUNNEL CLOUD VISIBLE FOR 3 MINUTES TOUCHED THE GROUND FOR ABOUT ONE MINUTE. NO KNOWN DAMAGE. (GJT)
2227,UNK,8 W CHAMA,RIO ARRIBA,NM,36.89,-106.73,REPORTED TORNADO CAUSED ROOF DAMAGE AND DESTROYED SHED. (ABQ)
Time,Speed,Location,County,State,Lat,Lon,Comments
1830,UNK,4 E PAGOSA SPRINGS,ARCHULETA,CO,37.27,-106.95,HUNDREDS OF TREES DOWN IN A FOREST AREA NEAR COUNTY ROAD 302 IN EASTERN ARCHULETA COUNTY. TIME IS APPROXIMATE. (GJT)
2006,62,5 S ALBUQUERQUE,BERNALILLO,NM,35.04,-106.62,KABQ ASOS. (ABQ)
2010,UNK,3 SE ALBUQUERQUE,BERNALILLO,NM,35.09,-106.59,RIO GRANDE ARTS AND FESTIVAL TENT DESTROYED. (ABQ)
2130,UNK,10 N BENNETT,ADAMS,CO,39.9,-104.42,POWER POLES DOWN ON HWY 79 (BOU)
2133,59,20 SW CARRIZOZO,LINCOLN,NM,33.44,-106.13,(ABQ)
2232,75,15 SSW BUEYEROS,HARDING,NM,35.79,-103.81,(ABQ)
2306,UNK,FORT MORGAN,MORGAN,CO,40.27,-103.79,LAW ENFORCEMENT REPORTS A FEW TREES AND LIMBS BLOWN DOWN IN TOWN. (BOU)
2309,58,FORT MORGAN,MORGAN,CO,40.27,-103.79,(BOU)
2344,76,HUGO,LINCOLN,CO,39.13,-103.47,(BOU)
2345,60,SEDAN,UNION,NM,36.15,-103.13,(ABQ)
0010,84,26 S FLAGLER,CHEYENNE,CO,38.92,-103.07,MEASURED BY A DAVIS WEATHER STATION. (GLD)
0020,UNK,KIT CARSON,CHEYENNE,CO,38.76,-102.8,ROOF BLOWN OFF A HOUSE. TIME ESTIMATED BY RADAR. (GLD)
0105,59,4 S BURLINGTON,KIT CARSON,CO,39.25,-102.28,(GLD)
0111,76,YUMA,YUMA,CO,40.12,-102.72,(GLD)
0112,UNK,YUMA,YUMA,CO,40.12,-102.72,FENCE WITH 4X4 POSTS BLOWN DOWN. TREE LIMBS DOWN. (GLD)
0140,UNK,8 ESE CLARKVILLE,YUMA,CO,40.35,-102.48,SEVERAL LIMBS DOWN AND A PULL BEHIND TRAILER MOVED 20 FEET. TIME ESTIMATED BY RADAR. (GLD)
0142,61,1 W TRIBUNE,GREELEY,KS,38.47,-101.77,(GLD)
0142,62,5 W GOODLAND,SHERMAN,KS,39.35,-101.8,(GLD)
0307,64,2 NNW ATWOOD,RAWLINS,KS,39.84,-101.05,(GLD)
Time,Size,Location,County,State,Lat,Lon,Comments
1900,175,4 E PAGOSA SPRINGS,ARCHULETA,CO,37.27,-106.95,GOLF BALL SIZE HAIL REPORTED BY AT LEAST SIX PEOPLE. (GJT)
2020,100,1 SSE HIGHLANDS RANCH,DOUGLAS,CO,39.54,-104.96,(BOU)
2034,175,CENTENNIAL,ARAPAHOE,CO,39.6,-104.87,(BOU)
2055,125,3 ESE AURORA,ARAPAHOE,CO,39.68,-104.76,(BOU)
2105,175,6 ENE ARCHULETA,SAN JUAN,NM,36.81,-107.61,(ABQ)
2105,175,7 N ELIZABETH,ELBERT,CO,39.46,-104.6,(BOU)
2126,125,OTIS,WASHINGTON,CO,40.15,-102.96,(BOU)
2142,125,1 N OTIS,WASHINGTON,CO,40.16,-102.96,(BOU)
2155,150,DULCE,RIO ARRIBA,NM,36.93,-107,TRIBAL POLICE IN DULCE REPORTED HAIL UP TO 1.5 INCHES IN DULCE. (ABQ)
2205,100,VAUGHN,GUADALUPE,NM,34.6,-105.2,(ABQ)
2224,100,9 ESE SOLANO,HARDING,NM,35.78,-103.94,(ABQ)
2227,100,8 W CHAMA,RIO ARRIBA,NM,36.89,-106.73,(ABQ)
2251,100,2 NW THURMAN,WASHINGTON,CO,39.62,-103.24,(BOU)
2257,100,FORT MORGAN,MORGAN,CO,40.27,-103.79,(BOU)
2300,100,TREMENTINA,SAN MIGUEL,NM,35.46,-104.49,(ABQ)
2314,100,20 S BUEYEROS,HARDING,NM,35.69,-103.69,QUARTER SIZED HAIL REPORTED 2 MILES SOUTH OF MITCHELL RANCH HEADQUARTERS. (ABQ)
2345,150,13 S ALLIANCE,MORRILL,NE,41.91,-102.87,HAIL REPORTED TO BE JUST SMALLER THAN GOLF BALL. (CYS)
0015,175,FORT SUMNER,DE BACA,NM,34.48,-104.24,(ABQ)
0030,125,1 W FORT SUMNER,DE BACA,NM,34.48,-104.25,(ABQ)
